feature,importance
unspendable_cash,0.12898790518475697
buy_red,0.09023520518535219
buy_indigo,0.08792313224285717
buy_stations,0.08738847120939892
buy_green,0.08703588150661981
max_development_level,0.08212179905048013
buy_pink,0.08174732851834433
buy_orange,0.08078993306636789
buy_yellow,0.07986501486777935
buy_utilities,0.07397796824897448
buy_brown,0.06160852535845037
buy_light_blue,0.05831883556061843
