buy_brown,buy_light_blue,buy_pink,buy_orange,buy_red,buy_yellow,buy_green,buy_indigo,buy_stations,buy_utilities,max_development_level,unspendable_cash,n_games,actual_win_rate,avg_predicted_win_prob,roi,props,houses,hotels,turns
True,False,True,True,False,True,True,False,False,True,3,0,100,0.29,0.3031684797857109,3.645513333333333,6.78,0.77,1.15,132.74
False,True,False,False,True,True,True,True,True,True,3,50,100,0.28,0.30313299474806027,3.3792,6.35,1.3,1.26,136.08
True,True,True,True,False,True,True,True,False,False,3,50,100,0.31,0.3030867089517274,5.076266666666666,7.77,0.83,1.1,174.8
True,False,False,False,False,False,False,False,True,True,5,100,100,0.27,0.30308481289978995,3.3289999999999997,7.1,0.69,1.04,142.53
True,False,False,True,True,False,True,False,False,True,5,0,100,0.29,0.30287979255622866,3.5311733333333337,7.73,0.94,1.64,130.0
True,False,False,False,False,False,True,True,True,False,5,50,100,0.29,0.3028627070461451,5.077873333333333,7.57,1.42,1.55,186.48
True,False,False,True,True,True,False,True,False,True,3,100,100,0.31,0.3027282992377647,2.951306666666667,7.34,0.87,1.35,119.13
True,True,True,False,False,False,False,True,False,True,3,100,100,0.26,0.30272577629380065,3.8595466666666662,6.82,1.42,1.52,146.27
True,False,False,True,False,True,True,True,True,True,3,100,100,0.3,0.3027142674387189,3.6890133333333335,7.42,1.95,1.55,145.82
True,False,True,True,True,True,False,False,False,False,5,100,100,0.3,0.3027062931754513,3.727533333333333,7.34,1.18,1.16,135.66
True,True,True,True,True,True,True,True,False,False,5,0,100,0.28,0.3026808830415393,3.2700400000000003,7.61,1.39,1.46,132.81
True,True,True,True,False,False,False,False,False,False,3,0,100,0.3,0.30267750976967295,3.3870933333333335,7.52,1.52,1.37,129.87
True,True,False,False,True,False,False,False,True,False,5,0,100,0.31,0.30265926450257225,3.32464,8.27,1.21,1.76,142.43
True,False,True,False,True,True,True,False,True,False,5,50,100,0.29,0.3026489361092721,4.0667,6.7,1.23,1.21,148.08
True,False,False,True,True,False,False,False,True,True,5,0,100,0.32,0.3026268232730344,4.063306666666667,8.67,1.76,1.54,152.73
False,True,True,False,False,True,True,True,False,False,3,50,100,0.32,0.30259879240465315,3.5231466666666664,8.62,1.74,1.87,128.64
True,False,False,True,True,True,False,False,False,True,5,0,100,0.35,0.3024968345961171,4.1457,8.99,2.03,1.65,148.09
False,True,False,False,False,False,True,True,False,False,5,100,100,0.29,0.30247108251027016,5.09436,6.47,1.13,1.04,164.99
True,True,True,True,True,False,True,True,False,True,5,0,100,0.3,0.302460031318159,4.037346666666667,8.04,1.16,1.59,148.92
True,True,True,False,True,True,True,True,False,False,5,100,100,0.29,0.30242506942287845,5.257079999999999,7.18,1.43,1.14,176.09
True,True,True,False,False,False,False,True,False,True,3,50,100,0.29,0.30242019491656497,4.945493333333333,7.34,0.88,1.3,171.2
True,False,False,False,False,True,False,True,False,False,3,0,100,0.29,0.30234750375340147,4.5356733333333334,7.68,1.42,1.42,147.7
True,False,False,False,False,True,False,False,False,True,5,0,100,0.28,0.3022984223355175,2.9208,7.48,0.84,1.53,134.43
True,False,False,True,True,True,True,False,True,True,5,0,100,0.32,0.3022499545903949,3.3460333333333336,7.95,0.94,1.38,138.06
True,True,False,True,False,True,False,False,True,True,5,50,100,0.29,0.3021110594508192,3.662586666666667,6.51,0.59,1.2,153.36
True,True,False,True,False,False,True,True,True,False,3,50,100,0.28,0.30198287451655637,4.539173333333333,6.33,0.95,1.07,150.15
False,True,True,True,True,False,False,False,True,False,3,0,100,0.29,0.30193562499623233,3.6721266666666668,7.12,0.84,1.11,130.84
True,False,False,True,True,True,True,False,True,True,3,0,100,0.3,0.30190645656044635,3.4832599999999996,7.52,1.71,1.23,148.41
True,False,False,True,True,True,True,False,False,True,3,0,100,0.34,0.30190567139153773,4.278593333333333,7.83,1.68,1.49,138.95
True,True,True,False,True,False,True,True,False,True,3,50,100,0.31,0.30190444263918226,4.261673333333333,7.37,1.67,1.4,137.76
False,True,True,False,False,False,True,True,False,False,3,100,100,0.28,0.3018721636512967,3.6479133333333333,7.98,1.1,1.54,135.13
True,False,True,False,True,False,False,True,True,True,5,50,100,0.28,0.3018672006167034,3.802773333333333,6.82,0.86,1.15,136.21
True,True,False,True,True,True,False,False,False,True,3,100,100,0.29,0.3017367502481102,3.3642733333333332,7.72,1.39,1.57,139.28
True,True,True,True,False,True,True,True,True,False,5,100,100,0.31,0.3017069554484586,4.4731,7.9,0.99,1.57,164.27
False,True,True,False,True,False,False,False,False,False,3,0,100,0.3,0.3016990643719705,3.1806666666666668,7.77,0.76,1.59,135.35
True,True,True,False,False,False,True,False,False,False,5,50,100,0.29,0.30167687265428655,4.1932,8.05,2.12,1.82,139.38
False,True,False,True,False,True,True,False,True,True,5,50,100,0.29,0.301545015438249,3.45462,7.47,1.4,1.51,126.63
True,False,False,True,False,True,True,False,True,True,3,0,100,0.29,0.3015359972276242,3.8743,8.28,1.38,1.6,162.57
True,True,False,False,True,False,False,False,True,False,3,50,100,0.32,0.301464858333567,3.5074,8.4,1.6,1.81,142.53
True,True,False,True,True,False,False,True,True,True,5,100,100,0.32,0.30138565982094273,4.239153333333333,7.61,1.13,1.41,174.9
True,True,True,True,True,True,True,False,False,False,5,0,100,0.29,0.30129574666067266,3.2575,8.3,1.25,1.89,140.7
True,False,False,True,True,True,True,False,True,True,5,100,100,0.28,0.3012908718566398,3.1935066666666665,7.94,1.15,1.65,124.81
True,True,True,True,True,False,False,True,False,True,3,100,100,0.29,0.30100162773585765,3.18524,7.58,1.12,1.35,130.78
True,False,False,False,False,True,False,False,True,False,3,50,100,0.33,0.3009902642123955,5.84736,7.95,1.78,1.51,176.56
True,True,False,False,True,False,False,False,True,False,3,100,100,0.28,0.30097386449840247,3.907633333333333,6.56,1.45,0.99,151.58
True,False,False,False,False,False,False,False,True,True,3,0,100,0.26,0.3009371822822169,3.37678,7.24,1.44,1.24,140.85
False,True,True,False,False,False,False,False,False,True,3,100,100,0.3,0.3008345424176558,3.8463533333333335,8.66,1.84,1.84,147.14
True,False,True,True,False,False,False,True,False,True,5,0,100,0.32,0.30078497157676237,3.55052,7.86,1.57,1.49,137.0
True,False,False,False,True,True,True,False,True,True,5,100,100,0.29,0.3007741381013941,3.55742,8.3,1.11,1.7,147.93
True,True,False,True,True,True,True,False,False,True,3,50,100,0.3,0.3007706510356171,4.146633333333333,7.69,2.11,1.43,172.4
True,False,True,True,True,False,True,False,False,False,5,0,100,0.31,0.3007700489201966,4.1229000000000005,6.48,0.6,1.0,150.33
True,False,True,True,False,True,False,True,False,False,5,0,100,0.32,0.30075117900283455,3.1773533333333335,8.64,2.19,1.89,124.11
False,True,True,False,True,True,True,False,True,True,5,50,100,0.31,0.300734242045866,4.461406666666667,7.81,0.74,1.47,154.48
False,True,False,False,True,False,True,False,False,False,5,0,100,0.33,0.30071059133027833,4.0175133333333335,8.39,1.37,1.38,138.74
True,False,True,False,False,True,False,True,False,False,5,0,100,0.3,0.30067496474878613,3.57192,6.06,0.7,1.16,151.44
True,False,True,False,True,True,True,True,False,True,5,0,100,0.28,0.3006636510829325,3.916786666666667,7.74,1.79,1.58,135.79
True,False,False,False,False,True,False,True,True,False,5,50,100,0.28,0.30062373159069505,3.257146666666667,7.4,1.88,1.41,127.42
True,False,True,False,True,False,False,True,False,True,3,0,100,0.28,0.30058537933776613,5.333546666666666,6.44,0.48,1.09,175.75
True,True,False,True,True,True,True,True,False,True,5,100,100,0.28,0.3003775932261312,4.658586666666667,7.73,1.01,1.25,171.95
True,False,False,True,False,True,False,False,False,True,3,0,100,0.31,0.3003558780165153,3.49406,8.41,1.71,1.74,141.91
True,True,False,True,False,True,False,True,False,True,5,50,100,0.31,0.30028127878268285,4.686133333333333,8.05,0.9,1.45,158.64
True,False,True,True,False,False,False,True,False,True,3,100,100,0.28,0.3001646445734121,3.412373333333333,7.94,2.0,1.52,130.67
True,True,False,False,False,False,True,False,False,False,5,0,100,0.3,0.3001288407394236,3.41584,6.96,0.87,1.18,139.84
True,True,False,False,False,True,True,False,False,False,5,100,100,0.27,0.3000395188176445,2.9641866666666665,7.24,1.43,1.42,124.09
True,True,True,True,False,False,True,True,False,False,3,100,100,0.29,0.2999580008091266,4.596233333333333,7.08,1.01,1.29,137.86
True,True,False,True,True,False,False,True,False,False,5,100,100,0.3,0.29989115552694323,3.2092266666666664,6.92,1.19,1.35,125.56
True,False,False,False,True,True,False,False,False,True,5,0,100,0.27,0.2998908243188683,4.304386666666667,7.04,1.28,1.14,164.5
True,True,False,False,True,False,False,False,True,True,3,100,100,0.28,0.29983776329478623,3.9306933333333336,7.26,1.25,1.41,139.41
False,True,True,True,True,False,True,True,False,False,5,50,100,0.29,0.29982638428085856,3.7700533333333333,7.43,1.34,1.19,148.16
True,False,False,True,True,False,True,False,True,True,5,100,100,0.31,0.2997530253282055,3.70526,7.8,1.61,1.69,146.93
True,False,True,True,True,False,True,False,False,True,5,50,100,0.29,0.29974888052526705,3.42204,8.04,1.48,1.77,143.64
True,False,False,True,False,False,False,False,True,True,3,100,100,0.27,0.29970685893038396,4.0041,6.14,0.75,0.88,155.46
True,False,False,True,False,True,False,False,False,True,5,50,100,0.26,0.29966793495903166,3.5701866666666664,6.6,1.21,1.1,149.17
False,True,False,False,True,False,False,True,True,False,5,50,100,0.28,0.2995989225554016,3.6387533333333333,7.74,0.98,1.42,126.95
True,False,True,True,False,True,True,True,False,False,5,100,100,0.26,0.2995641833725745,3.7510399999999997,6.23,0.87,1.0,149.52
True,True,False,True,False,False,False,True,False,False,3,100,100,0.31,0.29956043869113835,3.670833333333333,7.88,1.74,1.38,140.1
True,True,True,False,False,True,False,True,False,True,5,50,100,0.3,0.299528996654012,3.2748399999999998,7.72,1.34,1.51,135.78
True,False,False,False,True,True,False,True,True,True,5,50,100,0.26,0.2994440412528196,3.79726,7.66,1.4,1.67,149.01
False,True,False,True,True,True,True,False,False,False,5,100,100,0.29,0.2994190694061356,3.3033733333333335,6.97,0.61,1.38,138.97
True,True,False,True,False,True,False,False,True,True,5,0,100,0.29,0.2994087880670155,4.197133333333333,8.29,1.13,1.54,157.25
True,True,False,True,True,False,False,True,True,False,5,100,100,0.3,0.2994049966469944,4.1804266666666665,6.47,0.82,1.22,153.1
False,True,False,False,False,True,True,False,True,False,3,50,100,0.28,0.2992404582133767,3.6468866666666666,7.65,1.08,1.38,138.47
True,True,False,True,False,True,False,True,True,False,5,100,100,0.29,0.2991202855771582,3.896313333333333,8.27,1.85,1.86,146.98
True,False,True,False,False,False,True,True,False,True,5,0,100,0.28,0.2991084753538937,3.5797066666666666,8.08,1.85,1.52,140.37
True,False,True,False,True,False,False,True,True,False,5,50,100,0.29,0.2990832257954622,3.6384333333333334,8.01,1.34,1.62,137.23
True,False,True,False,True,False,True,True,False,True,3,0,100,0.29,0.29900574623358284,3.337026666666667,8.29,1.62,1.98,124.44
False,True,True,True,True,True,True,True,False,False,3,100,100,0.34,0.2990006385375737,4.2117933333333335,8.9,1.99,1.71,158.68
False,True,False,True,True,True,False,True,False,True,5,50,100,0.31,0.2986511853565072,3.585566666666667,8.25,1.91,1.71,125.33
False,True,True,True,False,True,False,True,True,True,3,0,100,0.29,0.29864912535822086,3.80608,8.58,1.6,1.74,141.07
True,True,True,False,True,True,False,False,False,False,3,50,100,0.29,0.2986463008090464,3.967593333333333,7.02,1.52,1.16,145.07
False,True,True,False,False,True,False,False,True,True,3,50,100,0.31,0.2986323785341199,3.9125,7.39,1.71,1.41,137.82
True,False,True,False,True,False,True,False,False,True,3,100,100,0.29,0.2986283983917566,3.5147133333333334,7.82,1.73,1.63,123.53
False,True,False,False,True,False,False,True,True,True,5,50,100,0.3,0.2985710817322941,3.4561933333333332,6.99,1.37,0.97,133.45
True,True,True,True,False,True,False,True,False,True,5,100,100,0.26,0.2985703699457984,3.3319933333333336,7.29,1.54,1.29,151.17
False,True,False,True,False,True,True,False,False,False,5,50,100,0.25,0.298529425399932,3.4930399999999997,7.24,1.62,1.28,137.22
True,True,True,True,False,False,True,True,True,False,3,50,100,0.27,0.29850595229898486,3.3684066666666665,7.88,1.47,1.84,145.53
True,True,True,True,False,False,False,True,True,False,5,0,100,0.27,0.2984735295987552,3.140706666666667,7.32,1.34,1.31,154.12
True,False,True,False,False,False,False,True,True,False,5,50,100,0.32,0.2984732140810649,3.628073333333333,8.13,1.49,1.58,140.32
True,True,True,False,True,False,False,True,True,True,3,50,100,0.25,0.29839621662270116,3.51182,6.28,1.85,1.33,150.31
True,True,False,False,False,True,False,True,False,True,3,0,100,0.28,0.2983691612556525,4.221793333333333,6.1,0.38,0.98,153.25
False,True,False,False,True,False,False,True,True,False,5,100,100,0.31,0.2983062502762339,3.3573533333333336,8.73,2.02,1.84,138.08
True,True,True,True,True,True,False,False,True,True,3,50,100,0.26,0.29829630928097134,2.8078,8.09,2.01,1.57,121.54
False,True,False,True,False,False,True,True,True,True,5,100,100,0.28,0.29826458367674524,3.4794400000000003,7.09,0.79,1.13,154.36
False,True,False,True,False,False,False,False,True,False,5,50,100,0.29,0.2982353101031105,3.7459,8.02,1.22,1.59,147.18
True,False,False,False,False,True,False,True,False,True,5,100,100,0.29,0.29820154785991376,5.23304,6.9,1.51,1.21,166.31
False,True,True,True,False,False,False,False,False,False,3,50,100,0.28,0.298121774194523,3.4172466666666668,8.52,1.65,1.82,122.59
False,True,False,True,False,False,False,False,True,True,3,50,100,0.28,0.29809258452295934,4.155726666666666,8.46,1.5,1.76,151.93
True,True,True,False,False,False,True,False,True,True,3,0,100,0.29,0.29802554054715297,3.3340733333333334,8.43,1.2,1.79,131.6
True,True,False,False,True,True,True,True,False,False,3,0,100,0.34,0.29800718751824407,4.294806666666666,8.71,1.34,1.61,145.31
True,False,True,True,True,False,False,False,False,False,3,50,100,0.29,0.2979691264874284,3.2614666666666663,8.13,1.67,1.54,123.58
True,True,True,True,False,False,False,True,True,True,3,0,100,0.31,0.2979531184892857,3.370706666666667,7.63,1.12,1.65,136.46
True,True,True,False,True,True,True,False,True,True,5,50,100,0.31,0.29793519660160256,4.079126666666666,8.23,1.45,1.82,138.34
True,False,False,True,True,False,True,False,False,False,3,100,100,0.29,0.29786087601025135,3.7915866666666664,8.14,0.89,1.46,145.01
False,True,False,True,True,True,False,True,False,False,5,50,100,0.29,0.29781298386984006,3.98378,8.53,1.24,1.48,155.25
True,True,False,False,False,False,False,True,False,True,3,100,100,0.27,0.29780627161464623,2.85528,7.65,1.37,1.49,122.77
True,True,True,True,False,False,False,False,False,False,3,100,100,0.24,0.2977688033764167,3.3801933333333336,7.23,1.26,1.17,143.84
True,False,True,False,True,True,True,True,False,True,3,0,100,0.27,0.29771442495310896,2.9676600000000004,6.13,1.01,1.15,124.03
False,True,True,False,False,True,True,False,False,False,3,50,100,0.29,0.2976938949694649,3.42504,7.38,1.04,1.32,132.91
True,True,True,False,True,False,True,False,False,False,5,0,100,0.31,0.2976416423650865,3.880486666666666,8.57,1.47,1.78,142.18
False,True,False,False,False,True,True,True,False,True,5,50,100,0.31,0.2976341148023208,3.5848266666666664,7.76,1.3,1.56,132.71
False,True,False,False,True,True,False,False,True,True,3,100,100,0.27,0.2975928638740642,3.1787466666666666,7.31,0.92,1.31,139.61
True,True,True,False,True,True,True,False,True,False,5,50,100,0.3,0.29751651518447697,3.60134,7.39,1.19,1.34,119.63
False,True,False,True,False,False,True,True,False,True,5,50,100,0.3,0.2975054298783289,3.7217399999999996,8.22,1.11,1.69,143.05
True,True,True,True,False,True,True,False,False,False,5,50,100,0.28,0.29749452933122084,3.665233333333333,7.7,1.73,1.65,125.82
True,True,False,False,True,False,True,False,False,True,5,100,100,0.31,0.29738657531481516,3.8999733333333335,8.44,1.47,1.82,140.37
True,True,True,True,True,False,True,False,False,False,5,0,100,0.28,0.2973704558235911,4.042553333333333,7.82,0.96,1.7,165.74
False,True,False,False,True,False,True,False,True,False,3,50,100,0.29,0.29730462483139347,4.2364733333333335,6.27,0.72,1.08,157.17
False,True,True,False,True,False,False,True,False,False,3,50,100,0.31,0.297274500460916,3.99626,7.43,1.44,1.43,135.1
False,True,False,False,False,True,True,False,False,True,3,50,100,0.28,0.2971895636719295,3.198326666666667,7.9,1.29,1.46,123.02
False,True,False,False,True,False,True,False,True,True,5,50,100,0.33,0.2971802403313654,4.43142,8.19,1.77,1.34,176.43
False,True,False,True,True,False,True,False,True,True,3,50,100,0.3,0.2971313688357805,3.278106666666667,7.6,1.2,1.45,133.07
True,False,False,True,False,True,True,False,False,True,3,0,100,0.3,0.29702956730077595,3.710373333333333,8.18,1.45,1.5,126.52
True,True,True,False,True,False,True,False,False,True,5,100,100,0.27,0.29700681417774794,3.8816266666666666,7.34,1.22,1.3,145.87
False,True,True,False,False,True,True,False,False,True,3,50,100,0.29,0.29700448004907126,4.0188,8.44,2.16,1.76,143.25
True,False,True,True,False,True,True,True,False,True,5,100,100,0.31,0.29695976508066996,3.154773333333333,8.55,1.67,1.85,138.76
True,False,True,False,True,True,False,True,False,False,5,50,100,0.3,0.29681545743282817,4.538706666666666,8.63,1.87,1.98,152.38
True,True,True,True,True,True,False,True,False,False,5,0,100,0.29,0.296732186828859,3.99008,7.72,1.37,1.46,150.9
True,True,False,False,True,True,True,False,True,True,5,100,100,0.3,0.29666673128131715,3.4013,7.61,1.19,1.47,144.44
True,True,True,True,False,False,False,True,False,False,5,100,100,0.3,0.29663229603358526,4.12432,6.9,1.06,1.33,138.89
True,True,False,True,True,True,True,True,True,False,5,50,100,0.31,0.2965703002622833,3.52576,8.98,1.84,1.69,130.95
True,True,False,False,False,True,False,True,True,False,3,100,100,0.3,0.29653874111901235,3.503213333333333,6.57,0.91,1.25,135.95
True,True,True,False,False,False,True,False,True,False,5,50,100,0.27,0.29648271423644795,4.00696,6.6,1.51,1.22,136.51
True,True,False,False,False,False,True,False,False,False,3,50,100,0.3,0.29645356805369766,4.737133333333333,7.97,1.41,1.24,157.09
True,True,False,False,False,True,True,True,False,True,5,0,100,0.26,0.2963697728907587,4.0143933333333335,7.31,1.17,1.32,163.47
True,True,False,False,False,False,True,False,True,True,3,100,100,0.28,0.2962102227656762,3.1118200000000003,7.35,1.91,1.56,135.02
True,True,True,True,True,True,False,False,False,True,5,0,100,0.22,0.2961336624407988,3.1747866666666664,6.12,1.07,1.03,125.42
True,False,False,True,False,False,True,True,True,True,5,0,100,0.29,0.2961314551190667,3.534766666666666,7.56,1.06,1.64,141.1
True,True,True,True,True,False,False,True,True,True,5,0,100,0.29,0.2960813120885632,3.1772133333333334,7.58,2.67,1.36,137.11
False,True,True,True,False,False,True,True,False,True,5,0,100,0.3,0.29607589144658497,2.863793333333333,8.55,2.23,1.9,119.1
True,True,False,True,False,True,True,False,True,False,5,0,100,0.31,0.296017789669439,4.612806666666667,8.15,1.12,1.7,148.39
True,False,False,True,True,False,True,True,True,True,3,100,100,0.31,0.2959823925653068,3.90634,9.57,2.11,1.71,137.32
True,False,True,True,False,True,False,True,True,True,5,50,100,0.31,0.2959301218864123,4.941973333333333,7.11,1.8,1.24,152.42
True,False,False,False,True,True,True,True,True,True,3,0,100,0.3,0.2959145848635629,2.55962,6.98,1.36,1.35,102.39
True,True,True,True,True,False,False,True,True,False,5,50,100,0.27,0.2958758004170455,5.013473333333334,8.08,0.92,1.28,173.42
False,True,True,False,False,False,False,True,False,True,3,0,100,0.28,0.29574564262014197,4.555173333333333,7.42,1.61,1.13,159.24
False,True,False,False,True,True,True,True,False,False,3,0,100,0.26,0.29569404264445237,3.8681466666666666,7.85,1.0,1.49,141.5
True,True,True,False,True,True,False,False,True,True,5,50,100,0.26,0.29561019122833193,3.54186,6.04,0.59,0.92,149.57
True,True,True,False,True,False,False,False,True,True,5,50,100,0.31,0.2955999773430504,3.8866866666666664,7.77,1.42,1.63,142.24
True,True,False,True,False,False,False,False,False,False,3,0,100,0.27,0.29558927223424347,3.766786666666667,6.51,0.9,1.07,187.66
True,False,True,False,True,True,False,True,True,True,3,0,100,0.27,0.2955183047731891,3.0371133333333336,7.1,1.3,1.45,126.27
True,True,True,False,True,True,True,False,True,True,5,0,100,0.26,0.2954765515406265,3.330833333333333,6.85,1.0,1.33,131.94
False,True,False,False,True,True,False,True,True,False,5,100,100,0.3,0.2954512406125073,3.36236,7.72,1.22,1.61,134.02
True,True,False,True,False,True,False,False,False,True,3,0,100,0.3,0.29538126522431674,3.2704066666666667,7.51,1.32,1.3,127.8
True,False,False,False,False,True,True,False,False,False,3,0,100,0.27,0.29535343082393306,3.3387933333333333,7.39,0.97,1.21,151.38
True,True,True,True,True,False,False,False,False,False,3,50,100,0.28,0.29522987435262077,2.9150466666666666,6.95,1.39,0.96,135.29
False,True,False,True,False,True,True,True,True,True,3,50,100,0.29,0.29520768262824043,4.3514800000000005,7.44,1.16,1.29,155.39
False,True,False,False,False,True,False,False,False,True,3,100,100,0.31,0.2949949292990591,4.312033333333333,7.63,1.26,1.43,142.22
True,True,False,False,False,True,True,False,False,False,3,100,100,0.29,0.2949484714421166,3.6185333333333336,8.32,1.87,1.65,163.67
True,False,False,True,False,False,True,True,False,True,5,50,100,0.27,0.2949293479369913,3.5564066666666667,7.14,0.77,1.04,149.87
True,False,False,False,False,False,True,False,False,False,3,0,100,0.27,0.29489696121344366,3.05388,6.78,1.19,1.4,141.3
False,True,False,True,True,False,False,True,True,True,3,100,100,0.29,0.29476332018920814,3.444793333333333,7.09,1.12,1.12,153.37
False,True,False,True,False,True,False,True,False,True,5,100,100,0.24,0.29475331894709206,3.5109266666666668,7.22,1.09,1.35,148.46
False,True,False,True,False,False,False,True,False,False,5,100,100,0.29,0.2946619430079396,3.45574,7.88,1.03,1.51,118.19
True,False,False,True,False,False,True,True,True,False,5,0,100,0.28,0.2946293817921413,3.7534866666666664,8.83,1.89,1.76,136.3
True,False,True,False,True,False,False,True,True,True,5,100,100,0.31,0.29458323994445573,2.9837733333333336,8.0,1.38,1.71,119.89
False,True,False,True,True,False,False,False,False,False,3,100,100,0.31,0.2945751015269543,4.11296,6.65,1.16,1.35,138.38
True,True,False,False,False,True,True,False,False,False,3,0,100,0.3,0.2944828166967562,3.3027933333333332,7.69,1.93,1.79,141.36
True,False,False,False,False,True,False,False,False,False,5,0,100,0.25,0.2944819865232971,3.9740866666666665,6.52,0.86,1.13,157.39
False,True,True,True,False,True,False,True,True,False,5,50,100,0.27,0.2943580343036084,3.9871866666666667,6.84,1.56,1.25,156.98
True,False,True,True,False,True,False,False,True,True,5,0,100,0.32,0.29423979580652876,4.3537799999999995,8.74,1.68,1.62,143.55
False,True,True,False,True,False,False,True,True,False,3,100,100,0.27,0.2942035836767657,3.72922,6.89,1.28,1.37,135.91
True,True,False,True,True,True,True,True,False,False,3,0,100,0.29,0.2941772229362717,3.5794466666666667,7.31,1.32,1.41,138.28
True,False,False,False,False,False,False,False,True,False,3,100,100,0.26,0.29417712054926926,2.790086666666667,6.27,1.35,1.32,112.15
True,False,True,False,False,True,True,True,False,True,5,0,100,0.29,0.2941022783811695,4.19688,7.02,0.9,1.5,138.56
True,True,True,True,False,False,True,False,True,True,3,50,100,0.3,0.2940538208081551,4.5415133333333335,7.49,2.51,1.78,141.66
True,False,False,False,True,True,False,False,True,True,3,50,100,0.29,0.2939776385029581,2.99964,7.82,1.77,1.79,133.16
True,True,True,False,True,False,True,False,True,False,3,100,100,0.27,0.29387615910806064,3.3251,7.42,1.65,1.7,126.39
True,False,False,True,False,True,True,False,False,False,3,0,100,0.27,0.2938456424069344,4.242486666666667,6.93,0.89,1.21,150.97
True,False,True,False,False,False,True,True,True,False,3,100,100,0.3,0.29379916938122647,3.9159866666666665,7.39,1.72,1.4,134.86
True,False,False,True,True,True,False,True,False,False,5,100,100,0.29,0.29378927301098345,3.1690066666666667,7.44,1.5,1.49,122.4
True,True,True,False,True,False,True,False,False,False,3,50,100,0.27,0.293782767461613,3.8830466666666665,7.25,0.83,1.33,168.48
True,True,True,True,True,False,False,False,True,False,3,100,100,0.28,0.29372668366648663,3.42306,7.15,0.95,1.22,153.72
True,False,False,False,False,False,False,True,True,False,3,100,100,0.28,0.29370803422699293,4.308706666666667,7.56,1.24,1.4,143.78
False,True,True,True,False,False,True,True,False,True,5,50,100,0.27,0.2936867057029031,3.1559266666666668,6.52,2.08,1.03,132.13
False,True,True,False,True,True,False,True,True,False,3,100,100,0.28,0.29368288474432774,3.6282866666666664,7.02,1.66,1.17,161.94
False,True,False,True,True,True,False,False,True,True,5,0,100,0.25,0.29364791874998525,4.255046666666667,6.02,0.71,0.81,150.95
False,True,False,True,False,True,False,True,True,False,3,100,100,0.32,0.2936030760820212,4.676213333333333,8.98,2.02,1.96,162.53
False,True,True,True,False,True,True,False,True,True,5,0,100,0.3,0.29352680287899185,4.120853333333333,8.03,1.27,1.45,149.13
True,True,True,False,True,False,False,True,False,False,5,100,100,0.29,0.2933844441548879,4.5555200000000005,6.76,0.91,1.16,158.41
False,True,True,False,False,False,True,True,True,True,3,0,100,0.29,0.29336314630256694,3.178573333333333,7.58,1.88,1.44,123.01
False,True,True,False,False,False,False,True,True,True,3,0,100,0.25,0.2933620835841368,4.372646666666667,6.77,1.2,1.51,143.92
False,True,False,True,True,False,False,True,False,False,5,50,100,0.29,0.2933476845717249,2.9129066666666663,7.8,1.5,1.42,116.4
True,True,True,True,True,False,False,True,False,True,5,0,100,0.27,0.29334329702856954,3.834046666666667,7.45,0.82,1.41,135.16
False,True,True,True,True,False,False,False,False,False,5,100,100,0.28,0.29333036615470737,3.34094,7.48,1.39,1.37,138.1
True,True,True,True,True,True,True,False,True,True,3,0,100,0.27,0.2933197970891997,3.3066666666666666,7.12,1.34,1.25,136.15
True,True,True,False,True,True,False,False,False,True,3,100,100,0.3,0.29331698930977335,3.3272199999999996,7.44,1.11,1.39,125.56
True,True,True,False,False,False,True,True,True,False,3,50,100,0.28,0.2932693791697941,3.5869133333333334,7.79,1.26,1.51,149.67
True,True,False,False,False,False,True,False,True,False,3,100,100,0.28,0.2932502325244556,3.87028,8.77,2.02,1.9,148.94
True,True,False,False,True,False,False,False,False,True,3,100,100,0.32,0.2931791930390213,3.5564,7.75,1.69,1.37,137.67
False,True,True,True,False,False,False,True,False,False,5,0,100,0.28,0.2931686088381749,4.240946666666667,8.03,1.5,1.53,187.38
True,False,True,True,False,False,False,True,False,True,3,50,100,0.29,0.2931614885672693,4.061253333333333,7.88,0.87,1.39,152.8
False,True,True,False,True,False,False,False,False,True,5,100,100,0.27,0.29312159678203964,4.272926666666667,6.82,1.19,1.22,173.48
False,True,False,False,True,True,False,True,False,False,5,100,100,0.28,0.29311910434372485,3.843073333333333,7.56,1.23,1.48,152.65
True,False,True,True,False,True,True,False,True,True,5,50,100,0.28,0.2931142080565031,4.599173333333333,6.54,1.24,1.04,165.67
True,False,False,False,True,False,True,False,True,True,3,0,100,0.28,0.293087603371821,3.4336333333333333,6.6,1.05,0.9,133.79
True,False,True,True,True,True,True,True,True,True,5,100,100,0.29,0.2929757656282537,3.4698399999999996,8.16,1.96,1.87,137.93
True,False,False,False,False,False,False,False,False,False,5,100,100,0.28,0.29291023471420974,3.5289533333333334,7.77,1.84,1.27,141.93
False,True,False,True,True,False,False,True,False,False,3,0,100,0.28,0.29289399448765435,3.6553333333333335,7.49,1.63,1.39,131.77
True,False,False,False,False,False,True,False,False,True,5,100,100,0.29,0.29288698515597467,2.8594666666666666,7.04,0.66,1.34,130.46
True,True,False,True,False,True,False,True,False,True,3,0,100,0.28,0.29287329261244605,3.3552999999999997,7.67,1.63,1.67,154.17
True,False,True,True,True,False,True,False,False,True,5,0,100,0.25,0.2928482371867609,3.6580066666666666,5.77,1.04,0.93,134.95
