buy_brown,buy_light_blue,buy_pink,buy_orange,buy_red,buy_yellow,buy_green,buy_indigo,buy_stations,buy_utilities,max_development_level,unspendable_cash,games_played,wins,win_rate,laplace_mean,wilson_lower,avg_pred_prob,repr_pred_prob
1,1,1,0,0,0,1,1,1,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.25285248790999165,0.25285248790999165
1,0,0,1,1,1,1,1,1,0,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2503776789156007,0.2503776789156007
0,1,1,0,1,1,0,1,1,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.25014272380292674,0.25014272380292674
0,1,0,1,0,1,1,1,1,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24993515698349222,0.24993515698349222
0,1,1,1,1,1,0,1,0,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2498880086493595,0.2498880086493595
1,0,1,1,1,0,1,0,1,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.249840306556924,0.249840306556924
0,1,1,1,1,1,0,1,1,0,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24948370812652967,0.24948370812652967
0,1,0,1,1,1,1,1,1,0,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24928969104974982,0.24928969104974982
1,1,1,1,1,1,1,1,0,0,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24782222853509772,0.24782222853509772
0,1,1,1,0,1,0,0,0,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2460627231931834,0.2460627231931834
0,0,0,1,0,1,0,0,0,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2460444939727507,0.2460444939727507
1,1,1,0,0,1,0,1,1,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24588663455984144,0.24588663455984144
0,1,0,1,1,1,1,1,1,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24582034808691966,0.24582034808691966
0,0,1,1,0,0,0,1,0,0,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2456424040105019,0.2456424040105019
0,0,0,0,1,1,0,1,1,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24554123499267683,0.24554123499267683
0,0,0,1,1,0,0,1,0,0,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2454977383995824,0.2454977383995824
1,0,0,1,1,0,1,0,1,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24511180626352685,0.24511180626352685
0,0,0,1,1,1,1,1,0,0,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2450697575139416,0.2450697575139416
0,1,0,1,0,1,0,1,1,0,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24499633549005484,0.24499633549005484
1,0,1,0,0,1,0,1,0,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24481108415112973,0.24481108415112973
0,1,0,1,0,1,1,0,0,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24479376101431774,0.24479376101431774
1,0,1,1,1,1,1,1,0,0,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2447007525923628,0.2447007525923628
0,1,1,1,0,1,0,1,0,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24459534692743815,0.24459534692743815
0,0,0,1,0,1,1,0,1,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2444275549686644,0.2444275549686644
0,1,1,0,1,1,0,1,0,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24353804707331803,0.24353804707331803
1,0,0,0,1,1,1,1,1,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24340661765345653,0.24340661765345653
1,0,1,0,1,0,0,1,1,0,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24293806059394124,0.24293806059394124
1,1,1,0,1,1,0,0,0,0,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24271711077919994,0.24271711077919994
1,1,1,0,0,1,0,1,0,0,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24255156264856295,0.24255156264856295
0,0,0,0,0,1,0,0,0,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24251720400609905,0.24251720400609905
0,1,1,1,0,0,0,0,1,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24246468956317063,0.24246468956317063
1,0,1,1,1,0,0,0,0,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2419080879887669,0.2419080879887669
1,1,0,1,1,0,0,1,0,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2418512228982952,0.2418512228982952
0,0,1,1,1,1,1,1,0,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24151792160258706,0.24151792160258706
0,1,1,0,1,1,1,0,1,0,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24145593887581934,0.24145593887581934
0,1,1,0,0,0,1,1,1,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24110528059465888,0.24110528059465888
0,0,0,1,1,1,1,1,0,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24103400979168138,0.24103400979168138
0,0,0,1,1,1,1,0,1,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24066839106944923,0.24066839106944923
1,0,1,1,1,1,0,0,0,0,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24042263104942166,0.24042263104942166
0,1,1,0,0,0,0,1,0,0,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.24021686165211528,0.24021686165211528
0,1,1,1,1,1,1,1,1,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23999627168753257,0.23999627168753257
1,1,1,0,1,0,1,1,1,0,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23958296020559108,0.23958296020559108
1,1,0,1,0,1,0,1,1,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2395604617527499,0.2395604617527499
0,0,1,1,1,1,1,1,0,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23937739663285332,0.23937739663285332
1,1,1,0,0,0,0,1,1,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23913135329479518,0.23913135329479518
0,0,1,0,1,0,1,1,1,1,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23863526439939378,0.23863526439939378
0,1,0,1,0,1,1,0,0,1,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2385804761166602,0.2385804761166602
0,1,1,0,1,1,0,1,1,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2379935977978957,0.2379935977978957
0,0,0,1,0,1,0,0,0,0,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2378929307361671,0.2378929307361671
0,0,1,1,1,1,0,0,0,0,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2378262668908997,0.2378262668908997
0,0,0,0,1,1,1,1,1,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2378214926919789,0.2378214926919789
0,0,1,0,0,0,0,0,0,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23737218293349996,0.23737218293349996
0,1,1,1,1,1,0,1,0,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23736492383099422,0.23736492383099422
1,1,0,0,1,1,1,1,0,0,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.237314472700327,0.237314472700327
1,0,0,1,0,0,1,1,1,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2372702737277134,0.2372702737277134
0,0,0,1,1,1,0,1,1,0,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23725927709309041,0.23725927709309041
0,1,1,0,1,1,1,1,0,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2372406996975278,0.2372406996975278
1,1,1,0,1,1,1,1,0,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2365907761695667,0.2365907761695667
0,1,1,0,0,1,1,1,0,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23651691038810493,0.23651691038810493
0,0,1,1,0,1,1,0,1,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23635064717520987,0.23635064717520987
1,1,1,1,1,1,0,1,0,0,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23613313851490733,0.23613313851490733
1,0,0,0,0,1,1,1,1,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23613013614549705,0.23613013614549705
1,0,0,1,1,0,0,1,1,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23610639030162633,0.23610639030162633
1,1,1,1,0,0,1,1,1,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23608510790784315,0.23608510790784315
1,1,1,1,0,1,0,1,0,0,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23603849683715072,0.23603849683715072
1,1,1,0,0,1,1,1,1,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23591299336055394,0.23591299336055394
0,1,0,1,1,0,0,0,1,0,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2355148405053522,0.2355148405053522
1,1,1,1,1,0,1,0,1,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23536487587806937,0.23536487587806937
1,0,0,1,0,1,0,0,1,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2352468718075841,0.2352468718075841
0,0,0,1,1,1,0,0,0,0,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2352018657405802,0.2352018657405802
0,1,1,1,1,1,1,1,1,0,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23481890531054245,0.23481890531054245
1,0,1,0,1,1,0,1,0,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2347184407158715,0.2347184407158715
0,0,0,1,0,0,1,1,0,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23471447318022137,0.23471447318022137
0,1,0,0,1,1,0,0,1,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23469187119211324,0.23469187119211324
0,0,0,1,1,1,0,0,1,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23464228523347966,0.23464228523347966
1,0,0,1,0,1,0,0,0,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23454172961703904,0.23454172961703904
0,0,1,0,1,1,0,1,0,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23449716185162686,0.23449716185162686
0,1,1,1,1,1,0,1,1,0,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23405136893069228,0.23405136893069228
0,1,0,0,0,0,1,1,0,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23338264182864896,0.23338264182864896
0,1,0,1,0,0,1,1,1,1,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2330943402739293,0.2330943402739293
1,0,1,1,1,0,0,1,1,0,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2330827730607956,0.2330827730607956
0,1,1,1,0,0,1,1,1,0,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.233064107356478,0.233064107356478
1,0,0,1,0,1,1,1,0,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23304440824836306,0.23304440824836306
0,1,1,1,0,1,0,1,1,1,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23277947356844644,0.23277947356844644
1,0,1,1,1,0,0,1,0,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23269579795489426,0.23269579795489426
0,0,1,1,0,0,0,0,1,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23250114597563662,0.23250114597563662
0,0,1,1,0,0,1,1,0,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23242159345064684,0.23242159345064684
0,1,0,0,0,1,0,1,1,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23225441488285256,0.23225441488285256
0,1,0,1,1,0,0,1,1,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23214792550251312,0.23214792550251312
0,1,1,1,0,1,1,1,0,0,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23209224594383876,0.23209224594383876
0,0,1,1,0,1,1,1,1,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2320617638265443,0.2320617638265443
1,1,1,1,0,0,0,1,1,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23204318349607575,0.23204318349607575
1,1,1,1,0,1,0,1,0,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23201916669315134,0.23201916669315134
0,0,0,1,1,1,0,1,1,0,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23173581694774806,0.23173581694774806
1,1,1,1,1,1,1,0,1,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23169163275891264,0.23169163275891264
0,1,1,0,0,0,0,1,1,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2316863774995796,0.2316863774995796
1,1,1,1,1,0,0,1,1,0,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23166098123298812,0.23166098123298812
0,1,1,1,1,0,0,1,0,0,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2314706832722433,0.2314706832722433
0,0,0,1,1,0,0,0,1,0,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23146026821418428,0.23146026821418428
0,1,1,0,1,0,0,1,1,1,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23137475681199443,0.23137475681199443
1,1,0,1,0,0,1,1,1,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23137056271952688,0.23137056271952688
0,1,0,1,1,0,1,1,1,1,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23117234249837654,0.23117234249837654
0,1,1,1,0,1,0,0,1,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2310539433394591,0.2310539433394591
0,0,1,1,0,0,1,1,0,1,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23103577500239503,0.23103577500239503
0,0,0,0,1,0,0,1,0,0,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23082235691693614,0.23082235691693614
0,1,0,0,0,1,1,1,0,0,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23081396075438812,0.23081396075438812
1,0,0,1,1,1,1,1,1,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23062503613243585,0.23062503613243585
0,1,1,0,1,1,1,1,0,1,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23039381787547045,0.23039381787547045
1,0,0,0,1,1,1,1,1,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2302766101480768,0.2302766101480768
0,1,1,0,0,1,0,1,0,0,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2302027716482577,0.2302027716482577
1,1,1,0,1,1,0,1,1,1,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23019330203320143,0.23019330203320143
1,0,1,0,1,1,1,1,0,0,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2301881364557013,0.2301881364557013
1,1,0,0,1,1,0,1,0,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2301708200502895,0.2301708200502895
0,1,0,1,0,0,0,1,1,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.23016499971187726,0.23016499971187726
0,0,0,0,1,0,0,1,1,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2301272783462895,0.2301272783462895
1,0,1,1,1,0,1,1,0,0,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2300842354520063,0.2300842354520063
1,1,0,1,1,1,0,0,1,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2300727421636964,0.2300727421636964
0,0,1,0,0,1,1,1,1,0,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2300435247368222,0.2300435247368222
0,1,1,1,0,1,0,1,1,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22999693481271732,0.22999693481271732
1,1,0,0,1,1,0,1,0,0,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22999380889617171,0.22999380889617171
1,1,1,0,1,1,0,0,1,0,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22984478766771682,0.22984478766771682
1,1,1,0,1,1,1,1,0,0,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2296920336968314,0.2296920336968314
0,0,1,1,1,0,1,1,0,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22953372747834533,0.22953372747834533
1,1,1,1,1,0,0,1,1,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22936665685822583,0.22936665685822583
1,0,0,1,0,1,1,1,1,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22901699955683866,0.22901699955683866
0,1,1,1,1,1,0,1,0,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2289434494400812,0.2289434494400812
1,1,1,1,1,1,0,1,0,1,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22894313747230782,0.22894313747230782
1,0,1,0,0,1,1,1,0,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22887258843003533,0.22887258843003533
0,0,1,0,0,1,1,1,1,0,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22879673294657552,0.22879673294657552
0,1,0,0,1,1,0,0,0,0,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.228701175261953,0.228701175261953
1,0,0,1,0,1,0,1,1,1,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2285650537959889,0.2285650537959889
1,1,1,0,1,1,0,1,0,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2284746979509718,0.2284746979509718
1,1,1,1,1,1,0,1,1,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22818884924537844,0.22818884924537844
1,1,1,1,0,1,1,1,1,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22817662276115458,0.22817662276115458
0,0,1,0,0,1,1,1,0,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22806021497190399,0.22806021497190399
0,1,1,1,0,1,1,0,1,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2280321643123521,0.2280321643123521
0,0,1,1,0,1,1,1,1,0,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2280297352424135,0.2280297352424135
0,1,0,0,0,1,0,1,1,0,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22766811854412658,0.22766811854412658
0,1,1,0,1,0,1,0,1,0,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22761566727761343,0.22761566727761343
1,1,0,0,1,1,0,1,1,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22751327336581045,0.22751327336581045
0,0,1,0,0,1,1,1,1,1,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.227310671366946,0.227310671366946
1,0,1,0,0,1,0,1,1,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22703064639996456,0.22703064639996456
1,0,0,1,0,0,1,0,1,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22685612387626702,0.22685612387626702
0,0,1,0,1,1,0,0,1,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2268186149698847,0.2268186149698847
1,1,1,1,0,1,0,0,0,0,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22680475071220424,0.22680475071220424
0,1,0,1,0,1,0,0,1,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2267355697099494,0.2267355697099494
0,1,1,1,1,0,0,1,0,0,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22646532008345419,0.22646532008345419
0,0,0,0,0,0,1,1,1,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22632782099449647,0.22632782099449647
0,1,1,1,0,1,0,0,0,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22613833135535494,0.22613833135535494
1,1,1,0,0,0,0,1,0,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22613215691925723,0.22613215691925723
0,0,1,1,0,1,1,0,1,0,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22611356738424299,0.22611356738424299
1,1,0,0,1,0,1,1,0,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22610315211163884,0.22610315211163884
0,0,1,0,0,0,0,1,0,0,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22595150264419148,0.22595150264419148
0,0,0,1,1,1,0,1,1,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.225933318218071,0.225933318218071
1,1,1,1,0,1,1,1,1,0,3,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22577444212308279,0.22577444212308279
0,1,0,0,1,1,0,1,1,0,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22569755092829874,0.22569755092829874
0,1,1,0,0,1,1,1,0,1,3,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2255522575086198,0.2255522575086198
0,0,0,0,0,0,0,1,1,1,3,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22554332957055503,0.22554332957055503
0,1,0,1,0,1,0,1,0,1,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.2254572738349312,0.2254572738349312
1,1,1,1,1,0,1,0,1,1,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.225433636898868,0.225433636898868
1,1,1,1,1,1,0,1,1,0,5,100,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22541893249944564,0.22541893249944564
0,0,0,1,1,1,0,1,0,0,5,0,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22524998974162624,0.22524998974162624
1,0,0,0,1,1,1,1,0,1,5,50,1,1,1.0,0.6666666666666666,0.20654329147389294,0.22508206195156463,0.22508206195156463
