feature,mean_abs_shap
buy_utilities,0.0014332591237410045
unspendable_cash,0.001359203275365292
buy_light_blue,0.0012550429627463209
buy_yellow,0.0012548863506231709
buy_pink,0.0011740163889633116
buy_stations,0.0011701507528368773
buy_indigo,0.0011657088254896804
buy_green,0.00111790778477279
buy_red,0.0011162912543078887
buy_orange,0.001092891463153806
max_development_level,0.0010687937798762991
buy_brown,0.0009193713825846617
