buy_brown,buy_light_blue,buy_pink,buy_orange,buy_red,buy_yellow,buy_green,buy_indigo,buy_stations,buy_utilities,max_development_level,unspendable_cash,n_games,wins,avg_props,avg_houses,avg_hotels,avg_turns,raw_win_rate,smoothed_win_rate,predicted_win_rate
1,0,1,1,1,1,1,1,0,1,5,100,100,27,7.58,1.27,1.43,121.58,0.27,0.2689412391611882,0.2530706547713348
1,0,0,1,1,0,1,0,1,1,5,50,100,20,6.6,1.6,1.24,174.49,0.2,0.2022745724945215,0.25305577189754475
1,0,1,0,1,1,1,0,0,0,5,50,100,29,8.12,1.41,1.69,169.11,0.29,0.2879888582088072,0.25305543333224945
1,0,0,0,1,1,0,1,0,0,3,0,100,32,7.88,1.59,1.42,139.49,0.32,0.3165602867802358,0.2530543241900438
1,1,0,0,1,0,1,0,0,1,3,0,100,34,9.1,1.28,2.27,112.67,0.34,0.3356079058278548,0.2530542550030544
0,1,0,0,1,0,0,0,1,1,3,100,100,25,7.6,1.32,1.28,159.6,0.25,0.2498936201135691,0.2530486436163131
1,0,1,1,0,1,0,1,1,1,3,50,100,25,6.38,1.31,1.2,136.23,0.25,0.2498936201135691,0.2530452376488868
1,0,0,1,0,0,1,0,1,0,5,100,100,27,7.09,0.67,1.2,162.19,0.27,0.2689412391611882,0.2530349548981157
1,1,1,1,1,0,1,1,1,1,5,0,100,26,6.71,1.12,1.25,134.62,0.26,0.2594174296373786,0.2530326419113475
1,1,1,1,0,1,0,0,1,1,3,50,100,29,7.99,1.31,1.53,161.16,0.29,0.2879888582088072,0.25302739317101913
0,1,0,0,1,1,0,1,1,1,3,50,100,24,6.69,1.15,1.07,144.61,0.24,0.2403698105897596,0.2530255494934581
1,0,1,0,0,1,1,0,0,1,3,50,100,25,6.94,1.18,1.14,146.04,0.25,0.2498936201135691,0.2530193892058038
1,1,0,0,0,0,0,0,1,1,5,100,100,22,6.3,0.92,1.1,146.77,0.22,0.22132219154214053,0.25301750042001714
1,1,0,1,1,1,0,0,1,1,3,0,100,23,5.67,0.53,1.07,140.41,0.23,0.23084600106595005,0.2530149682894383
0,1,1,0,0,1,1,1,0,1,3,100,100,30,7.26,1.05,1.22,177.01,0.3,0.2975126677326167,0.25300893220834403
1,1,0,0,0,1,1,1,0,0,3,0,100,22,6.45,0.99,1.25,117.62,0.22,0.22132219154214053,0.25300075295106145
0,1,1,0,1,0,1,1,0,0,5,0,100,24,6.94,1.88,1.24,128.91,0.24,0.2403698105897596,0.2530002207312727
0,1,1,0,1,0,1,0,1,1,5,50,100,26,6.98,0.64,1.35,136.75,0.26,0.2594174296373786,0.2529964259500908
1,1,1,1,0,1,1,1,0,0,5,0,100,16,4.52,0.43,0.57,162.41,0.16,0.1641793343992834,0.2529926103170918
0,1,0,0,1,0,0,0,1,1,3,0,100,20,5.45,0.63,1.01,145.41,0.2,0.2022745724945215,0.2529907549913595
1,0,1,0,1,1,0,0,1,0,5,50,100,28,7.52,0.84,1.39,141.75,0.28,0.27846504868499766,0.25298453132308574
1,0,0,1,0,1,1,0,0,0,5,0,100,27,7.0,1.1,1.33,143.06,0.27,0.2689412391611882,0.2529832369798005
1,1,0,1,0,0,0,1,0,0,5,100,100,23,7.66,1.14,1.47,118.16,0.23,0.23084600106595005,0.2529716125781466
0,1,0,1,0,0,1,1,0,0,3,0,100,26,6.87,1.28,1.2,151.69,0.26,0.2594174296373786,0.2529682252663889
1,0,1,1,1,1,0,0,1,0,5,50,100,28,8.31,1.8,1.66,137.33,0.28,0.27846504868499766,0.2529660124065363
0,1,0,1,1,1,0,0,0,1,3,100,100,26,7.65,0.92,1.22,157.3,0.26,0.2594174296373786,0.2529624576911154
1,0,0,1,1,0,0,0,1,0,5,0,100,24,5.9,1.43,1.0,157.3,0.24,0.2403698105897596,0.2529467213670689
0,1,1,1,1,1,1,0,1,0,3,50,100,25,5.99,1.07,1.17,162.6,0.25,0.2498936201135691,0.2529448778346588
1,0,0,1,0,1,1,1,0,1,3,100,100,24,6.45,0.89,1.22,125.09,0.24,0.2403698105897596,0.2529423617206881
1,0,1,1,1,0,0,0,0,0,3,100,100,22,6.2,0.85,0.88,137.37,0.22,0.22132219154214053,0.25294179376003834
1,1,0,1,1,0,1,1,0,1,3,0,100,26,6.49,1.18,1.02,156.73,0.26,0.2594174296373786,0.2529400488561495
1,0,1,0,1,0,0,1,0,1,5,0,100,24,7.25,1.58,1.24,157.04,0.24,0.2403698105897596,0.2529287443749308
1,1,1,1,0,1,1,1,1,0,5,50,100,26,6.7,0.77,1.15,160.6,0.26,0.2594174296373786,0.2529259052174073
0,1,0,1,0,1,1,1,1,1,5,50,100,19,6.06,1.44,1.28,123.2,0.19,0.19275076297071195,0.25291981833138394
1,0,1,0,1,0,1,1,0,0,5,50,100,30,8.25,1.2,1.84,133.78,0.3,0.2975126677326167,0.25290182848149617
1,0,1,0,1,1,0,0,0,1,5,0,100,23,7.02,0.9,1.39,122.45,0.23,0.23084600106595005,0.25289783011603456
1,1,0,0,0,1,1,1,0,0,5,50,100,25,6.41,0.99,0.9,132.79,0.25,0.2498936201135691,0.2528835917177895
0,1,0,0,0,1,1,1,1,1,5,0,100,31,7.41,1.64,1.38,132.39,0.31,0.30703647725642624,0.2528771641045825
0,1,0,0,0,1,0,1,1,0,5,100,100,22,5.69,0.65,0.76,158.88,0.22,0.22132219154214053,0.2528738236555937
1,0,1,0,1,1,0,0,0,1,5,50,100,27,7.82,1.97,1.5,120.88,0.27,0.2689412391611882,0.2528714510079637
0,1,1,1,0,0,1,0,1,1,5,100,100,23,6.37,1.09,1.14,129.87,0.23,0.23084600106595005,0.2528634858033738
0,1,0,1,1,0,0,1,0,1,3,0,100,30,6.95,0.68,1.42,165.96,0.3,0.2975126677326167,0.25286223217591813
0,1,1,0,1,1,0,0,0,1,3,50,100,29,6.45,0.64,1.17,153.94,0.29,0.2879888582088072,0.2528371122140271
1,1,1,1,0,0,1,1,0,1,5,100,100,21,6.43,0.99,1.13,154.03,0.21,0.211798382018331,0.25283623145732514
0,1,0,1,1,0,0,0,1,1,3,100,100,25,7.06,1.4,1.25,126.2,0.25,0.2498936201135691,0.2528326893586171
1,1,0,0,0,1,1,0,0,0,3,50,100,24,6.84,1.02,1.19,145.25,0.24,0.2403698105897596,0.25282347935344596
0,1,1,1,0,0,1,1,1,0,5,50,100,21,5.87,0.65,1.09,132.56,0.21,0.211798382018331,0.25282039936923123
0,1,0,0,1,1,0,0,0,1,5,50,100,31,7.53,1.17,1.49,134.97,0.31,0.30703647725642624,0.2528020549735486
1,0,0,1,1,1,0,0,0,1,3,100,100,28,6.76,0.79,1.27,138.96,0.28,0.27846504868499766,0.25279340288922253
1,1,0,0,1,1,0,1,1,1,3,0,100,27,7.33,0.83,1.35,157.97,0.27,0.2689412391611882,0.25278960614186863
1,1,0,1,1,0,1,1,0,1,3,50,100,25,6.48,1.45,1.26,138.17,0.25,0.2498936201135691,0.25278702815476584
1,0,1,1,0,1,0,0,0,0,5,50,100,25,6.73,1.12,1.1,177.39,0.25,0.2498936201135691,0.25278105768927084
1,0,1,1,1,1,0,0,0,0,5,50,100,24,7.64,1.43,1.47,147.0,0.24,0.2403698105897596,0.25277106907064156
1,1,1,1,1,0,1,0,0,1,3,50,100,27,6.32,0.75,1.05,155.64,0.27,0.2689412391611882,0.2527640356203185
1,0,0,1,0,1,0,0,0,1,3,50,100,24,6.68,1.07,1.22,161.0,0.24,0.2403698105897596,0.25276398962527025
1,1,1,1,0,0,1,0,0,0,5,0,100,23,6.42,1.02,1.03,125.1,0.23,0.23084600106595005,0.2527436432064018
1,1,0,0,1,1,1,1,1,1,5,50,100,20,4.74,0.98,0.62,136.14,0.2,0.2022745724945215,0.25274010329380225
0,1,0,1,1,1,1,1,1,0,5,0,100,23,5.46,0.63,1.0,152.82,0.23,0.23084600106595005,0.2527343274395655
1,0,1,0,1,0,0,0,0,0,3,100,100,25,6.39,0.38,0.78,196.22,0.25,0.2498936201135691,0.25273143702260464
0,1,1,0,1,1,0,1,1,0,3,50,100,29,7.62,1.06,1.26,146.63,0.29,0.2879888582088072,0.25272613536014615
1,0,1,1,0,0,1,1,1,1,5,100,100,29,6.44,0.81,1.02,147.61,0.29,0.2879888582088072,0.2527212498719741
0,1,0,1,0,1,0,1,0,1,3,0,100,24,5.68,0.76,0.92,152.07,0.24,0.2403698105897596,0.25272073669199313
1,0,0,1,1,0,0,1,0,0,5,0,100,25,6.05,0.87,0.93,142.42,0.25,0.2498936201135691,0.2527206792277368
1,0,0,1,1,0,1,1,1,0,5,100,100,25,5.99,1.37,1.06,135.08,0.25,0.2498936201135691,0.2527085166077789
1,1,1,1,0,1,0,0,0,0,3,0,100,23,7.37,1.01,1.49,154.16,0.23,0.23084600106595005,0.25270311768063075
1,0,0,0,1,1,1,0,1,1,5,0,100,25,7.44,1.3,1.61,143.67,0.25,0.2498936201135691,0.25269892118679477
1,0,1,0,1,1,0,0,1,1,3,0,100,26,6.87,0.79,1.26,163.18,0.26,0.2594174296373786,0.25269714303427404
1,1,0,0,0,1,1,0,1,0,3,50,100,30,7.97,1.25,1.65,137.89,0.3,0.2975126677326167,0.2526804611708161
1,0,0,0,0,1,0,0,0,0,5,0,100,25,6.52,0.86,1.13,157.39,0.25,0.2498936201135691,0.25267116788794747
1,1,1,1,1,1,1,0,0,0,3,50,100,37,9.03,1.64,1.68,155.29,0.37,0.3641793343992834,0.2526540843432458
1,1,1,1,1,0,1,1,0,1,5,0,100,30,8.04,1.16,1.59,148.92,0.3,0.2975126677326167,0.25265039586989557
1,1,0,0,1,0,1,0,1,1,3,0,100,24,6.66,1.0,1.11,142.16,0.24,0.2403698105897596,0.2526495166142012
1,1,1,0,1,1,1,1,0,1,3,0,100,29,7.8,1.93,1.71,113.1,0.29,0.2879888582088072,0.25264904084668055
1,0,0,0,0,1,0,0,1,1,5,0,100,26,6.31,0.79,1.16,148.07,0.26,0.2594174296373786,0.2526429601533373
1,1,0,0,1,1,1,0,0,1,5,50,100,29,7.7,1.32,1.3,165.55,0.29,0.2879888582088072,0.25264088551718555
0,1,0,1,1,1,0,1,1,0,5,100,100,23,7.23,1.81,1.21,151.47,0.23,0.23084600106595005,0.2526332630339559
0,1,1,0,0,0,1,0,0,0,3,50,100,31,7.14,0.95,1.42,147.19,0.31,0.30703647725642624,0.25262934380693225
1,1,1,1,1,1,1,1,0,0,5,0,100,28,7.61,1.39,1.46,132.81,0.28,0.27846504868499766,0.25262895500398597
0,1,1,0,1,1,0,1,1,1,5,0,100,25,6.91,1.7,1.5,136.34,0.25,0.2498936201135691,0.25262754332322757
1,0,1,1,0,1,1,0,1,1,5,50,100,28,6.54,1.24,1.04,165.67,0.28,0.27846504868499766,0.25262655708366455
1,0,0,0,1,0,0,0,1,1,3,0,100,22,5.74,1.16,0.9,142.65,0.22,0.22132219154214053,0.25261432764765085
1,1,1,0,1,0,1,1,0,0,5,50,100,26,6.74,1.36,1.44,153.65,0.26,0.2594174296373786,0.25260974179755336
0,1,1,1,1,0,1,1,1,1,3,100,100,19,6.53,1.08,1.08,161.96,0.19,0.19275076297071195,0.2526000143426827
0,1,0,0,1,0,1,0,1,0,3,100,100,26,7.87,2.01,1.73,149.22,0.26,0.2594174296373786,0.2525925574861592
1,1,1,0,1,0,1,0,1,0,3,50,100,27,7.64,1.61,1.5,145.87,0.27,0.2689412391611882,0.25259177818378636
1,0,1,1,1,0,0,1,1,0,5,50,100,21,6.06,1.07,0.91,135.54,0.21,0.211798382018331,0.25258380320361523
1,1,1,1,0,1,0,0,1,1,3,0,100,24,6.88,1.24,1.25,138.06,0.24,0.2403698105897596,0.252574645088468
1,1,1,1,0,1,1,0,0,0,5,50,100,28,7.7,1.73,1.65,125.82,0.28,0.27846504868499766,0.2525685465493662
1,1,0,0,0,0,1,0,0,0,3,50,100,30,7.97,1.41,1.24,157.09,0.3,0.2975126677326167,0.2525648252136782
1,0,1,1,1,0,1,1,1,0,5,50,100,28,6.8,0.85,1.2,145.48,0.28,0.27846504868499766,0.25256458180022606
1,0,1,0,1,1,1,0,1,1,5,100,100,30,8.03,1.01,1.51,145.78,0.3,0.2975126677326167,0.2525612285471643
1,0,0,1,1,1,0,1,0,1,3,50,100,27,7.85,1.4,1.53,160.49,0.27,0.2689412391611882,0.2525572769751147
1,0,0,0,0,0,1,0,1,1,5,100,100,27,6.95,0.79,1.17,161.84,0.27,0.2689412391611882,0.25254994686098015
0,1,0,1,0,1,0,1,1,0,5,100,100,27,5.78,0.72,0.85,156.92,0.27,0.2689412391611882,0.2525458722667111
1,0,0,0,0,1,0,0,0,0,3,100,100,31,8.27,1.12,1.32,187.97,0.31,0.30703647725642624,0.25253031916380864
1,1,0,0,0,1,0,0,1,0,3,100,100,24,6.34,0.95,0.91,154.51,0.24,0.2403698105897596,0.2525290133115796
0,1,1,0,1,1,1,1,0,0,3,50,100,30,6.72,1.14,1.24,147.49,0.3,0.2975126677326167,0.2525243073733358
1,1,1,0,1,1,0,1,1,0,3,100,100,27,7.71,1.46,1.74,113.0,0.27,0.2689412391611882,0.2525241707560322
1,1,0,0,0,0,1,0,0,0,3,100,100,19,6.26,1.45,1.17,142.87,0.19,0.19275076297071195,0.2525194919116664
1,0,0,1,1,1,0,0,1,0,3,100,100,28,7.39,1.11,1.43,146.59,0.28,0.27846504868499766,0.25251908857056804
1,0,1,0,1,0,0,0,1,0,5,0,100,31,7.06,1.56,1.18,162.86,0.31,0.30703647725642624,0.2525155580788858
1,0,1,1,1,1,0,0,1,1,5,50,100,23,5.95,0.88,0.96,146.95,0.23,0.23084600106595005,0.2525115053285119
1,0,1,1,0,0,1,1,0,0,3,50,100,30,7.45,1.22,1.45,119.42,0.3,0.2975126677326167,0.25249413058102677
1,1,0,1,1,1,0,1,1,1,3,50,100,23,7.74,1.42,1.67,142.05,0.23,0.23084600106595005,0.2524877248416476
1,0,1,1,0,0,0,0,0,0,3,0,100,31,8.03,1.05,1.77,147.1,0.31,0.30703647725642624,0.252469828022602
0,1,1,0,1,0,1,1,1,1,3,100,100,25,8.11,1.33,1.55,160.15,0.25,0.2498936201135691,0.25246715533615377
1,1,1,0,0,1,0,1,0,0,3,50,100,23,6.36,0.7,0.9,132.87,0.23,0.23084600106595005,0.2524600356683155
0,1,1,0,1,1,1,0,0,1,3,0,100,27,7.97,1.5,1.51,138.29,0.27,0.2689412391611882,0.25245808091008615
0,1,0,1,0,1,1,0,0,1,3,50,100,23,6.66,1.02,1.32,159.14,0.23,0.23084600106595005,0.2524574955342762
1,0,1,1,1,0,1,1,0,0,5,50,100,18,5.73,0.63,1.06,129.84,0.18,0.18322695344690243,0.2524467107439875
1,1,0,1,0,0,0,0,0,1,5,50,100,33,7.8,1.57,1.4,138.13,0.33,0.3260840963040453,0.2524410653823928
1,1,0,0,0,1,0,1,1,0,3,0,100,23,7.18,1.26,1.36,110.28,0.23,0.23084600106595005,0.25243952688108295
1,0,1,0,1,0,1,1,0,0,3,50,100,27,6.72,1.1,1.17,149.98,0.27,0.2689412391611882,0.2524340544527496
0,1,0,1,0,1,0,0,0,1,3,0,100,28,6.82,0.51,1.31,143.64,0.28,0.27846504868499766,0.25243330079265575
0,1,0,1,0,0,1,0,0,1,3,50,100,28,8.22,1.18,1.6,140.86,0.28,0.27846504868499766,0.2524290335701127
1,0,0,1,1,1,1,0,0,1,3,50,100,21,5.72,0.74,0.8,121.96,0.21,0.211798382018331,0.2524233598813672
0,1,0,1,1,1,0,1,1,1,3,50,100,22,6.51,0.9,1.14,131.63,0.22,0.22132219154214053,0.2524172224235549
1,1,0,0,1,0,1,1,1,1,3,100,100,27,6.47,1.18,1.3,144.54,0.27,0.2689412391611882,0.25241262062122766
0,1,0,1,0,0,1,0,1,1,3,0,100,22,6.55,0.9,1.27,164.4,0.22,0.22132219154214053,0.25240603118251864
1,0,1,0,1,1,0,0,0,1,5,100,100,25,6.51,1.47,0.98,129.98,0.25,0.2498936201135691,0.2524028709969274
0,1,1,0,1,0,1,0,0,0,3,100,100,24,5.57,0.84,0.75,161.21,0.24,0.2403698105897596,0.25240205258547604
1,1,0,1,0,1,1,1,1,1,3,0,100,22,6.1,0.74,1.23,152.5,0.22,0.22132219154214053,0.25239973197429594
0,1,1,1,0,1,1,0,1,0,5,0,100,22,6.25,0.92,1.09,173.9,0.22,0.22132219154214053,0.2523932058821894
1,1,0,1,0,0,1,0,0,1,3,100,100,28,7.12,1.69,1.53,107.24,0.28,0.27846504868499766,0.2523906282455333
1,1,0,0,0,1,0,1,0,0,5,100,100,30,8.38,0.85,1.69,133.69,0.3,0.2975126677326167,0.25238165831119486
1,0,0,0,1,1,0,1,1,1,3,0,100,28,7.74,1.37,1.57,126.06,0.28,0.27846504868499766,0.25238128685360595
1,1,1,0,0,0,1,0,0,0,3,50,100,28,7.1,1.54,1.34,132.11,0.28,0.27846504868499766,0.25237353504023746
0,1,1,0,1,0,0,1,0,0,5,50,100,26,5.99,0.89,0.81,165.94,0.26,0.2594174296373786,0.25237173706549143
0,1,0,1,0,1,0,0,0,0,5,100,100,29,7.22,0.88,1.4,141.24,0.29,0.2879888582088072,0.25236958292008066
1,0,0,0,0,1,1,0,1,1,5,0,100,30,8.71,1.68,1.6,158.02,0.3,0.2975126677326167,0.25236750439237554
0,1,1,0,1,0,0,1,1,1,5,100,100,25,7.2,1.91,1.46,152.5,0.25,0.2498936201135691,0.2523647997910684
1,0,0,1,1,1,1,0,1,0,5,0,100,22,5.71,0.79,0.9,156.9,0.22,0.22132219154214053,0.2523631702549046
1,0,0,1,1,1,1,1,0,1,3,100,100,23,5.29,0.67,0.4,154.92,0.23,0.23084600106595005,0.2523612374700612
1,1,0,0,1,1,0,1,1,1,3,100,100,28,7.38,1.23,1.47,139.28,0.28,0.27846504868499766,0.252358894946281
1,0,1,0,0,1,1,1,0,0,5,100,100,37,9.01,2.05,1.9,133.18,0.37,0.3641793343992834,0.25235663995003865
1,0,0,0,1,0,1,0,1,0,5,0,100,24,6.8,1.07,1.14,127.94,0.24,0.2403698105897596,0.25234645183183124
0,1,1,1,0,1,1,1,1,0,5,100,100,20,5.93,1.4,1.22,116.47,0.2,0.2022745724945215,0.2523315475381541
1,1,1,1,1,1,0,1,0,0,5,0,100,29,7.72,1.37,1.46,150.9,0.29,0.2879888582088072,0.25233106481024037
1,0,0,0,0,0,1,1,0,1,3,0,100,24,6.67,0.95,1.34,131.97,0.24,0.2403698105897596,0.25232412762457185
1,1,1,1,1,0,0,1,0,1,3,50,100,31,7.63,1.62,1.72,120.47,0.31,0.30703647725642624,0.2523189337808434
0,1,0,0,0,0,1,1,1,1,5,0,100,35,7.89,1.18,1.32,152.93,0.35,0.3451317153516643,0.25231732636429827
1,1,0,1,0,1,0,0,1,1,5,0,100,29,8.29,1.13,1.54,157.25,0.29,0.2879888582088072,0.25230826100733017
0,1,0,1,1,1,1,1,0,0,5,0,100,24,6.15,1.07,0.89,151.16,0.24,0.2403698105897596,0.25230369316526224
1,0,1,1,0,1,0,1,1,1,5,50,100,31,7.11,1.8,1.24,152.42,0.31,0.30703647725642624,0.25230014291225056
1,1,1,0,1,1,1,0,0,0,5,50,100,26,6.98,1.13,1.4,124.17,0.26,0.2594174296373786,0.25229858565070573
1,0,0,0,1,1,0,1,0,0,5,0,100,31,6.87,0.96,1.04,145.3,0.31,0.30703647725642624,0.25228536069936874
1,0,0,0,1,1,1,0,0,1,5,0,100,27,6.29,0.5,0.96,149.32,0.27,0.2689412391611882,0.25228224014000294
1,1,0,0,0,1,0,0,1,1,5,0,100,26,6.96,1.03,0.87,161.18,0.26,0.2594174296373786,0.2522767836835864
1,0,1,1,0,0,0,1,0,0,3,0,100,26,6.89,1.12,1.29,133.64,0.26,0.2594174296373786,0.25227662436167403
1,1,0,1,1,0,0,1,0,0,3,50,100,22,5.93,1.03,0.96,158.19,0.22,0.22132219154214053,0.2522752436411901
1,0,0,1,0,0,0,1,0,1,5,100,100,29,7.02,1.4,1.37,149.56,0.29,0.2879888582088072,0.2522710955528885
1,0,0,1,1,1,0,0,0,0,3,100,100,27,5.85,1.01,0.97,150.56,0.27,0.2689412391611882,0.2522683252354954
1,1,1,1,1,1,0,1,1,0,3,100,100,23,7.08,1.29,1.74,134.37,0.23,0.23084600106595005,0.2522601006171692
0,1,1,1,0,1,0,1,0,1,5,0,100,31,7.9,1.16,1.47,134.82,0.31,0.30703647725642624,0.2522600354541731
0,1,0,1,1,0,0,1,1,1,3,0,100,22,5.66,1.09,1.18,118.11,0.22,0.22132219154214053,0.25225433563617405
1,0,0,1,1,0,1,1,0,0,3,50,100,28,7.45,1.14,1.44,133.95,0.28,0.27846504868499766,0.2522500085174122
1,0,1,0,0,1,0,1,1,0,5,100,100,30,8.1,1.72,1.58,167.4,0.3,0.2975126677326167,0.2522485036972203
1,1,1,1,0,1,1,1,0,1,5,100,100,28,7.38,1.22,1.41,130.94,0.28,0.27846504868499766,0.2522481284717822
1,0,1,1,0,1,0,0,1,1,3,100,100,23,6.71,1.23,1.33,137.51,0.23,0.23084600106595005,0.25224183020574076
1,1,0,1,1,1,0,0,0,0,5,0,100,30,7.59,0.75,1.17,162.41,0.3,0.2975126677326167,0.25223820837836153
1,0,0,1,0,1,0,1,0,0,3,100,100,26,6.28,0.62,0.89,122.03,0.26,0.2594174296373786,0.2522288152722881
0,1,0,0,0,1,1,0,0,1,3,50,100,28,7.9,1.29,1.46,123.02,0.28,0.27846504868499766,0.25222609821302205
0,1,1,1,0,0,0,1,1,0,5,100,100,25,6.97,0.67,1.31,132.73,0.25,0.2498936201135691,0.2522210886519738
1,0,1,1,0,0,0,1,1,0,5,0,100,29,7.29,0.85,1.35,138.53,0.29,0.2879888582088072,0.2522125730462084
1,0,1,1,1,0,1,0,0,1,5,100,100,28,7.35,0.95,1.39,147.55,0.28,0.27846504868499766,0.2522099927599577
1,0,1,0,0,1,1,0,0,1,5,100,100,30,7.09,0.99,1.3,133.02,0.3,0.2975126677326167,0.25220764800805084
1,0,1,1,1,0,0,1,1,1,5,50,100,24,6.38,0.57,1.13,130.99,0.24,0.2403698105897596,0.2522072883037057
1,1,0,0,0,0,1,1,0,1,3,50,100,13,5.12,0.9,0.57,130.97,0.13,0.13560790582785484,0.2522069314307948
1,0,1,1,1,0,1,1,0,0,3,50,100,22,6.24,0.84,1.01,130.2,0.22,0.22132219154214053,0.2522014674256787
1,1,0,0,0,1,1,1,0,0,5,100,100,27,6.43,0.93,1.07,122.58,0.27,0.2689412391611882,0.25219616075521534
1,0,1,1,0,1,1,1,0,0,5,100,100,26,6.23,0.87,1.0,149.52,0.26,0.2594174296373786,0.25219609146399463
1,1,1,1,0,1,0,0,1,1,5,0,100,29,7.62,0.77,1.45,128.99,0.29,0.2879888582088072,0.25219514971095036
1,1,0,0,1,1,0,0,1,1,3,50,100,25,7.1,1.46,1.46,120.05,0.25,0.2498936201135691,0.2521900466307912
1,0,0,0,0,0,0,1,1,1,5,50,100,31,7.03,1.31,1.38,124.01,0.31,0.30703647725642624,0.25217033852420045
1,1,1,1,0,0,1,1,0,1,3,50,100,28,6.96,1.21,1.49,124.56,0.28,0.27846504868499766,0.25216846514892466
1,1,0,0,1,1,1,1,0,1,5,50,100,27,7.19,1.56,1.38,147.29,0.27,0.2689412391611882,0.2521597987236788
1,1,0,0,1,1,1,0,0,0,5,0,100,27,7.36,1.08,0.95,171.03,0.27,0.2689412391611882,0.2521579154328492
1,0,1,1,0,0,1,0,1,1,5,0,100,29,8.5,1.46,1.72,117.52,0.29,0.2879888582088072,0.252156689988057
1,0,1,1,1,0,1,1,0,1,3,50,100,26,6.49,1.18,1.09,141.55,0.26,0.2594174296373786,0.2521539038642953
1,1,1,1,1,1,0,0,1,0,3,100,100,24,7.04,1.11,1.05,157.07,0.24,0.2403698105897596,0.2521468872602865
1,0,1,1,0,0,0,1,0,1,5,50,100,28,6.78,0.8,1.26,150.06,0.28,0.27846504868499766,0.25213626233741293
1,0,1,1,1,1,0,0,0,0,3,100,100,27,7.08,1.17,1.26,126.94,0.27,0.2689412391611882,0.25213452643087403
1,0,0,0,0,0,0,1,1,1,5,0,100,27,7.27,1.32,1.32,141.51,0.27,0.2689412391611882,0.25213080099970137
0,1,0,0,1,0,1,0,0,1,3,0,100,25,7.62,1.15,1.74,150.38,0.25,0.2498936201135691,0.2521221476772972
1,1,0,0,0,1,1,1,1,0,5,50,100,24,6.71,1.18,0.95,151.09,0.24,0.2403698105897596,0.2521180017125625
1,1,0,1,1,0,1,0,0,1,5,50,100,27,7.17,1.46,1.47,135.49,0.27,0.2689412391611882,0.2521145399964342
1,0,1,1,1,1,0,1,1,0,3,50,100,25,7.67,1.76,1.6,136.99,0.25,0.2498936201135691,0.25211280498436517
1,1,1,0,1,1,0,0,0,0,3,100,100,26,6.56,1.11,1.06,144.16,0.26,0.2594174296373786,0.2521124723699858
1,1,0,0,0,1,1,0,0,0,3,100,100,29,8.32,1.87,1.65,163.67,0.29,0.2879888582088072,0.2521086839137086
1,1,0,0,1,1,0,1,1,0,5,0,100,27,7.37,1.24,1.46,154.14,0.27,0.2689412391611882,0.252089091966842
0,1,0,1,0,1,1,0,0,0,3,100,100,23,5.9,0.77,1.07,141.66,0.23,0.23084600106595005,0.25208120575988285
0,1,1,0,0,1,0,0,0,1,3,0,100,22,6.3,1.08,0.82,155.59,0.22,0.22132219154214053,0.2520807671618987
1,1,1,0,1,1,0,0,1,1,5,50,100,26,6.04,0.59,0.92,149.57,0.26,0.2594174296373786,0.2520796443289479
0,1,0,1,0,1,0,1,1,1,3,0,100,20,6.2,0.84,1.11,150.63,0.2,0.2022745724945215,0.2520715117863169
1,1,0,1,1,1,1,0,1,0,3,50,100,23,5.26,0.64,1.1,119.1,0.23,0.23084600106595005,0.25206107101589886
1,0,0,1,0,0,1,0,1,0,3,0,100,26,7.36,1.08,1.45,156.32,0.26,0.2594174296373786,0.25205978810242624
0,1,0,0,1,1,0,1,0,1,5,50,100,25,7.24,0.96,1.44,140.64,0.25,0.2498936201135691,0.2520458919511253
0,1,1,1,1,0,1,0,1,1,5,50,100,27,6.58,1.03,1.27,142.03,0.27,0.2689412391611882,0.2520346040791622
1,1,0,1,1,0,1,1,0,1,5,0,100,25,6.02,1.59,1.17,133.43,0.25,0.2498936201135691,0.25203336134440585
1,0,1,1,1,1,1,0,1,0,5,0,100,24,7.22,1.12,0.9,183.24,0.24,0.2403698105897596,0.252031347758945
0,1,1,0,1,1,1,1,0,0,3,100,100,23,6.68,1.13,1.06,151.85,0.23,0.23084600106595005,0.25203005754522406
1,1,0,1,1,0,1,1,1,1,3,50,100,27,6.59,0.42,0.88,151.18,0.27,0.2689412391611882,0.2520170804893558
1,0,0,1,1,0,1,1,0,0,5,0,100,18,5.38,0.27,0.67,170.39,0.18,0.18322695344690243,0.2520050652417972
1,1,1,1,1,0,0,0,1,0,3,100,100,28,7.15,0.95,1.22,153.72,0.28,0.27846504868499766,0.2519978091741342
1,1,1,1,1,0,0,1,1,1,5,0,100,29,7.58,2.67,1.36,137.11,0.29,0.2879888582088072,0.25198682999586747
1,1,1,1,0,1,0,1,0,0,3,0,100,25,6.74,0.94,1.31,135.48,0.25,0.2498936201135691,0.25197994896675086
1,1,1,0,0,1,1,1,0,0,5,100,100,24,7.26,1.43,1.24,133.29,0.24,0.2403698105897596,0.2519776392315608
0,1,0,0,1,1,1,1,0,0,5,50,100,29,7.16,0.9,1.34,152.14,0.29,0.2879888582088072,0.2519762677970622
1,1,1,1,1,0,0,1,0,0,3,100,100,26,6.85,1.88,1.39,121.98,0.26,0.2594174296373786,0.25197371871011076
1,0,1,1,0,1,1,0,0,0,3,0,100,23,6.39,1.34,1.25,139.13,0.23,0.23084600106595005,0.25197272819880817
