buy_brown,buy_light_blue,buy_pink,buy_orange,buy_red,buy_yellow,buy_green,buy_indigo,buy_stations,buy_utilities,max_development_level,unspendable_cash,n_games,wins,avg_props,avg_houses,avg_hotels,avg_turns,raw_win_rate,smoothed_win_rate,predicted_win_rate
1,0,0,1,0,1,0,0,0,0,3,0,100,18,6.0,0.83,1.02,143.32,0.18,0.18322695344690243,0.24819306576930691
1,1,1,1,1,1,0,0,1,1,5,100,100,25,6.47,1.06,1.07,129.45,0.25,0.2498936201135691,0.24818209512938075
1,1,0,0,0,0,1,1,1,0,3,100,100,24,7.22,1.21,1.7,133.39,0.24,0.2403698105897596,0.24817976251634985
1,0,1,0,0,0,0,1,0,1,5,50,100,23,5.94,1.36,1.21,142.95,0.23,0.23084600106595005,0.24816456124989184
1,0,1,0,1,1,1,1,0,0,3,0,100,26,6.74,1.04,1.19,155.07,0.26,0.2594174296373786,0.2481583174097289
1,1,0,0,1,1,0,0,1,0,3,50,100,23,6.5,0.92,1.19,126.5,0.23,0.23084600106595005,0.24815371979209352
0,1,1,1,0,1,0,0,0,0,5,50,100,29,8.23,1.69,1.68,142.26,0.29,0.2879888582088072,0.24814102295905108
0,1,1,0,1,0,0,1,1,0,3,100,100,27,6.89,1.28,1.37,135.91,0.27,0.2689412391611882,0.24814043114221895
1,1,1,0,1,0,1,0,0,1,3,100,100,19,5.85,0.86,0.87,140.01,0.19,0.19275076297071195,0.24813500683789488
1,0,0,1,0,0,0,1,0,0,3,0,100,27,7.57,1.61,1.4,170.75,0.27,0.2689412391611882,0.2481317772360716
1,0,1,0,1,0,0,1,1,1,3,100,100,26,7.3,0.83,1.21,145.49,0.26,0.2594174296373786,0.2481127876779252
1,0,0,0,0,1,0,1,1,1,3,50,100,28,7.84,1.81,1.71,144.34,0.28,0.27846504868499766,0.24811007955488215
1,1,0,1,0,1,1,0,1,1,5,50,100,20,5.91,0.71,0.97,174.37,0.2,0.2022745724945215,0.24810895548980724
0,1,1,0,0,0,0,1,0,1,5,0,100,20,5.54,0.78,0.91,139.21,0.2,0.2022745724945215,0.24809881950396828
1,1,0,0,0,1,1,1,0,0,3,50,100,23,6.65,1.08,1.28,142.73,0.23,0.23084600106595005,0.24808965442324415
0,1,1,0,1,1,0,0,1,0,5,100,100,21,5.74,0.85,1.14,164.45,0.21,0.211798382018331,0.24807385589505176
1,1,1,0,1,0,0,1,1,1,5,50,100,26,6.91,1.18,1.32,167.58,0.26,0.2594174296373786,0.2480725008934251
1,0,0,1,1,1,1,0,0,0,5,50,100,24,6.63,1.37,1.12,126.44,0.24,0.2403698105897596,0.2480680746918746
1,0,1,0,0,0,1,0,1,0,3,0,100,30,7.59,1.05,1.22,133.64,0.3,0.2975126677326167,0.2480675669257922
1,0,0,1,1,0,1,1,1,1,3,50,100,20,6.31,0.75,0.78,149.78,0.2,0.2022745724945215,0.24806755672930678
0,1,1,0,0,0,0,1,0,0,5,0,100,24,6.19,0.93,1.03,149.81,0.24,0.2403698105897596,0.2480614861189447
1,0,1,0,1,0,1,0,0,0,3,0,100,23,5.7,0.91,0.99,150.31,0.23,0.23084600106595005,0.24805469888038922
1,1,1,0,0,1,0,0,0,0,3,100,100,28,8.42,1.77,1.66,138.81,0.28,0.27846504868499766,0.2480545930415713
0,1,0,1,0,1,1,0,0,1,5,50,100,20,5.83,1.73,1.0,133.21,0.2,0.2022745724945215,0.2480465700757097
0,1,0,1,1,0,1,1,1,1,3,0,100,26,5.35,1.12,0.68,157.97,0.26,0.2594174296373786,0.2480433586322137
0,1,1,0,1,0,1,1,1,1,3,0,100,21,5.85,1.33,0.77,150.0,0.21,0.211798382018331,0.24803958225360273
1,1,0,0,0,1,0,0,1,1,5,50,100,34,9.73,2.18,2.03,131.88,0.34,0.3356079058278548,0.24803171182189263
0,1,0,1,0,1,0,1,1,0,5,50,100,22,5.84,0.62,0.88,145.12,0.22,0.22132219154214053,0.24802950912719207
1,0,0,1,0,1,1,0,1,0,5,50,100,25,5.81,1.04,1.0,151.69,0.25,0.2498936201135691,0.2480238370256373
1,0,1,0,1,1,1,1,0,0,3,50,100,24,6.09,0.9,0.9,147.76,0.24,0.2403698105897596,0.24802253890124754
1,1,1,1,0,0,1,0,0,0,5,50,100,33,8.28,1.52,1.53,149.81,0.33,0.3260840963040453,0.24802079578674224
1,0,0,0,0,1,1,0,1,1,5,50,100,24,7.11,1.05,1.26,145.42,0.24,0.2403698105897596,0.24802071259790903
1,1,0,0,1,0,0,1,1,1,3,100,100,24,7.02,1.1,1.22,150.01,0.24,0.2403698105897596,0.24801812674052853
1,1,0,0,0,0,0,0,1,0,5,0,100,28,7.64,1.21,1.24,140.78,0.28,0.27846504868499766,0.24801362493812593
1,1,1,1,1,1,1,1,0,1,5,50,100,29,7.13,1.33,1.22,168.45,0.29,0.2879888582088072,0.2480101006070543
1,1,1,0,1,0,1,1,0,0,3,100,100,26,7.37,1.27,1.3,153.6,0.26,0.2594174296373786,0.24800813746219838
0,1,0,0,1,1,0,0,0,1,3,50,100,20,5.62,0.56,0.8,144.62,0.2,0.2022745724945215,0.24800772091164508
0,1,1,1,1,1,0,0,1,1,5,100,100,21,6.55,1.22,1.22,145.7,0.21,0.211798382018331,0.2480076166666917
1,1,0,0,0,1,0,0,0,1,3,100,100,24,6.94,1.5,1.56,151.22,0.24,0.2403698105897596,0.2479987133947369
1,0,1,1,0,1,1,0,1,1,3,50,100,25,6.3,0.98,0.72,139.89,0.25,0.2498936201135691,0.24799583845809361
1,1,0,0,0,0,0,1,1,0,3,50,100,25,6.61,1.26,1.06,151.54,0.25,0.2498936201135691,0.2479775922309657
1,1,0,0,1,0,1,1,0,1,3,50,100,30,8.46,1.47,1.75,123.77,0.3,0.2975126677326167,0.24797354971995858
1,0,0,1,0,1,1,1,1,0,3,100,100,29,6.69,0.81,1.02,150.31,0.29,0.2879888582088072,0.24797226873702993
1,1,0,0,0,1,0,0,0,1,5,100,100,23,7.09,1.59,1.5,142.6,0.23,0.23084600106595005,0.2479711213942693
1,1,1,0,0,0,0,1,1,0,3,100,100,28,7.51,1.27,1.22,163.71,0.28,0.27846504868499766,0.2479672393506393
1,1,0,1,1,1,0,1,1,1,5,100,100,26,6.57,0.96,1.15,155.21,0.26,0.2594174296373786,0.2479559305656009
0,1,0,1,0,1,0,1,1,1,3,50,100,24,6.84,2.43,1.16,127.74,0.24,0.2403698105897596,0.24795068716491936
0,1,1,1,1,0,0,1,1,0,3,100,100,27,7.6,1.11,1.48,146.53,0.27,0.2689412391611882,0.24794893335303547
1,0,1,1,0,0,0,1,1,0,5,50,100,21,6.39,1.07,1.03,140.99,0.21,0.211798382018331,0.24794873624692582
1,1,1,1,0,1,0,0,1,1,5,50,100,30,8.63,1.0,1.82,118.03,0.3,0.2975126677326167,0.2479408993202436
1,0,1,0,0,0,1,1,1,1,3,50,100,25,6.55,1.07,1.11,127.23,0.25,0.2498936201135691,0.24793888625034652
1,0,1,1,1,0,0,0,1,0,3,100,100,22,5.55,1.0,0.98,114.07,0.22,0.22132219154214053,0.2479349368585957
0,1,1,1,0,1,0,0,0,0,3,100,100,26,7.11,0.72,0.89,153.78,0.26,0.2594174296373786,0.2479346055733032
0,1,1,0,1,0,1,1,0,0,3,50,100,25,6.41,1.47,1.12,158.58,0.25,0.2498936201135691,0.2479333186978279
1,0,0,1,1,0,1,0,1,0,3,0,100,23,5.85,1.44,1.08,138.49,0.23,0.23084600106595005,0.24792474146328783
1,1,1,0,0,0,0,1,1,1,5,0,100,22,5.82,1.03,0.94,137.99,0.22,0.22132219154214053,0.24792455617479925
0,1,0,1,0,1,0,0,1,1,5,100,100,23,7.45,1.67,1.46,160.55,0.23,0.23084600106595005,0.24791010152188409
1,1,1,0,0,0,0,0,0,1,5,100,100,24,6.65,1.79,1.33,111.26,0.24,0.2403698105897596,0.24790663155269876
1,1,1,0,0,1,1,0,0,1,3,50,100,24,7.27,1.23,1.01,175.85,0.24,0.2403698105897596,0.2479035286287905
1,0,1,1,0,0,0,1,0,0,3,50,100,35,8.55,1.12,1.43,148.01,0.35,0.3451317153516643,0.2479033700410964
1,0,0,0,0,1,0,0,0,1,3,100,100,24,6.95,1.46,1.24,156.51,0.24,0.2403698105897596,0.2478964022683123
1,1,1,0,0,0,1,0,0,1,3,100,100,23,6.24,0.69,0.99,148.39,0.23,0.23084600106595005,0.2478959670152283
1,1,1,1,0,1,1,1,0,0,3,50,100,31,7.77,0.83,1.1,174.8,0.31,0.30703647725642624,0.24789570583148715
1,1,1,0,1,1,1,1,0,0,5,100,100,29,7.18,1.43,1.14,176.09,0.29,0.2879888582088072,0.24789156135873214
1,0,1,0,0,1,0,1,0,1,3,50,100,22,5.61,0.6,0.82,154.25,0.22,0.22132219154214053,0.2478878973476185
1,1,0,0,1,0,1,1,0,0,5,0,100,23,6.13,0.83,0.9,154.23,0.23,0.23084600106595005,0.2478863887076998
0,1,0,0,1,0,1,0,1,1,5,50,100,33,8.19,1.77,1.34,176.43,0.33,0.3260840963040453,0.24788232232603502
0,1,0,1,1,0,1,0,1,0,3,100,100,29,6.66,1.03,1.16,162.98,0.29,0.2879888582088072,0.24788135740072154
1,1,0,1,0,0,0,0,0,0,3,0,100,27,6.51,0.9,1.07,187.66,0.27,0.2689412391611882,0.24787962265550129
1,1,0,0,1,1,0,0,0,0,3,50,100,29,6.65,1.19,1.02,132.58,0.29,0.2879888582088072,0.24787915743550737
1,1,1,0,0,0,1,0,0,1,3,50,100,28,6.62,0.9,1.29,129.08,0.28,0.27846504868499766,0.24787775411250162
1,0,1,1,0,1,0,1,0,0,5,50,100,22,6.09,1.32,1.15,147.63,0.22,0.22132219154214053,0.24787769764145723
0,1,1,1,0,1,1,1,1,0,3,0,100,23,5.31,0.77,0.95,129.41,0.23,0.23084600106595005,0.24787279679110866
1,1,1,1,1,1,1,0,1,0,3,50,100,24,6.98,1.23,1.19,158.06,0.24,0.2403698105897596,0.24787121685036195
1,1,0,1,1,0,0,1,1,1,3,50,100,25,7.33,0.94,1.41,118.88,0.25,0.2498936201135691,0.2478671351238112
1,1,0,0,0,1,1,0,1,0,5,0,100,22,5.17,0.32,0.65,134.51,0.22,0.22132219154214053,0.24786668432602646
1,0,0,0,0,0,0,0,0,0,3,50,100,24,6.61,0.56,1.05,136.07,0.24,0.2403698105897596,0.24785559248343836
1,0,1,1,0,0,1,0,0,1,5,50,100,26,6.65,0.65,1.13,158.23,0.26,0.2594174296373786,0.2478535597975046
1,0,1,1,1,0,0,1,1,1,5,100,100,27,7.53,2.18,1.77,148.54,0.27,0.2689412391611882,0.24785120168283345
1,0,0,0,1,1,0,1,1,1,5,50,100,26,7.66,1.4,1.67,149.01,0.26,0.2594174296373786,0.24783696456296272
1,1,0,1,1,0,0,1,1,1,5,0,100,23,6.07,0.83,0.95,145.76,0.23,0.23084600106595005,0.2478313898102893
0,1,0,1,0,1,1,1,0,1,3,50,100,23,6.84,0.94,1.13,145.39,0.23,0.23084600106595005,0.247825891592102
0,1,0,0,0,1,0,1,0,1,5,0,100,23,6.07,1.0,0.94,134.07,0.23,0.23084600106595005,0.24782546913626718
1,1,0,1,0,1,1,0,0,1,5,50,100,21,5.9,0.71,0.95,135.52,0.21,0.211798382018331,0.24782506331741735
1,0,0,1,1,1,0,0,1,1,3,100,100,27,7.45,0.95,1.52,133.25,0.27,0.2689412391611882,0.2478142670727512
1,1,1,1,1,1,0,1,1,1,5,100,100,27,6.86,0.88,0.97,155.94,0.27,0.2689412391611882,0.24781103130099935
1,1,0,0,1,1,1,1,1,0,5,0,100,25,7.64,1.24,1.55,167.73,0.25,0.2498936201135691,0.24780984349787638
0,1,0,1,0,0,0,1,1,0,5,0,100,24,6.72,1.23,1.1,141.24,0.24,0.2403698105897596,0.2478036303874704
1,1,1,0,0,0,1,1,1,1,3,50,100,25,5.97,0.86,0.78,176.65,0.25,0.2498936201135691,0.24780347897029523
1,0,1,0,0,0,0,0,1,1,3,100,100,18,6.31,0.73,1.29,161.19,0.18,0.18322695344690243,0.24780176309618604
1,0,1,1,0,1,0,0,1,1,5,50,100,21,6.34,0.67,1.07,150.54,0.21,0.211798382018331,0.24779249935792896
1,0,0,1,0,1,1,0,1,0,5,100,100,22,5.92,1.1,1.11,146.96,0.22,0.22132219154214053,0.24778256019981013
1,0,1,1,1,1,1,1,0,1,3,50,100,27,7.8,1.49,1.63,128.45,0.27,0.2689412391611882,0.2477798295850681
1,0,0,0,1,1,0,0,1,0,5,50,100,24,6.84,0.98,1.28,139.29,0.24,0.2403698105897596,0.24777494546183962
1,0,1,1,1,1,0,1,1,1,3,50,100,24,7.3,1.13,1.44,146.86,0.24,0.2403698105897596,0.24776834336958184
1,0,1,1,0,0,0,0,0,0,5,0,100,20,5.46,0.86,0.78,141.4,0.2,0.2022745724945215,0.24776056306943597
0,1,0,1,1,0,1,0,1,1,5,50,100,19,5.13,0.6,0.76,133.52,0.19,0.19275076297071195,0.24776053602039677
1,0,1,1,0,1,0,1,0,1,5,50,100,19,6.01,0.7,1.2,125.87,0.19,0.19275076297071195,0.24775053944337203
0,1,1,0,0,1,0,1,0,0,3,100,100,23,5.78,1.15,0.98,175.4,0.23,0.23084600106595005,0.24774031113901096
1,1,1,1,1,0,0,1,1,1,3,100,100,20,5.76,0.65,0.96,145.75,0.2,0.2022745724945215,0.24773586088565755
0,1,0,1,0,1,1,1,1,1,5,100,100,24,6.42,1.06,1.02,148.62,0.24,0.2403698105897596,0.24773459333220596
1,1,1,0,1,1,1,0,0,0,3,100,100,26,7.46,1.09,1.2,160.36,0.26,0.2594174296373786,0.24773189065932194
0,1,0,1,0,1,1,1,1,0,3,0,100,22,6.01,1.28,1.07,145.93,0.22,0.22132219154214053,0.24773136853189315
1,1,0,0,1,0,1,1,0,1,5,50,100,32,7.88,1.42,1.79,148.93,0.32,0.3165602867802358,0.24773090462222377
1,1,0,1,1,0,0,1,1,0,3,0,100,26,7.27,1.78,1.28,148.41,0.26,0.2594174296373786,0.24772319312573365
0,1,1,1,1,0,1,1,1,0,5,100,100,22,7.05,1.12,1.29,149.39,0.22,0.22132219154214053,0.24772120425409175
1,1,1,1,1,0,1,1,0,0,5,50,100,23,6.12,1.01,1.23,159.0,0.23,0.23084600106595005,0.24770904469155294
1,1,0,0,0,1,0,0,0,0,3,100,100,25,7.55,1.49,1.25,163.52,0.25,0.2498936201135691,0.24770850960274127
1,0,1,0,1,0,1,1,0,1,5,50,100,25,6.2,0.71,1.23,129.83,0.25,0.2498936201135691,0.24770799908301439
0,1,0,1,1,0,0,1,0,0,3,100,100,18,5.35,0.78,0.64,167.74,0.18,0.18322695344690243,0.2477014682926186
0,1,0,1,1,0,1,0,0,1,5,50,100,32,6.8,0.86,1.21,142.17,0.32,0.3165602867802358,0.24770049354538892
0,1,0,1,0,0,0,1,1,1,3,100,100,22,6.93,1.2,1.42,124.91,0.22,0.22132219154214053,0.24769831793817343
1,1,0,1,0,1,0,0,1,0,5,50,100,23,5.23,0.58,0.53,157.08,0.23,0.23084600106595005,0.24769440159902398
1,1,0,1,1,1,0,0,1,1,5,100,100,23,6.63,1.42,1.21,119.4,0.23,0.23084600106595005,0.24769112831960594
1,1,0,1,0,0,1,1,1,1,5,0,100,23,7.16,1.69,1.34,139.39,0.23,0.23084600106595005,0.2476839866498915
0,1,1,0,0,1,0,0,1,1,3,100,100,23,6.56,0.4,0.98,166.13,0.23,0.23084600106595005,0.24768068820278283
1,1,1,0,0,1,0,1,0,1,5,100,100,24,5.97,1.57,1.14,116.58,0.24,0.2403698105897596,0.24767758578776788
1,0,0,1,0,0,0,0,0,0,5,50,100,30,8.73,1.7,1.57,153.8,0.3,0.2975126677326167,0.24767728098691447
1,0,1,1,0,1,1,0,1,1,5,0,100,24,7.02,1.0,1.52,135.62,0.24,0.2403698105897596,0.24767490336184783
0,1,1,1,0,1,1,1,0,0,5,50,100,23,7.06,1.71,1.35,155.86,0.23,0.23084600106595005,0.24767366521001535
0,1,1,0,0,1,1,1,0,0,5,100,100,13,4.04,0.5,0.52,129.11,0.13,0.13560790582785484,0.24766433718249636
1,0,1,1,1,1,1,0,0,1,3,50,100,23,6.76,1.77,1.36,125.29,0.23,0.23084600106595005,0.24766356201866632
1,0,1,1,1,0,1,0,1,1,3,50,100,25,6.67,0.93,1.23,142.87,0.25,0.2498936201135691,0.24766007089362987
1,0,0,0,0,1,0,1,1,1,3,0,100,25,6.97,1.8,1.46,170.07,0.25,0.2498936201135691,0.2476579689274522
0,1,0,1,0,0,0,1,0,0,3,100,100,26,7.6,1.46,1.49,160.08,0.26,0.2594174296373786,0.24765462487762288
1,1,0,1,1,0,0,1,0,1,3,50,100,25,7.24,1.33,1.47,129.3,0.25,0.2498936201135691,0.24765223110889523
0,1,1,0,0,1,0,1,0,0,5,0,100,22,5.7,0.45,0.75,146.72,0.22,0.22132219154214053,0.24764761373298885
0,1,1,1,1,1,1,1,0,1,5,0,100,27,8.01,1.04,1.35,161.7,0.27,0.2689412391611882,0.24764742854384855
0,1,1,1,1,1,0,0,0,1,3,50,100,26,7.0,1.14,1.24,130.64,0.26,0.2594174296373786,0.24764166893349057
1,0,0,0,0,1,0,1,0,1,5,50,100,22,5.94,0.75,0.58,141.01,0.22,0.22132219154214053,0.24763825315209492
1,0,1,1,1,0,0,0,0,0,5,50,100,19,5.57,0.86,0.94,138.84,0.19,0.19275076297071195,0.2476256659138696
0,1,1,0,1,1,0,1,1,0,3,100,100,28,7.02,1.66,1.17,161.94,0.28,0.27846504868499766,0.24761843592043928
1,1,1,1,0,1,1,0,1,1,3,0,100,20,5.46,0.45,0.54,146.33,0.2,0.2022745724945215,0.24761338201937652
1,0,1,0,1,0,1,1,0,0,3,0,100,26,6.1,0.7,0.92,125.98,0.26,0.2594174296373786,0.247612850870851
1,1,1,1,1,0,0,0,1,0,5,50,100,26,6.75,1.78,1.27,152.15,0.26,0.2594174296373786,0.2476066831063595
1,1,0,1,1,0,1,0,0,0,3,0,100,27,6.45,1.15,1.0,139.98,0.27,0.2689412391611882,0.24760030798057586
0,1,0,1,1,1,1,0,1,0,3,100,100,22,6.4,1.33,0.65,146.65,0.22,0.22132219154214053,0.24759885770375945
1,1,1,1,1,1,0,1,1,1,3,0,100,28,8.49,1.56,1.82,142.56,0.28,0.27846504868499766,0.24759723567457104
1,0,1,0,1,0,1,1,0,0,5,100,100,25,7.11,1.17,1.43,139.43,0.25,0.2498936201135691,0.24759702493560132
0,1,1,1,0,1,0,1,0,0,3,50,100,25,7.41,1.98,1.55,172.02,0.25,0.2498936201135691,0.24759396889447272
1,1,0,0,0,0,0,0,1,1,5,50,100,23,6.57,1.57,1.07,124.48,0.23,0.23084600106595005,0.24759334087706922
0,1,0,1,1,1,1,1,1,0,5,50,100,23,6.64,1.37,1.08,126.38,0.23,0.23084600106595005,0.2475926655069202
0,1,0,1,1,0,0,1,0,0,3,50,100,26,7.51,1.7,1.55,124.87,0.26,0.2594174296373786,0.24758243326468976
1,0,0,0,0,0,0,0,1,1,3,100,100,20,5.1,0.93,0.83,129.42,0.2,0.2022745724945215,0.24757661705224052
0,1,1,1,0,0,1,0,1,0,5,100,100,28,6.91,1.63,1.35,122.66,0.28,0.27846504868499766,0.24757617163021772
0,1,1,1,1,0,1,1,1,1,3,50,100,23,6.46,0.93,1.33,139.07,0.23,0.23084600106595005,0.24757481749543747
0,1,1,0,0,0,1,0,1,0,3,0,100,22,6.65,1.26,1.11,149.12,0.22,0.22132219154214053,0.24757150970134653
1,1,1,1,0,0,0,1,0,0,3,50,100,21,6.45,1.16,1.42,125.82,0.21,0.211798382018331,0.24756834419150509
1,0,0,1,0,0,0,0,0,0,3,0,100,28,7.38,1.7,1.2,140.39,0.28,0.27846504868499766,0.24756638597100758
1,0,1,0,1,1,1,0,1,1,3,0,100,27,6.41,1.47,1.08,140.61,0.27,0.2689412391611882,0.24756007766255714
1,1,1,0,1,0,1,1,0,1,3,50,100,31,7.37,1.67,1.4,137.76,0.31,0.30703647725642624,0.24755878053225483
0,1,0,1,0,1,0,1,1,1,5,50,100,27,6.73,1.04,0.97,159.52,0.27,0.2689412391611882,0.24755815504690612
1,1,1,0,0,1,1,1,0,1,3,50,100,27,6.5,1.1,1.31,119.17,0.27,0.2689412391611882,0.2475541503571957
1,0,1,0,1,1,1,1,0,1,3,50,100,24,6.72,1.27,1.26,135.09,0.24,0.2403698105897596,0.24755343339250385
1,0,1,1,0,1,1,0,0,0,3,100,100,29,7.32,1.31,1.39,138.92,0.29,0.2879888582088072,0.24755041193612326
1,1,0,0,1,0,0,0,1,0,5,100,100,19,6.01,1.17,1.1,140.99,0.19,0.19275076297071195,0.24754754610907256
1,1,0,0,1,0,1,1,1,1,5,50,100,24,6.55,1.28,1.31,132.46,0.24,0.2403698105897596,0.24754080884800556
1,1,0,1,0,0,1,0,1,0,3,50,100,23,6.11,1.16,1.06,127.84,0.23,0.23084600106595005,0.24754007445170298
0,1,0,1,0,1,0,0,1,0,5,0,100,22,6.5,1.25,1.29,105.68,0.22,0.22132219154214053,0.24753764274084158
1,1,1,1,0,0,0,1,1,1,5,100,100,20,6.36,0.67,0.76,150.72,0.2,0.2022745724945215,0.24753641201018628
0,1,1,1,0,0,0,1,0,1,3,0,100,23,6.88,0.69,1.33,140.5,0.23,0.23084600106595005,0.24753515003399723
1,1,1,1,1,1,0,1,1,1,5,50,100,23,6.8,0.99,1.22,142.49,0.23,0.23084600106595005,0.24752992272989885
0,1,1,1,0,1,1,0,0,1,3,50,100,26,6.75,1.53,1.47,119.94,0.26,0.2594174296373786,0.2475289711147619
1,1,1,0,1,1,0,0,1,1,5,0,100,27,6.43,0.83,1.12,141.78,0.27,0.2689412391611882,0.2475279182769986
1,1,1,1,0,1,1,1,0,1,3,0,100,24,6.91,1.6,1.12,153.39,0.24,0.2403698105897596,0.24752646167899073
1,1,1,0,0,0,1,0,1,0,3,0,100,25,6.94,0.99,1.25,139.22,0.25,0.2498936201135691,0.24752470809633556
1,0,0,1,1,1,0,0,1,0,3,50,100,29,6.95,0.95,1.08,136.37,0.29,0.2879888582088072,0.24752143706480637
0,1,1,1,1,0,0,1,0,1,3,50,100,32,8.67,1.87,1.97,125.04,0.32,0.3165602867802358,0.24751511467758575
0,1,1,1,1,0,1,1,0,0,5,50,100,29,7.43,1.34,1.19,148.16,0.29,0.2879888582088072,0.24750874963019817
0,1,1,0,1,0,1,1,1,1,5,50,100,18,5.4,0.97,0.87,131.0,0.18,0.18322695344690243,0.24750835523985718
1,1,1,1,0,0,1,0,0,1,3,0,100,23,6.3,0.79,1.07,145.57,0.23,0.23084600106595005,0.24750748315858767
0,1,1,1,0,0,1,1,1,0,3,50,100,25,6.52,1.13,1.22,137.8,0.25,0.2498936201135691,0.24750445654344275
0,1,0,0,1,0,0,1,1,0,3,50,100,23,7.05,1.6,1.39,135.04,0.23,0.23084600106595005,0.24750419538242624
0,1,1,1,0,0,0,0,1,1,3,0,100,26,7.44,1.1,1.37,132.76,0.26,0.2594174296373786,0.24750413070422714
1,1,1,1,0,1,1,1,0,1,3,50,100,21,5.46,0.34,0.73,142.76,0.21,0.211798382018331,0.2474927446538385
1,0,0,0,1,0,0,0,0,1,5,50,100,28,7.2,1.05,1.13,146.44,0.28,0.27846504868499766,0.24748058582155152
0,1,0,0,1,1,1,1,1,1,3,0,100,18,5.21,0.68,0.65,132.42,0.18,0.18322695344690243,0.24747777742160093
1,0,1,0,0,1,0,1,1,0,3,0,100,21,5.78,0.76,0.78,149.04,0.21,0.211798382018331,0.24747680866354937
0,1,1,1,1,0,1,0,0,1,3,0,100,22,5.47,0.97,0.99,136.32,0.22,0.22132219154214053,0.24745967110992542
1,0,1,0,1,0,0,0,1,0,5,50,100,21,5.86,1.08,1.09,130.97,0.21,0.211798382018331,0.24745839273148082
1,0,0,1,1,1,1,1,0,0,3,0,100,25,6.46,0.93,1.01,137.29,0.25,0.2498936201135691,0.24744885675659806
1,1,1,1,1,0,0,0,1,1,5,0,100,21,5.72,0.87,0.76,136.5,0.21,0.211798382018331,0.24744574438623781
0,1,1,1,0,1,0,0,0,0,5,100,100,24,5.41,1.13,0.72,129.08,0.24,0.2403698105897596,0.24744505179491863
1,1,1,1,0,1,0,1,1,1,5,50,100,24,6.82,0.58,1.25,150.23,0.24,0.2403698105897596,0.2474419439623211
1,1,1,0,0,0,0,0,0,0,5,0,100,26,6.61,0.66,0.94,144.31,0.26,0.2594174296373786,0.24743305408709126
1,1,1,0,1,1,1,0,1,0,3,50,100,24,6.6,0.85,1.06,194.51,0.24,0.2403698105897596,0.24742722394951622
1,1,1,0,0,1,1,1,1,0,5,100,100,23,5.55,0.66,0.9,135.1,0.23,0.23084600106595005,0.24742330562785653
1,0,1,1,0,1,1,0,0,0,5,100,100,28,7.92,1.49,1.45,154.57,0.28,0.27846504868499766,0.24742147754705227
0,1,1,1,1,1,1,1,0,1,3,0,100,30,8.19,1.49,1.52,149.13,0.3,0.2975126677326167,0.24740979338557062
0,1,0,0,0,1,0,1,1,0,5,50,100,28,7.1,1.12,1.12,144.81,0.28,0.27846504868499766,0.24739916301046738
1,1,0,0,0,0,1,0,1,0,5,50,100,22,5.53,0.8,0.59,152.44,0.22,0.22132219154214053,0.24739572374933982
1,1,1,0,0,1,0,1,0,1,3,100,100,20,6.46,1.24,1.22,154.05,0.2,0.2022745724945215,0.2473954142832933
1,1,1,1,0,0,1,1,0,0,5,50,100,23,6.4,1.04,1.04,151.06,0.23,0.23084600106595005,0.24739331300190692
0,1,0,0,1,1,0,1,1,1,3,100,100,24,6.84,0.86,1.16,151.5,0.24,0.2403698105897596,0.24739062075083906
1,1,0,0,1,0,1,0,1,1,5,50,100,27,7.16,1.3,1.33,191.69,0.27,0.2689412391611882,0.2473893649319978
1,1,1,1,1,0,1,1,1,0,5,100,100,27,8.0,1.48,1.65,145.52,0.27,0.2689412391611882,0.2473836570770582
1,1,1,1,0,0,0,1,1,0,3,100,100,22,6.44,1.35,1.12,153.05,0.22,0.22132219154214053,0.24738207091760003
0,1,0,1,1,0,0,1,0,1,5,0,100,25,6.6,1.46,1.28,146.48,0.25,0.2498936201135691,0.24737951421087687
0,1,1,1,1,1,1,0,0,0,3,100,100,24,6.62,0.62,1.08,158.82,0.24,0.2403698105897596,0.2473649189384691
1,0,0,1,0,1,1,1,1,0,5,100,100,23,7.13,1.87,1.62,135.08,0.23,0.23084600106595005,0.24735763434485963
1,1,0,0,1,1,1,0,0,1,5,100,100,24,6.94,0.56,1.01,153.75,0.24,0.2403698105897596,0.24735647476795042
1,0,0,1,1,0,1,1,1,0,5,0,100,24,7.1,1.44,1.33,146.34,0.24,0.2403698105897596,0.24735272845869297
0,1,1,0,1,0,0,0,1,0,5,50,100,25,7.61,1.31,1.41,162.93,0.25,0.2498936201135691,0.24734482417910533
1,1,1,1,0,0,0,1,0,0,3,100,100,25,7.05,0.95,1.23,140.74,0.25,0.2498936201135691,0.24733112128414259
1,0,1,1,1,0,1,1,0,1,3,100,100,21,5.4,1.02,1.01,132.7,0.21,0.211798382018331,0.24732609205964975
1,0,1,1,0,0,1,0,0,1,5,0,100,25,7.18,1.32,1.42,129.13,0.25,0.2498936201135691,0.24732368814225594
0,1,0,1,0,0,1,0,1,1,5,0,100,28,7.33,1.4,1.2,160.46,0.28,0.27846504868499766,0.24731796223586464
1,0,1,1,0,0,0,1,1,1,5,50,100,34,10.43,2.22,2.18,164.48,0.34,0.3356079058278548,0.24731392435323943
1,1,1,1,1,1,1,1,0,0,3,0,100,21,6.8,1.31,1.1,152.76,0.21,0.211798382018331,0.24729694824162107
0,1,0,0,1,0,0,0,1,0,5,100,100,26,7.34,1.01,1.47,126.68,0.26,0.2594174296373786,0.24729482215774432
