buy_brown,buy_light_blue,buy_pink,buy_orange,buy_red,buy_yellow,buy_green,buy_indigo,buy_stations,buy_utilities,max_development_level,unspendable_cash,n_games,wins,avg_props,avg_houses,avg_hotels,avg_turns,raw_win_rate,smoothed_win_rate
0,1,0,1,1,1,1,0,0,1,5,0,100,22,5.07,0.44,0.78,148.25,0.22,0.22132219154214053
0,1,0,1,1,1,1,0,0,1,5,50,100,29,7.44,0.82,1.12,150.88,0.29,0.2879888582088072
0,1,0,1,1,1,1,0,0,1,5,100,100,22,7.05,0.84,1.03,163.3,0.22,0.22132219154214053
0,1,0,1,1,1,1,0,1,0,3,0,100,21,6.11,0.92,1.12,134.45,0.21,0.211798382018331
0,1,0,1,1,1,1,0,1,0,3,50,100,26,6.96,0.96,1.24,168.47,0.26,0.2594174296373786
0,1,0,1,1,1,1,0,1,0,3,100,100,22,6.4,1.33,0.65,146.65,0.22,0.22132219154214053
0,1,0,1,1,1,1,0,1,0,5,0,100,26,7.31,1.03,1.24,138.27,0.26,0.2594174296373786
0,1,0,1,1,1,1,0,1,0,5,50,100,24,6.56,0.97,1.19,142.25,0.24,0.2403698105897596
0,1,0,1,1,1,1,0,1,0,5,100,100,25,6.72,0.56,1.03,172.37,0.25,0.2498936201135691
0,1,0,1,1,1,1,0,1,1,3,0,100,28,6.42,0.89,1.09,158.27,0.28,0.27846504868499766
0,1,0,1,1,1,1,0,1,1,3,50,100,34,7.51,0.64,1.36,162.6,0.34,0.3356079058278548
0,1,0,1,1,1,1,0,1,1,3,100,100,20,6.3,0.68,1.1,124.29,0.2,0.2022745724945215
0,1,0,1,1,1,1,0,1,1,5,0,100,21,5.61,0.63,0.75,127.2,0.21,0.211798382018331
0,1,0,1,1,1,1,0,1,1,5,50,100,27,8.29,1.95,1.69,120.47,0.27,0.2689412391611882
0,1,0,1,1,1,1,0,1,1,5,100,100,31,7.57,1.28,1.27,175.18,0.31,0.30703647725642624
0,1,0,1,1,1,1,1,0,0,3,0,100,33,8.98,1.96,1.98,154.55,0.33,0.3260840963040453
0,1,0,1,1,1,1,1,0,0,3,50,100,23,7.15,0.75,1.24,147.63,0.23,0.23084600106595005
0,1,0,1,1,1,1,1,0,0,3,100,100,23,5.79,0.83,0.8,152.54,0.23,0.23084600106595005
0,1,0,1,1,1,1,1,0,0,5,0,100,24,6.15,1.07,0.89,151.16,0.24,0.2403698105897596
0,1,0,1,1,1,1,1,0,0,5,50,100,25,7.32,1.37,1.29,135.61,0.25,0.2498936201135691
0,1,0,1,1,1,1,1,0,0,5,100,100,26,6.25,1.12,0.99,152.67,0.26,0.2594174296373786
0,1,0,1,1,1,1,1,0,1,3,0,100,23,6.24,0.94,1.04,161.12,0.23,0.23084600106595005
0,1,0,1,1,1,1,1,0,1,3,50,100,25,6.5,0.82,1.22,115.29,0.25,0.2498936201135691
0,1,0,1,1,1,1,1,0,1,3,100,100,24,5.93,0.81,1.0,121.59,0.24,0.2403698105897596
0,1,0,1,1,1,1,1,0,1,5,0,100,17,5.72,0.82,0.81,148.53,0.17,0.1737031439230929
0,1,0,1,1,1,1,1,0,1,5,50,100,33,8.41,1.52,1.96,119.97,0.33,0.3260840963040453
0,1,0,1,1,1,1,1,0,1,5,100,100,13,4.3,0.95,0.58,147.13,0.13,0.13560790582785484
0,1,0,1,1,1,1,1,1,0,3,0,100,28,8.76,1.61,1.63,146.4,0.28,0.27846504868499766
0,1,0,1,1,1,1,1,1,0,3,50,100,22,6.48,1.28,1.27,122.78,0.22,0.22132219154214053
0,1,0,1,1,1,1,1,1,0,3,100,100,21,6.12,0.93,0.95,139.24,0.21,0.211798382018331
0,1,0,1,1,1,1,1,1,0,5,0,100,23,5.46,0.63,1.0,152.82,0.23,0.23084600106595005
0,1,0,1,1,1,1,1,1,0,5,50,100,23,6.64,1.37,1.08,126.38,0.23,0.23084600106595005
0,1,0,1,1,1,1,1,1,0,5,100,100,26,6.3,1.29,0.99,138.72,0.26,0.2594174296373786
0,1,0,1,1,1,1,1,1,1,3,0,100,31,6.96,1.14,1.49,126.37,0.31,0.30703647725642624
0,1,0,1,1,1,1,1,1,1,3,50,100,22,6.17,1.34,1.21,146.17,0.22,0.22132219154214053
0,1,0,1,1,1,1,1,1,1,3,100,100,24,6.66,1.33,1.0,148.23,0.24,0.2403698105897596
0,1,0,1,1,1,1,1,1,1,5,0,100,22,6.22,1.0,1.17,138.66,0.22,0.22132219154214053
0,1,0,1,1,1,1,1,1,1,5,50,100,35,9.99,2.41,2.15,126.88,0.35,0.3451317153516643
0,1,0,1,1,1,1,1,1,1,5,100,100,26,5.97,0.67,0.9,127.67,0.26,0.2594174296373786
0,1,1,0,0,0,0,0,0,0,3,0,100,22,5.93,0.78,1.09,129.12,0.22,0.22132219154214053
0,1,1,0,0,0,0,0,0,0,3,50,100,26,5.5,0.91,0.74,156.45,0.26,0.2594174296373786
0,1,1,0,0,0,0,0,0,0,3,100,100,15,4.6,0.66,0.71,153.95,0.15,0.15465552487547388
0,1,1,0,0,0,0,0,0,0,5,0,100,23,6.99,1.32,1.32,149.73,0.23,0.23084600106595005
0,1,1,0,0,0,0,0,0,0,5,50,100,18,6.43,1.15,1.18,139.92,0.18,0.18322695344690243
0,1,1,0,0,0,0,0,0,0,5,100,100,20,6.63,0.88,0.91,128.61,0.2,0.2022745724945215
0,1,1,0,0,0,0,0,0,1,3,0,100,19,6.43,0.96,1.25,139.02,0.19,0.19275076297071195
0,1,1,0,0,0,0,0,0,1,3,50,100,20,4.85,1.16,0.9,108.45,0.2,0.2022745724945215
0,1,1,0,0,0,0,0,0,1,3,100,100,30,8.66,1.84,1.84,147.14,0.3,0.2975126677326167
0,1,1,0,0,0,0,0,0,1,5,0,100,22,6.7,1.17,1.35,139.44,0.22,0.22132219154214053
0,1,1,0,0,0,0,0,0,1,5,50,100,19,6.45,0.97,0.89,165.29,0.19,0.19275076297071195
0,1,1,0,0,0,0,0,0,1,5,100,100,22,6.76,1.22,1.35,131.39,0.22,0.22132219154214053
0,1,1,0,0,0,0,0,1,0,3,0,100,23,7.03,1.45,1.36,151.02,0.23,0.23084600106595005
0,1,1,0,0,0,0,0,1,0,3,50,100,21,6.21,1.2,1.08,162.74,0.21,0.211798382018331
0,1,1,0,0,0,0,0,1,0,3,100,100,23,6.57,1.31,1.12,140.19,0.23,0.23084600106595005
0,1,1,0,0,0,0,0,1,0,5,0,100,19,6.36,1.27,1.13,154.48,0.19,0.19275076297071195
0,1,1,0,0,0,0,0,1,0,5,50,100,15,5.37,0.5,0.85,142.74,0.15,0.15465552487547388
0,1,1,0,0,0,0,0,1,0,5,100,100,26,6.31,1.11,1.14,149.39,0.26,0.2594174296373786
0,1,1,0,0,0,0,0,1,1,3,0,100,25,6.2,0.94,1.26,136.92,0.25,0.2498936201135691
0,1,1,0,0,0,0,0,1,1,3,50,100,24,6.15,0.98,0.99,143.67,0.24,0.2403698105897596
0,1,1,0,0,0,0,0,1,1,3,100,100,21,6.0,1.13,1.02,174.58,0.21,0.211798382018331
0,1,1,0,0,0,0,0,1,1,5,0,100,21,6.41,0.81,1.22,156.14,0.21,0.211798382018331
0,1,1,0,0,0,0,0,1,1,5,50,100,18,5.25,1.45,0.79,129.45,0.18,0.18322695344690243
0,1,1,0,0,0,0,0,1,1,5,100,100,26,6.58,1.28,1.0,145.16,0.26,0.2594174296373786
0,1,1,0,0,0,0,1,0,0,3,0,100,22,6.44,1.42,0.95,132.42,0.22,0.22132219154214053
0,1,1,0,0,0,0,1,0,0,3,50,100,21,5.92,0.77,0.95,129.09,0.21,0.211798382018331
0,1,1,0,0,0,0,1,0,0,3,100,100,25,7.56,1.44,1.82,127.63,0.25,0.2498936201135691
0,1,1,0,0,0,0,1,0,0,5,0,100,24,6.19,0.93,1.03,149.81,0.24,0.2403698105897596
0,1,1,0,0,0,0,1,0,0,5,50,100,24,6.12,1.19,1.1,156.39,0.24,0.2403698105897596
0,1,1,0,0,0,0,1,0,0,5,100,100,32,7.85,1.42,1.49,140.16,0.32,0.3165602867802358
0,1,1,0,0,0,0,1,0,1,3,0,100,28,7.42,1.61,1.13,159.24,0.28,0.27846504868499766
0,1,1,0,0,0,0,1,0,1,3,50,100,22,6.46,1.15,1.07,135.78,0.22,0.22132219154214053
0,1,1,0,0,0,0,1,0,1,3,100,100,22,6.2,0.98,1.07,158.9,0.22,0.22132219154214053
0,1,1,0,0,0,0,1,0,1,5,0,100,20,5.54,0.78,0.91,139.21,0.2,0.2022745724945215
0,1,1,0,0,0,0,1,0,1,5,50,100,24,6.89,1.09,1.16,148.85,0.24,0.2403698105897596
0,1,1,0,0,0,0,1,0,1,5,100,100,17,5.7,1.05,0.98,149.0,0.17,0.1737031439230929
0,1,1,0,0,0,0,1,1,0,3,0,100,28,7.5,1.74,1.37,127.79,0.28,0.27846504868499766
0,1,1,0,0,0,0,1,1,0,3,50,100,22,6.25,0.8,0.96,149.97,0.22,0.22132219154214053
0,1,1,0,0,0,0,1,1,0,3,100,100,27,7.76,1.55,1.76,128.8,0.27,0.2689412391611882
0,1,1,0,0,0,0,1,1,0,5,0,100,22,6.31,0.86,1.01,141.71,0.22,0.22132219154214053
0,1,1,0,0,0,0,1,1,0,5,50,100,25,6.44,0.82,0.97,129.55,0.25,0.2498936201135691
0,1,1,0,0,0,0,1,1,0,5,100,100,23,6.48,1.04,1.14,147.3,0.23,0.23084600106595005
0,1,1,0,0,0,0,1,1,1,3,0,100,25,6.77,1.2,1.51,143.92,0.25,0.2498936201135691
0,1,1,0,0,0,0,1,1,1,3,50,100,24,5.93,1.34,1.14,145.34,0.24,0.2403698105897596
0,1,1,0,0,0,0,1,1,1,3,100,100,27,6.93,1.0,1.34,124.13,0.27,0.2689412391611882
0,1,1,0,0,0,0,1,1,1,5,0,100,28,7.16,1.65,1.33,116.75,0.28,0.27846504868499766
0,1,1,0,0,0,0,1,1,1,5,50,100,26,7.77,1.99,1.35,159.22,0.26,0.2594174296373786
0,1,1,0,0,0,0,1,1,1,5,100,100,28,7.97,1.29,1.4,172.79,0.28,0.27846504868499766
0,1,1,0,0,0,1,0,0,0,3,0,100,21,7.09,1.01,1.3,130.71,0.21,0.211798382018331
0,1,1,0,0,0,1,0,0,0,3,50,100,31,7.14,0.95,1.42,147.19,0.31,0.30703647725642624
0,1,1,0,0,0,1,0,0,0,3,100,100,17,5.33,1.05,0.8,121.11,0.17,0.1737031439230929
0,1,1,0,0,0,1,0,0,0,5,0,100,21,7.16,1.06,1.37,150.84,0.21,0.211798382018331
0,1,1,0,0,0,1,0,0,0,5,50,100,32,8.08,1.47,1.61,140.56,0.32,0.3165602867802358
0,1,1,0,0,0,1,0,0,0,5,100,100,27,6.87,1.12,1.49,133.84,0.27,0.2689412391611882
0,1,1,0,0,0,1,0,0,1,3,0,100,29,8.01,1.23,1.55,137.93,0.29,0.2879888582088072
0,1,1,0,0,0,1,0,0,1,3,50,100,26,6.72,0.72,0.97,158.44,0.26,0.2594174296373786
0,1,1,0,0,0,1,0,0,1,3,100,100,25,6.88,1.22,1.3,136.37,0.25,0.2498936201135691
0,1,1,0,0,0,1,0,0,1,5,0,100,20,6.33,0.93,1.24,127.51,0.2,0.2022745724945215
0,1,1,0,0,0,1,0,0,1,5,50,100,28,8.05,1.25,1.27,141.98,0.28,0.27846504868499766
0,1,1,0,0,0,1,0,0,1,5,100,100,23,6.67,1.41,1.14,106.34,0.23,0.23084600106595005
0,1,1,0,0,0,1,0,1,0,3,0,100,22,6.65,1.26,1.11,149.12,0.22,0.22132219154214053
0,1,1,0,0,0,1,0,1,0,3,50,100,23,6.09,0.99,0.99,145.72,0.23,0.23084600106595005
0,1,1,0,0,0,1,0,1,0,3,100,100,21,6.91,1.27,1.17,161.6,0.21,0.211798382018331
0,1,1,0,0,0,1,0,1,0,5,0,100,23,6.82,0.81,1.28,134.43,0.23,0.23084600106595005
0,1,1,0,0,0,1,0,1,0,5,50,100,26,7.93,1.81,1.47,159.6,0.26,0.2594174296373786
0,1,1,0,0,0,1,0,1,0,5,100,100,23,5.57,0.62,0.85,141.76,0.23,0.23084600106595005
0,1,1,0,0,0,1,0,1,1,3,0,100,24,5.46,0.77,0.81,122.88,0.24,0.2403698105897596
0,1,1,0,0,0,1,0,1,1,3,50,100,33,8.96,1.1,1.67,150.54,0.33,0.3260840963040453
0,1,1,0,0,0,1,0,1,1,3,100,100,28,6.39,0.92,0.99,141.63,0.28,0.27846504868499766
0,1,1,0,0,0,1,0,1,1,5,0,100,19,6.21,0.86,1.09,140.26,0.19,0.19275076297071195
0,1,1,0,0,0,1,0,1,1,5,50,100,26,6.39,0.77,1.24,135.56,0.26,0.2594174296373786
0,1,1,0,0,0,1,0,1,1,5,100,100,25,6.15,1.03,1.05,164.45,0.25,0.2498936201135691
0,1,1,0,0,0,1,1,0,0,3,0,100,28,7.59,1.16,1.38,152.31,0.28,0.27846504868499766
0,1,1,0,0,0,1,1,0,0,3,50,100,19,6.9,0.67,1.17,126.77,0.19,0.19275076297071195
0,1,1,0,0,0,1,1,0,0,3,100,100,28,7.98,1.1,1.54,135.13,0.28,0.27846504868499766
0,1,1,0,0,0,1,1,0,0,5,0,100,31,9.09,1.65,1.77,142.16,0.31,0.30703647725642624
0,1,1,0,0,0,1,1,0,0,5,50,100,23,6.59,1.43,1.4,132.59,0.23,0.23084600106595005
0,1,1,0,0,0,1,1,0,0,5,100,100,25,5.74,0.58,0.57,149.59,0.25,0.2498936201135691
0,1,1,0,0,0,1,1,0,1,3,0,100,26,7.71,1.33,1.27,149.21,0.26,0.2594174296373786
0,1,1,0,0,0,1,1,0,1,3,50,100,17,5.69,1.02,1.0,161.11,0.17,0.1737031439230929
0,1,1,0,0,0,1,1,0,1,3,100,100,26,7.21,1.45,1.4,142.44,0.26,0.2594174296373786
0,1,1,0,0,0,1,1,0,1,5,0,100,24,7.11,1.39,1.11,151.81,0.24,0.2403698105897596
0,1,1,0,0,0,1,1,0,1,5,50,100,21,6.37,0.78,1.12,141.16,0.21,0.211798382018331
0,1,1,0,0,0,1,1,0,1,5,100,100,28,7.46,1.41,1.28,148.42,0.28,0.27846504868499766
0,1,1,0,0,0,1,1,1,0,3,0,100,24,7.61,0.7,1.46,145.6,0.24,0.2403698105897596
0,1,1,0,0,0,1,1,1,0,3,50,100,27,7.33,1.46,1.37,163.0,0.27,0.2689412391611882
0,1,1,0,0,0,1,1,1,0,3,100,100,35,7.61,1.81,1.23,152.11,0.35,0.3451317153516643
0,1,1,0,0,0,1,1,1,0,5,0,100,29,7.69,1.35,1.49,141.5,0.29,0.2879888582088072
0,1,1,0,0,0,1,1,1,0,5,50,100,23,7.46,1.55,1.45,148.47,0.23,0.23084600106595005
0,1,1,0,0,0,1,1,1,0,5,100,100,25,7.68,1.54,1.41,120.05,0.25,0.2498936201135691
0,1,1,0,0,0,1,1,1,1,3,0,100,29,7.58,1.88,1.44,123.01,0.29,0.2879888582088072
0,1,1,0,0,0,1,1,1,1,3,50,100,32,6.63,1.15,0.95,138.92,0.32,0.3165602867802358
0,1,1,0,0,0,1,1,1,1,3,100,100,21,6.0,0.67,0.89,132.43,0.21,0.211798382018331
0,1,1,0,0,0,1,1,1,1,5,0,100,25,7.51,0.76,1.33,156.78,0.25,0.2498936201135691
0,1,1,0,0,0,1,1,1,1,5,50,100,32,7.31,1.07,1.35,159.88,0.32,0.3165602867802358
0,1,1,0,0,0,1,1,1,1,5,100,100,26,5.84,0.92,0.92,153.24,0.26,0.2594174296373786
0,1,1,0,0,1,0,0,0,0,3,0,100,23,6.36,1.15,1.28,129.33,0.23,0.23084600106595005
0,1,1,0,0,1,0,0,0,0,3,50,100,28,7.42,1.67,1.4,120.1,0.28,0.27846504868499766
0,1,1,0,0,1,0,0,0,0,3,100,100,21,5.78,0.69,0.91,147.14,0.21,0.211798382018331
0,1,1,0,0,1,0,0,0,0,5,0,100,20,6.4,0.78,1.09,121.98,0.2,0.2022745724945215
0,1,1,0,0,1,0,0,0,0,5,50,100,18,5.54,1.14,0.8,134.63,0.18,0.18322695344690243
0,1,1,0,0,1,0,0,0,0,5,100,100,13,4.1,0.59,0.3,141.44,0.13,0.13560790582785484
0,1,1,0,0,1,0,0,0,1,3,0,100,22,6.3,1.08,0.82,155.59,0.22,0.22132219154214053
0,1,1,0,0,1,0,0,0,1,3,50,100,24,6.94,1.21,1.48,134.1,0.24,0.2403698105897596
0,1,1,0,0,1,0,0,0,1,3,100,100,35,9.27,1.93,1.9,126.32,0.35,0.3451317153516643
0,1,1,0,0,1,0,0,0,1,5,0,100,20,6.03,0.58,1.16,142.82,0.2,0.2022745724945215
0,1,1,0,0,1,0,0,0,1,5,50,100,24,6.61,1.67,1.38,135.45,0.24,0.2403698105897596
0,1,1,0,0,1,0,0,0,1,5,100,100,24,6.65,0.52,1.13,169.19,0.24,0.2403698105897596
0,1,1,0,0,1,0,0,1,0,3,0,100,35,8.43,1.44,1.71,137.83,0.35,0.3451317153516643
0,1,1,0,0,1,0,0,1,0,3,50,100,33,8.08,1.45,1.66,140.74,0.33,0.3260840963040453
0,1,1,0,0,1,0,0,1,0,3,100,100,28,7.9,1.4,1.63,137.25,0.28,0.27846504868499766
0,1,1,0,0,1,0,0,1,0,5,0,100,20,5.9,0.68,1.04,150.98,0.2,0.2022745724945215
0,1,1,0,0,1,0,0,1,0,5,50,100,21,6.37,1.25,1.1,158.28,0.21,0.211798382018331
0,1,1,0,0,1,0,0,1,0,5,100,100,17,5.21,0.81,0.85,122.4,0.17,0.1737031439230929
0,1,1,0,0,1,0,0,1,1,3,0,100,23,6.4,0.81,0.95,143.34,0.23,0.23084600106595005
0,1,1,0,0,1,0,0,1,1,3,50,100,31,7.39,1.71,1.41,137.82,0.31,0.30703647725642624
0,1,1,0,0,1,0,0,1,1,3,100,100,23,6.56,0.4,0.98,166.13,0.23,0.23084600106595005
0,1,1,0,0,1,0,0,1,1,5,0,100,23,6.76,1.45,1.06,143.27,0.23,0.23084600106595005
0,1,1,0,0,1,0,0,1,1,5,50,100,25,6.87,1.16,1.14,152.6,0.25,0.2498936201135691
0,1,1,0,0,1,0,0,1,1,5,100,100,19,5.07,0.86,0.67,149.16,0.19,0.19275076297071195
0,1,1,0,0,1,0,1,0,0,3,0,100,30,7.35,1.11,1.38,144.93,0.3,0.2975126677326167
0,1,1,0,0,1,0,1,0,0,3,50,100,30,7.46,1.37,1.26,130.69,0.3,0.2975126677326167
0,1,1,0,0,1,0,1,0,0,3,100,100,23,5.78,1.15,0.98,175.4,0.23,0.23084600106595005
0,1,1,0,0,1,0,1,0,0,5,0,100,22,5.7,0.45,0.75,146.72,0.22,0.22132219154214053
0,1,1,0,0,1,0,1,0,0,5,50,100,19,4.92,0.83,0.81,139.96,0.19,0.19275076297071195
0,1,1,0,0,1,0,1,0,0,5,100,100,19,6.3,0.94,1.25,131.75,0.19,0.19275076297071195
0,1,1,0,0,1,0,1,0,1,3,0,100,24,7.11,1.81,1.26,152.22,0.24,0.2403698105897596
0,1,1,0,0,1,0,1,0,1,3,50,100,20,5.82,0.52,0.88,173.66,0.2,0.2022745724945215
0,1,1,0,0,1,0,1,0,1,3,100,100,18,5.88,1.06,0.86,144.69,0.18,0.18322695344690243
0,1,1,0,0,1,0,1,0,1,5,0,100,32,8.44,1.33,1.85,142.47,0.32,0.3165602867802358
0,1,1,0,0,1,0,1,0,1,5,50,100,18,6.61,1.0,1.25,138.2,0.18,0.18322695344690243
0,1,1,0,0,1,0,1,0,1,5,100,100,26,6.86,0.54,1.4,140.29,0.26,0.2594174296373786
0,1,1,0,0,1,0,1,1,0,3,0,100,26,7.18,1.94,1.35,149.19,0.26,0.2594174296373786
0,1,1,0,0,1,0,1,1,0,3,50,100,17,5.7,0.79,0.84,183.99,0.17,0.1737031439230929
0,1,1,0,0,1,0,1,1,0,3,100,100,27,6.66,1.56,1.33,152.83,0.27,0.2689412391611882
0,1,1,0,0,1,0,1,1,0,5,0,100,23,5.45,0.7,0.79,135.87,0.23,0.23084600106595005
0,1,1,0,0,1,0,1,1,0,5,50,100,34,7.83,1.58,1.66,142.55,0.34,0.3356079058278548
0,1,1,0,0,1,0,1,1,0,5,100,100,26,6.62,0.86,1.08,140.92,0.26,0.2594174296373786
0,1,1,0,0,1,0,1,1,1,3,0,100,27,7.35,1.47,1.37,136.65,0.27,0.2689412391611882
0,1,1,0,0,1,0,1,1,1,3,50,100,29,8.04,1.13,1.47,165.99,0.29,0.2879888582088072
0,1,1,0,0,1,0,1,1,1,3,100,100,28,7.09,0.87,1.27,139.66,0.28,0.27846504868499766
0,1,1,0,0,1,0,1,1,1,5,0,100,28,7.37,1.8,1.13,149.49,0.28,0.27846504868499766
0,1,1,0,0,1,0,1,1,1,5,50,100,20,6.35,1.11,1.07,161.51,0.2,0.2022745724945215
0,1,1,0,0,1,0,1,1,1,5,100,100,21,6.76,1.96,1.36,158.82,0.21,0.211798382018331
0,1,1,0,0,1,1,0,0,0,3,0,100,15,4.89,0.58,0.74,124.26,0.15,0.15465552487547388
0,1,1,0,0,1,1,0,0,0,3,50,100,29,7.38,1.04,1.32,132.91,0.29,0.2879888582088072
0,1,1,0,0,1,1,0,0,0,3,100,100,20,5.45,0.55,0.54,140.61,0.2,0.2022745724945215
0,1,1,0,0,1,1,0,0,0,5,0,100,36,8.51,1.24,1.68,136.6,0.36,0.35465552487547386
0,1,1,0,0,1,1,0,0,0,5,50,100,26,7.11,1.03,1.51,129.32,0.26,0.2594174296373786
0,1,1,0,0,1,1,0,0,0,5,100,100,20,6.35,0.8,1.06,151.49,0.2,0.2022745724945215
0,1,1,0,0,1,1,0,0,1,3,0,100,24,6.8,0.63,1.22,165.34,0.24,0.2403698105897596
0,1,1,0,0,1,1,0,0,1,3,50,100,29,8.44,2.16,1.76,143.25,0.29,0.2879888582088072
0,1,1,0,0,1,1,0,0,1,3,100,100,14,4.94,0.83,0.71,131.9,0.14,0.14513171535166436
0,1,1,0,0,1,1,0,0,1,5,0,100,25,7.04,1.01,1.07,153.27,0.25,0.2498936201135691
0,1,1,0,0,1,1,0,0,1,5,50,100,28,7.7,1.43,1.41,135.65,0.28,0.27846504868499766
0,1,1,0,0,1,1,0,0,1,5,100,100,23,7.3,1.02,1.29,140.64,0.23,0.23084600106595005
0,1,1,0,0,1,1,0,1,0,3,0,100,26,7.42,0.96,1.29,175.83,0.26,0.2594174296373786
0,1,1,0,0,1,1,0,1,0,3,50,100,23,6.32,1.15,0.99,147.07,0.23,0.23084600106595005
0,1,1,0,0,1,1,0,1,0,3,100,100,16,5.38,0.63,0.89,165.76,0.16,0.1641793343992834
0,1,1,0,0,1,1,0,1,0,5,0,100,23,5.87,0.92,0.8,156.75,0.23,0.23084600106595005
0,1,1,0,0,1,1,0,1,0,5,50,100,25,6.28,0.87,0.98,142.98,0.25,0.2498936201135691
0,1,1,0,0,1,1,0,1,0,5,100,100,24,7.05,1.09,1.43,141.53,0.24,0.2403698105897596
0,1,1,0,0,1,1,0,1,1,3,0,100,26,7.01,1.12,1.17,131.2,0.26,0.2594174296373786
0,1,1,0,0,1,1,0,1,1,3,50,100,23,6.15,0.78,0.98,137.53,0.23,0.23084600106595005
0,1,1,0,0,1,1,0,1,1,3,100,100,24,6.91,0.72,1.01,143.2,0.24,0.2403698105897596
0,1,1,0,0,1,1,0,1,1,5,0,100,19,5.96,0.28,0.89,178.45,0.19,0.19275076297071195
0,1,1,0,0,1,1,0,1,1,5,50,100,32,8.73,1.62,1.91,151.28,0.32,0.3165602867802358
0,1,1,0,0,1,1,0,1,1,5,100,100,19,5.94,0.96,1.04,150.98,0.19,0.19275076297071195
0,1,1,0,0,1,1,1,0,0,3,0,100,20,6.04,1.52,1.14,150.14,0.2,0.2022745724945215
0,1,1,0,0,1,1,1,0,0,3,50,100,32,8.62,1.74,1.87,128.64,0.32,0.3165602867802358
0,1,1,0,0,1,1,1,0,0,3,100,100,19,6.5,1.11,1.27,133.2,0.19,0.19275076297071195
0,1,1,0,0,1,1,1,0,0,5,0,100,25,6.88,1.91,1.33,139.32,0.25,0.2498936201135691
0,1,1,0,0,1,1,1,0,0,5,50,100,23,6.31,0.8,1.16,134.56,0.23,0.23084600106595005
0,1,1,0,0,1,1,1,0,0,5,100,100,13,4.04,0.5,0.52,129.11,0.13,0.13560790582785484
0,1,1,0,0,1,1,1,0,1,3,0,100,32,8.19,1.43,1.49,129.11,0.32,0.3165602867802358
0,1,1,0,0,1,1,1,0,1,3,50,100,19,5.95,1.31,1.1,134.7,0.19,0.19275076297071195
0,1,1,0,0,1,1,1,0,1,3,100,100,30,7.26,1.05,1.22,177.01,0.3,0.2975126677326167
0,1,1,0,0,1,1,1,0,1,5,0,100,20,6.5,1.08,1.23,132.35,0.2,0.2022745724945215
0,1,1,0,0,1,1,1,0,1,5,50,100,20,6.76,0.77,1.21,152.82,0.2,0.2022745724945215
0,1,1,0,0,1,1,1,0,1,5,100,100,24,7.0,1.52,1.36,127.07,0.24,0.2403698105897596
0,1,1,0,0,1,1,1,1,0,3,0,100,19,5.99,0.5,0.71,172.09,0.19,0.19275076297071195
0,1,1,0,0,1,1,1,1,0,3,50,100,17,5.56,0.93,0.87,132.94,0.17,0.1737031439230929
0,1,1,0,0,1,1,1,1,0,3,100,100,28,7.6,0.99,1.55,115.38,0.28,0.27846504868499766
0,1,1,0,0,1,1,1,1,0,5,0,100,24,6.99,1.46,1.57,119.95,0.24,0.2403698105897596
0,1,1,0,0,1,1,1,1,0,5,50,100,24,5.41,0.39,1.02,152.67,0.24,0.2403698105897596
0,1,1,0,0,1,1,1,1,0,5,100,100,28,7.57,1.25,1.09,163.41,0.28,0.27846504868499766
0,1,1,0,0,1,1,1,1,1,3,0,100,25,6.95,0.8,1.48,134.99,0.25,0.2498936201135691
0,1,1,0,0,1,1,1,1,1,3,50,100,27,6.59,0.98,1.4,132.75,0.27,0.2689412391611882
0,1,1,0,0,1,1,1,1,1,3,100,100,34,9.27,2.29,1.98,140.19,0.34,0.3356079058278548
0,1,1,0,0,1,1,1,1,1,5,0,100,27,7.1,0.87,1.37,133.79,0.27,0.2689412391611882
0,1,1,0,0,1,1,1,1,1,5,50,100,30,7.45,0.94,1.19,174.58,0.3,0.2975126677326167
0,1,1,0,0,1,1,1,1,1,5,100,100,17,5.61,0.51,0.81,148.25,0.17,0.1737031439230929
0,1,1,0,1,0,0,0,0,0,3,0,100,30,7.77,0.76,1.59,135.35,0.3,0.2975126677326167
0,1,1,0,1,0,0,0,0,0,3,50,100,26,8.23,1.11,1.78,138.65,0.26,0.2594174296373786
0,1,1,0,1,0,0,0,0,0,3,100,100,22,6.54,1.7,1.23,126.65,0.22,0.22132219154214053
0,1,1,0,1,0,0,0,0,0,5,0,100,25,7.03,1.35,1.45,158.12,0.25,0.2498936201135691
0,1,1,0,1,0,0,0,0,0,5,50,100,25,5.92,0.83,1.04,125.97,0.25,0.2498936201135691
0,1,1,0,1,0,0,0,0,0,5,100,100,29,6.96,1.08,1.45,137.82,0.29,0.2879888582088072
0,1,1,0,1,0,0,0,0,1,3,0,100,25,6.6,1.3,1.02,166.78,0.25,0.2498936201135691
0,1,1,0,1,0,0,0,0,1,3,50,100,25,6.64,1.14,1.24,142.45,0.25,0.2498936201135691
0,1,1,0,1,0,0,0,0,1,3,100,100,23,6.19,1.5,1.35,132.94,0.23,0.23084600106595005
0,1,1,0,1,0,0,0,0,1,5,0,100,21,6.62,0.48,1.1,149.09,0.21,0.211798382018331
0,1,1,0,1,0,0,0,0,1,5,50,100,21,5.99,0.87,1.0,134.93,0.21,0.211798382018331
0,1,1,0,1,0,0,0,0,1,5,100,100,27,6.82,1.19,1.22,173.48,0.27,0.2689412391611882
