game_number	player_bankrupt	turn
804	Charly	36
804	Alice	70
804	Hero	78
806	Hero	49
806	Charly	53
806	Alice	64
807	Bob	29
807	Hero	31
807	Charly	50
808	Hero	132
808	Charly	134
808	Alice	188
809	Bob	28
809	Alice	48
809	Charly	108
810	Charly	39
810	Alice	58
810	Hero	61
811	Charly	26
811	Alice	29
811	Hero	39
813	Hero	31
813	Bob	33
813	Charly	35
814	Charly	25
814	Hero	26
814	Alice	36
815	Charly	59
815	Alice	72
815	Hero	93
816	Alice	76
816	Charly	90
816	Hero	91
819	Charly	46
819	Hero	50
819	Bob	52
821	Alice	25
821	Bob	33
821	Hero	53
823	Charly	119
823	Alice	121
823	Hero	128
824	Bob	29
824	Charly	30
824	Hero	30
825	Hero	39
825	Bob	41
825	Charly	43
826	Bob	23
826	Hero	29
826	Charly	37
827	Alice	53
827	Hero	96
827	Bob	102
828	Hero	34
828	Charly	39
828	Alice	47
831	Charly	44
831	Hero	48
831	Bob	53
832	Hero	38
832	Alice	59
832	Bob	77
833	Bob	32
833	Charly	34
833	Hero	35
834	Hero	30
834	Charly	30
834	Bob	66
835	Charly	51
835	Bob	62
835	Hero	94
836	Hero	36
836	Charly	42
836	Alice	44
837	Charly	39
837	Bob	40
837	Hero	43
839	Charly	19
839	Alice	33
839	Bob	41
840	Charly	41
840	Hero	51
840	Alice	62
841	Alice	53
841	Charly	70
841	Hero	78
843	Alice	59
843	Charly	71
843	Bob	82
846	Hero	38
846	Charly	48
846	Alice	48
847	Hero	35
847	Alice	51
847	Bob	54
848	Charly	48
848	Alice	52
848	Hero	59
849	Bob	31
849	Alice	34
849	Hero	44
850	Hero	48
850	Alice	48
850	Charly	53
851	Hero	35
851	Alice	40
851	Bob	45
852	Alice	51
852	Charly	57
852	Hero	60
853	Charly	74
853	Alice	81
853	Hero	85
854	Hero	33
854	Bob	39
854	Alice	52
855	Hero	46
855	Alice	48
855	Charly	50
856	Charly	126
856	Hero	154
856	Bob	168
857	Alice	454
857	Hero	470
859	Alice	23
859	Hero	27
859	Charly	35
864	Charly	27
864	Hero	30
864	Bob	41
866	Bob	112
866	Hero	116
866	Alice	159
868	Charly	43
868	Alice	57
868	Bob	60
871	Alice	40
871	Charly	43
871	Hero	45
874	Bob	20
874	Alice	27
874	Hero	36
876	Hero	67
876	Charly	76
876	Alice	83
877	Hero	78
877	Bob	87
877	Alice	89
878	Bob	50
878	Hero	52
878	Alice	58
879	Bob	22
879	Charly	30
879	Hero	32
880	Charly	42
880	Alice	42
880	Hero	58
881	Bob	75
881	Charly	81
881	Alice	82
882	Charly	51
882	Hero	61
882	Bob	69
883	Charly	42
883	Hero	51
883	Alice	95
885	Alice	61
885	Hero	66
885	Charly	85
887	Charly	37
887	Alice	58
887	Hero	129
888	Alice	44
888	Hero	65
888	Charly	88
890	Bob	39
890	Hero	46
890	Alice	63
891	Bob	87
891	Charly	102
892	Hero	33
892	Charly	38
892	Alice	44
893	Alice	30
893	Hero	37
893	Charly	40
894	Hero	55
894	Alice	66
894	Charly	73
897	Hero	29
897	Alice	31
897	Bob	33
898	Charly	30
898	Hero	40
898	Bob	48
900	Hero	53
900	Alice	62
900	Bob	64
901	Hero	25
901	Alice	29
901	Charly	47
902	Hero	29
902	Bob	33
902	Charly	39
903	Alice	39
903	Hero	48
903	Charly	51
904	Bob	83
904	Charly	97
904	Hero	159
905	Bob	31
905	Alice	39
905	Charly	42
906	Bob	63
906	Hero	75
906	Charly	92
907	Alice	51
907	Charly	78
907	Hero	84
908	Charly	54
908	Hero	57
908	Alice	59
909	Bob	28
909	Charly	41
909	Hero	41
910	Bob	76
910	Charly	90
910	Hero	93
911	Bob	97
911	Alice	121
911	Charly	135
912	Alice	24
912	Bob	24
912	Charly	24
914	Bob	37
914	Alice	44
914	Hero	47
915	Charly	19
915	Hero	20
915	Alice	50
916	Charly	30
916	Hero	45
916	Alice	60
917	Hero	27
917	Alice	30
917	Charly	43
918	Alice	97
918	Charly	110
918	Hero	145
919	Hero	45
919	Charly	53
919	Alice	93
920	Hero	27
920	Alice	45
920	Charly	50
922	Alice	48
922	Hero	52
922	Charly	55
924	Alice	51
924	Bob	59
924	Hero	65
926	Hero	52
926	Charly	62
926	Bob	83
928	Bob	40
928	Alice	43
928	Hero	50
929	Alice	20
929	Hero	25
929	Charly	28
930	Bob	32
930	Hero	214
930	Charly	226
931	Bob	41
931	Charly	49
931	Hero	57
932	Hero	34
932	Alice	35
932	Bob	38
933	Hero	22
933	Alice	30
933	Charly	37
934	Bob	46
934	Alice	62
934	Hero	72
935	Bob	62
935	Charly	64
935	Alice	79
936	Bob	34
936	Hero	43
936	Charly	49
937	Alice	23
937	Charly	38
937	Bob	119
938	Alice	64
938	Hero	64
938	Charly	72
939	Hero	23
939	Charly	26
939	Alice	28
940	Charly	22
940	Hero	23
940	Alice	31
942	Bob	32
942	Hero	41
942	Charly	43
943	Alice	22
943	Hero	38
943	Charly	51
944	Bob	34
944	Charly	36
944	Alice	59
945	Hero	35
945	Charly	53
945	Bob	65
946	Hero	25
946	Charly	29
946	Alice	29
947	Hero	44
947	Charly	46
947	Bob	55
951	Charly	36
951	Hero	45
951	Alice	53
952	Hero	28
952	Charly	29
952	Alice	36
953	Bob	88
953	Alice	95
953	Hero	96
954	Bob	35
954	Hero	42
954	Charly	80
957	Charly	31
957	Alice	54
957	Bob	73
960	Alice	42
960	Bob	57
960	Hero	65
961	Hero	124
961	Bob	131
961	Charly	148
962	Charly	50
962	Bob	52
962	Hero	60
964	Hero	49
964	Charly	55
964	Alice	59
965	Alice	44
965	Charly	50
965	Hero	54
967	Charly	36
967	Bob	36
967	Hero	81
968	Alice	48
968	Bob	58
968	Hero	63
969	Charly	69
969	Alice	97
969	Hero	110
971	Charly	21
971	Bob	25
971	Hero	44
973	Alice	37
973	Bob	56
973	Charly	92
974	Bob	44
974	Charly	47
974	Alice	61
975	Alice	171
975	Hero	189
977	Alice	45
977	Charly	93
977	Bob	136
979	Bob	53
979	Hero	54
979	Alice	56
980	Hero	35
980	Charly	42
980	Alice	42
981	Bob	45
981	Hero	54
981	Charly	54
982	Hero	80
982	Charly	83
982	Bob	86
983	Charly	52
983	Hero	59
983	Alice	73
986	Alice	52
986	Bob	74
986	Charly	119
987	Alice	56
987	Bob	56
987	Hero	60
988	Hero	48
988	Bob	53
988	Charly	54
990	Bob	71
990	Charly	76
990	Alice	112
991	Hero	47
991	Charly	47
991	Alice	60
992	Bob	55
992	Charly	61
992	Hero	64
993	Bob	59
993	Alice	63
993	Charly	134
994	Hero	36
994	Bob	47
994	Alice	66
995	Hero	18
995	Bob	25
995	Charly	33
998	Charly	19
998	Alice	22
998	Hero	25
999	Hero	24
999	Alice	31
999	Bob	33
1000	Alice	46
1000	Bob	53
1000	Hero	54
1001	Hero	21
1001	Alice	34
1001	Charly	47
1002	Alice	65
1002	Bob	71
1002	Hero	87
1004	Bob	56
1004	Charly	63
1004	Alice	78
1005	Charly	50
1005	Alice	51
1005	Hero	55
1009	Bob	33
1009	Alice	40
1009	Hero	44
1010	Bob	42
1010	Hero	68
1010	Alice	81
1011	Alice	31
1011	Charly	47
1011	Hero	55
1012	Charly	26
1012	Bob	42
1012	Hero	46
1013	Hero	35
1013	Charly	49
1013	Alice	52
1014	Charly	22
1014	Alice	30
1014	Hero	38
1016	Bob	57
1016	Alice	63
1016	Charly	63
1017	Hero	38
1017	Charly	46
1017	Alice	65
1018	Alice	38
1018	Bob	46
1018	Charly	70
1019	Alice	31
1019	Bob	41
1019	Charly	51
1022	Bob	43
1022	Charly	43
1022	Hero	74
1024	Hero	49
1024	Alice	52
1024	Charly	62
1025	Charly	31
1025	Bob	40
1025	Hero	100
1026	Bob	43
1026	Charly	44
1026	Alice	55
1027	Charly	27
1027	Hero	40
1027	Alice	53
1028	Charly	33
1028	Hero	59
1028	Bob	68
1029	Hero	49
1029	Charly	51
1029	Bob	56
1030	Bob	28
1030	Alice	28
1030	Hero	40
1031	Charly	39
1031	Alice	41
1031	Bob	42
1032	Hero	32
1032	Charly	35
1032	Bob	41
1033	Alice	35
1033	Charly	44
1033	Hero	44
1037	Alice	40
1037	Hero	40
1037	Charly	66
1041	Bob	25
1041	Alice	29
1041	Charly	39
1042	Bob	23
1042	Hero	33
1042	Alice	36
1043	Charly	55
1043	Hero	60
1043	Alice	62
1044	Charly	39
1047	Bob	102
1047	Hero	103
1047	Alice	108
1048	Alice	60
1048	Charly	61
1048	Hero	72
1050	Bob	30
1050	Hero	75
1050	Alice	82
1051	Alice	19
1051	Hero	20
1051	Bob	37
1052	Charly	37
1052	Alice	41
1052	Hero	49
1053	Hero	45
1053	Alice	49
1053	Bob	52
1054	Hero	28
1054	Charly	48
1054	Alice	48
1056	Hero	46
1056	Alice	51
1056	Charly	69
1060	Charly	44
1060	Bob	51
1060	Hero	64
1062	Charly	51
1062	Alice	54
1062	Bob	61
1063	Bob	38
1063	Charly	44
1063	Alice	97
1064	Hero	20
1064	Bob	23
1064	Alice	24
1066	Charly	20
1066	Bob	39
1066	Alice	70
1067	Alice	29
1067	Charly	40
1067	Hero	54
1070	Alice	54
1070	Charly	123
1070	Bob	129
1071	Hero	134
1071	Alice	141
1071	Charly	142
1072	Alice	40
1072	Hero	43
1072	Charly	66
1073	Alice	24
1073	Hero	27
1073	Bob	35
1074	Bob	44
1074	Hero	49
1074	Charly	59
1075	Bob	35
1075	Alice	42
1075	Hero	86
1076	Hero	173
1076	Charly	189
1076	Alice	203
1077	Hero	77
1077	Alice	81
1077	Charly	82
1078	Alice	53
1078	Charly	59
1078	Hero	76
1079	Charly	44
1079	Alice	55
1079	Hero	57
1081	Alice	36
1081	Bob	45
1081	Charly	55
1082	Hero	41
1082	Bob	54
1082	Alice	61
1083	Charly	38
1083	Bob	67
1083	Alice	76
1084	Charly	24
1084	Hero	42
1084	Alice	49
1087	Charly	41
1087	Hero	45
1087	Alice	53
1091	Alice	43
1091	Charly	51
1091	Bob	70
1093	Hero	29
1093	Charly	32
1093	Alice	42
1094	Charly	48
1094	Bob	49
1094	Hero	53
1095	Charly	26
1095	Alice	27
1095	Hero	38
1096	Alice	40
1096	Bob	45
1096	Hero	48
1097	Hero	38
1097	Charly	44
1097	Alice	57
1098	Bob	20
1098	Hero	39
1098	Charly	43
1100	Hero	36
1100	Bob	37
1100	Charly	48
1101	Bob	35
1101	Alice	49
1101	Hero	59
1102	Alice	45
1102	Charly	65
1102	Hero	73
1103	Bob	69
1103	Alice	69
1103	Hero	83
1105	Alice	42
1105	Charly	50
1105	Bob	73
1106	Charly	53
1106	Hero	57
1106	Alice	62
1108	Hero	91
1108	Bob	106
1108	Alice	108
1109	Hero	27
1109	Bob	37
1109	Charly	38
1111	Charly	48
1111	Bob	53
1111	Hero	102
1112	Hero	52
1112	Alice	59
1112	Bob	64
1113	Hero	45
1113	Alice	52
1113	Charly	61
1115	Bob	50
1115	Hero	56
1115	Alice	68
1116	Hero	41
1116	Bob	44
1116	Charly	46
1118	Bob	36
1118	Hero	36
1118	Charly	48
1119	Alice	50
1119	Bob	57
1119	Charly	80
1120	Bob	50
1120	Charly	70
1120	Hero	92
1121	Bob	24
1121	Charly	48
1121	Hero	51
1122	Hero	39
1122	Charly	72
1122	Bob	73
1123	Alice	56
1123	Hero	65
1123	Charly	74
1125	Charly	27
1125	Hero	38
1125	Alice	43
1126	Charly	43
1126	Alice	49
1126	Bob	64
1127	Charly	37
1127	Alice	53
1127	Hero	58
1128	Hero	49
1128	Alice	93
1128	Bob	101
1135	Alice	51
1135	Charly	55
1135	Hero	58
1136	Charly	54
1136	Hero	62
1136	Bob	65
1137	Bob	58
1137	Charly	69
1137	Hero	73
1140	Charly	53
1140	Hero	53
1140	Bob	58
1145	Alice	84
1145	Bob	85
1145	Charly	108
1146	Charly	39
1146	Alice	49
1146	Hero	55
1147	Bob	591
1148	Hero	35
1148	Bob	46
1148	Alice	46
1149	Charly	35
1149	Hero	45
1149	Alice	51
1150	Hero	87
1150	Charly	91
1150	Alice	92
1151	Alice	38
1151	Bob	58
1151	Charly	81
1152	Alice	35
1152	Bob	45
1152	Hero	56
1153	Bob	55
1153	Hero	59
1153	Charly	59
1154	Hero	17
1154	Charly	26
1154	Bob	43
1155	Bob	44
1155	Hero	52
1155	Alice	54
1156	Hero	34
1156	Bob	39
1156	Alice	45
1157	Hero	67
1157	Charly	89
1157	Bob	90
1158	Charly	40
1158	Alice	43
1158	Hero	46
1159	Hero	31
1159	Charly	33
1159	Bob	44
1160	Alice	39
1160	Hero	40
1160	Charly	44
1162	Alice	30
1162	Hero	33
1162	Charly	41
1164	Charly	33
1164	Hero	33
1164	Bob	43
1165	Charly	74
1165	Bob	81
1165	Alice	107
1166	Hero	40
1166	Charly	41
1166	Alice	50
1167	Alice	44
1167	Hero	44
1167	Charly	61
1168	Bob	24
1168	Charly	25
1168	Hero	37
1171	Alice	36
1171	Hero	36
1171	Charly	39
1174	Hero	29
1174	Bob	34
1174	Alice	50
1176	Charly	49
1176	Alice	80
1176	Bob	89
1181	Bob	26
1181	Hero	32
1181	Charly	43
1182	Alice	69
1182	Bob	84
1182	Hero	93
1184	Alice	47
1184	Hero	50
1184	Bob	62
1186	Charly	41
1186	Hero	51
1186	Bob	56
1187	Alice	61
1187	Charly	75
1187	Hero	76
1188	Hero	46
1188	Bob	62
1188	Alice	76
1189	Bob	49
1189	Hero	58
1189	Alice	70
1192	Bob	35
1192	Charly	40
1192	Hero	69
1195	Alice	54
1195	Bob	71
1195	Hero	88
1196	Alice	58
1196	Charly	63
1196	Hero	67
1197	Hero	32
1197	Alice	38
1197	Bob	39
1199	Bob	40
1199	Hero	40
1199	Charly	52
1200	Bob	51
1200	Alice	56
1200	Hero	59
1201	Bob	33
1201	Hero	40
1201	Charly	51
1202	Bob	56
1202	Hero	85
1205	Bob	52
1205	Hero	68
1205	Charly	71
1206	Charly	22
1206	Alice	33
1206	Bob	48
1207	Hero	48
1207	Charly	52
1207	Alice	52
1208	Bob	38
1208	Hero	39
1208	Alice	58
1209	Hero	37
1209	Alice	56
1209	Charly	59
1212	Hero	50
1212	Alice	58
1212	Charly	64
1213	Alice	51
1213	Charly	65
1213	Hero	65
1215	Charly	33
1215	Bob	40
1215	Hero	49
1216	Hero	26
1216	Bob	32
1216	Charly	58
1217	Charly	327
1218	Charly	74
1218	Alice	200
1218	Hero	215
1219	Charly	47
1219	Bob	48
1219	Hero	57
1222	Charly	56
1222	Alice	65
1222	Bob	104
1223	Hero	26
1223	Bob	32
1223	Alice	36
1224	Charly	49
1224	Bob	49
1224	Hero	63
1225	Alice	56
1225	Charly	60
1225	Bob	69
1227	Alice	41
1227	Hero	46
1227	Bob	52
1228	Hero	30
1228	Bob	32
1228	Charly	37
1231	Charly	68
1231	Bob	74
1231	Alice	138
1232	Alice	45
1232	Hero	48
1232	Bob	52
1233	Hero	47
1233	Charly	66
1233	Bob	77
1234	Alice	31
1234	Hero	39
1234	Bob	47
1235	Alice	25
1235	Hero	25
1235	Bob	30
1236	Bob	57
1236	Charly	65
1236	Hero	96
1238	Charly	50
1238	Hero	50
1238	Alice	52
1240	Charly	30
1240	Bob	66
1240	Alice	103
1241	Alice	81
1241	Bob	200
1242	Hero	40
1242	Alice	42
1242	Bob	50
1244	Hero	44
1244	Charly	50
1244	Bob	75
1245	Hero	53
1245	Alice	67
1245	Bob	68
1247	Bob	51
1247	Alice	62
1247	Hero	67
1248	Hero	27
1248	Bob	31
1248	Alice	37
1249	Alice	44
1249	Bob	60
1249	Charly	79
1252	Hero	39
1252	Bob	42
1252	Alice	46
1253	Bob	38
1253	Charly	41
1253	Alice	53
1255	Alice	28
1255	Hero	47
1255	Charly	48
1257	Charly	54
1257	Alice	59
1257	Bob	107
1258	Alice	87
1258	Hero	89
1258	Bob	93
1259	Hero	52
1259	Alice	55
1259	Bob	60
1260	Charly	45
1260	Alice	67
1260	Bob	69
1262	Hero	30
1262	Bob	41
1262	Alice	45
1263	Bob	27
1263	Alice	28
1263	Charly	51
1266	Charly	46
1266	Hero	51
1266	Alice	55
1267	Bob	202
1267	Charly	215
1268	Alice	28
1268	Bob	29
1268	Charly	37
1271	Hero	52
1271	Bob	63
1271	Alice	83
1272	Charly	47
1272	Alice	60
1272	Bob	95
1273	Hero	27
1273	Alice	33
1273	Charly	38
1274	Alice	54
1274	Bob	68
1274	Hero	80
1275	Bob	25
1275	Hero	37
1275	Alice	43
1276	Charly	65
1276	Alice	79
1276	Bob	123
1277	Alice	46
1277	Charly	46
1277	Hero	52
1278	Hero	32
1278	Bob	52
1278	Charly	52
1279	Hero	63
1279	Charly	90
1279	Alice	95
1280	Hero	45
1280	Charly	49
1280	Alice	50
1281	Bob	32
1281	Alice	34
1281	Hero	39
1282	Bob	19
1282	Hero	36
1282	Alice	42
1283	Bob	21
1283	Hero	29
1283	Alice	29
1284	Hero	17
1284	Alice	25
1284	Bob	28
1285	Alice	46
1285	Bob	70
1285	Charly	95
1286	Alice	20
1286	Hero	21
1286	Bob	25
1288	Alice	259
1288	Charly	277
1288	Hero	288
1289	Hero	76
1289	Charly	76
1289	Alice	86
1290	Charly	40
1290	Alice	45
1290	Bob	97
1291	Bob	32
1291	Charly	47
1291	Hero	50
1292	Bob	40
1292	Alice	70
1292	Hero	77
1293	Bob	51
1293	Hero	52
1293	Alice	58
1294	Hero	29
1294	Bob	43
1294	Charly	69
1296	Charly	31
1296	Alice	35
1296	Hero	39
1299	Hero	27
1299	Charly	35
1299	Bob	37
1300	Alice	32
1300	Charly	39
1300	Hero	41
1301	Bob	57
1301	Hero	64
1301	Alice	78
1302	Charly	58
1302	Hero	59
1302	Alice	78
1306	Hero	88
1306	Bob	97
1306	Charly	118
1308	Alice	39
1308	Hero	54
1308	Bob	57
1311	Charly	22
1311	Hero	38
1311	Alice	50
1314	Alice	36
1314	Hero	47
1314	Charly	54
1316	Bob	35
1316	Alice	77
1316	Charly	88
1318	Charly	50
1318	Hero	57
1318	Bob	60
1321	Hero	35
1321	Alice	42
1321	Charly	45
1324	Hero	69
1324	Bob	81
1324	Charly	85
1325	Alice	79
1325	Charly	103
1325	Hero	135
1326	Bob	70
1326	Alice	71
1326	Hero	119
1327	Hero	63
1327	Alice	79
1327	Bob	88
1329	Charly	37
1329	Bob	48
1329	Alice	55
1330	Hero	49
1330	Charly	54
1330	Bob	58
1331	Hero	62
1331	Charly	64
1331	Bob	68
1332	Bob	69
1332	Hero	80
1332	Charly	116
1333	Alice	42
1333	Bob	44
1333	Hero	45
1335	Bob	53
1335	Alice	62
1335	Hero	65
1336	Hero	40
1336	Charly	54
1336	Bob	73
1337	Alice	44
1337	Bob	59
1337	Hero	72
1340	Alice	40
1340	Bob	55
1340	Hero	60
1341	Bob	54
1341	Charly	68
1341	Alice	72
1342	Bob	44
1342	Alice	60
1342	Charly	63
1344	Hero	47
1344	Bob	80
1344	Charly	83
1348	Alice	48
1348	Bob	49
1348	Hero	70
1349	Alice	33
1349	Bob	41
1349	Hero	51
1350	Alice	34
1350	Charly	47
1350	Hero	51
1351	Charly	38
1351	Alice	41
1351	Hero	46
1352	Bob	45
1352	Hero	54
1352	Charly	62
1353	Hero	36
1353	Bob	50
1353	Charly	61
1356	Bob	30
1356	Alice	41
1356	Hero	42
1357	Hero	25
1357	Bob	34
1357	Alice	37
1358	Alice	12
1358	Bob	14
1358	Charly	20
1359	Bob	32
1359	Alice	39
1359	Hero	66
1360	Charly	41
1360	Bob	48
1360	Hero	58
1361	Bob	26
1361	Charly	47
1361	Hero	50
1362	Charly	39
1362	Alice	49
1362	Hero	51
1363	Charly	38
1363	Alice	50
1363	Bob	106
1364	Charly	39
1364	Alice	45
1364	Hero	54
1365	Alice	24
1365	Bob	26
1365	Hero	65
1366	Bob	64
1366	Hero	72
1366	Alice	73
1367	Charly	32
1367	Alice	33
1367	Hero	50
1368	Alice	54
1368	Charly	55
1368	Hero	57
1370	Bob	28
1370	Hero	35
1370	Charly	66
1372	Charly	33
1372	Bob	48
1372	Hero	49
1374	Hero	73
1374	Alice	76
1375	Charly	32
1375	Bob	37
1375	Alice	45
1376	Charly	27
1376	Hero	40
1376	Alice	55
1377	Alice	46
1377	Charly	53
1377	Bob	122
1378	Charly	38
1378	Bob	47
1378	Hero	55
1379	Bob	40
1379	Alice	41
1379	Hero	52
1380	Alice	34
1380	Bob	46
1380	Charly	66
1381	Charly	39
1381	Alice	42
1381	Hero	44
1382	Hero	47
1382	Bob	66
1382	Charly	84
1383	Bob	31
1383	Hero	36
1383	Alice	46
1386	Alice	40
1386	Charly	63
1387	Bob	75
1387	Hero	104
1387	Charly	110
1389	Alice	32
1389	Hero	33
1389	Charly	56
1390	Bob	28
1390	Hero	35
1390	Charly	39
1391	Bob	68
1391	Alice	71
1391	Hero	76
1394	Bob	45
1394	Charly	64
1394	Hero	110
1395	Bob	54
1395	Hero	59
1395	Alice	137
1396	Charly	55
1396	Hero	61
1396	Bob	61
1397	Hero	28
1397	Alice	28
1397	Charly	33
1398	Alice	40
1398	Hero	58
1398	Bob	68
1400	Hero	56
1400	Charly	57
1400	Bob	65
1401	Charly	34
1401	Alice	34
1401	Hero	38
1402	Alice	25
1402	Charly	40
1402	Hero	40
1403	Bob	63
1403	Charly	152
1403	Hero	169
1404	Bob	36
1404	Charly	36
1404	Hero	43
1405	Hero	50
1405	Charly	68
1405	Alice	74
1406	Charly	32
1406	Hero	41
1406	Bob	44
1407	Hero	53
1407	Alice	60
1407	Bob	68
1408	Hero	23
1408	Alice	27
1408	Charly	37
1410	Charly	70
1410	Alice	72
1410	Hero	78
1411	Charly	29
1411	Hero	38
1411	Alice	43
1412	Charly	49
1412	Alice	53
1412	Bob	73
1413	Alice	39
1413	Charly	46
1413	Hero	64
1415	Bob	41
1415	Alice	43
1415	Charly	74
1416	Hero	29
1416	Charly	44
1416	Alice	47
1417	Bob	88
1417	Alice	105
1417	Hero	106
1419	Bob	39
1419	Charly	42
1419	Hero	50
1422	Charly	39
1422	Hero	39
1422	Bob	43
1423	Charly	56
1423	Hero	61
1423	Bob	73
1425	Charly	39
1425	Hero	49
1425	Bob	58
1426	Bob	50
1426	Charly	71
1426	Alice	96
1427	Bob	72
1427	Alice	80
1427	Hero	86
1429	Alice	40
1429	Bob	40
1429	Hero	52
1431	Hero	56
1431	Alice	69
1431	Charly	78
1433	Charly	41
1433	Alice	44
1433	Hero	49
1436	Bob	42
1436	Hero	43
1436	Charly	45
1438	Hero	27
1438	Charly	29
1438	Bob	31
1439	Hero	38
1439	Alice	41
1439	Bob	50
1440	Bob	176
1440	Charly	181
