buy_brown,buy_light_blue,buy_pink,buy_orange,buy_red,buy_yellow,buy_green,buy_indigo,buy_stations,buy_utilities,max_development_level,unspendable_cash,pred_avg_win_regressor,pred_game_win_prob_classifier
1,0,1,0,0,0,0,1,1,1,3,100,0.27613364181069916,0.24773274868477727
1,1,1,0,0,1,0,0,1,0,5,100,0.2357616342285891,0.24773262486617287
1,1,0,0,1,1,1,0,1,0,5,0,0.23394916690236073,0.2477325136885921
1,1,0,1,0,1,1,0,0,1,3,0,0.25447701916326304,0.24773223217821827
1,0,0,1,0,1,0,1,0,1,5,100,0.24673450999310922,0.24773119184732656
1,0,1,1,0,1,0,1,0,1,5,100,0.2532145850910793,0.24773115305499158
0,1,1,0,1,1,1,1,1,1,3,50,0.2544157767808785,0.24773099646573643
1,1,1,1,0,0,1,1,0,1,5,0,0.26677498205942135,0.24773097586581608
0,1,0,1,0,0,1,0,0,1,5,0,0.24130330609387654,0.24773060049118087
0,1,1,1,1,0,1,0,1,1,5,100,0.25138341676741555,0.2477304723598007
1,0,1,0,1,0,0,0,1,0,3,100,0.2374275456910549,0.24772999276343804
1,0,1,1,1,0,0,0,1,0,3,100,0.2421585753535815,0.247729864063359
0,1,1,1,1,1,1,1,0,0,5,100,0.24022930525937505,0.24772950004145158
1,1,1,1,0,0,0,1,1,1,3,100,0.235860710690797,0.24772932063636083
1,1,1,0,0,0,0,1,0,0,5,50,0.24593741085045437,0.24772893116777892
1,1,1,1,1,0,1,1,1,1,3,0,0.25520801052740183,0.24772891854236576
1,1,1,0,1,0,1,0,1,1,5,50,0.24832726864552226,0.24772870216784137
0,1,0,0,1,0,1,1,0,0,5,50,0.24847027508546277,0.24772823751099043
0,1,0,1,0,1,0,0,0,0,5,100,0.24967548773956544,0.24772801175057282
0,1,0,1,0,1,0,1,0,0,3,100,0.2586939709158995,0.24772774941399595
1,1,1,0,0,0,1,0,0,1,3,0,0.2646490766405576,0.24772770901925578
1,0,0,0,0,1,1,0,0,1,3,100,0.2499562910558569,0.24772730816550959
0,1,1,0,1,0,0,0,1,1,3,0,0.2519845993154762,0.2477272039049058
0,1,1,0,1,1,0,0,0,0,3,50,0.26833388374783645,0.24772642762825173
1,0,1,1,0,1,0,1,1,0,5,0,0.25189053948302426,0.247726353693281
1,0,0,1,1,1,0,1,0,1,5,50,0.2454557127595441,0.24772587965922957
0,1,0,1,1,0,0,1,1,0,5,100,0.26956562479644297,0.24772571219375097
1,0,1,1,0,1,0,0,0,1,3,100,0.2717767722332085,0.24772478876007079
1,0,1,0,1,1,0,0,1,1,5,100,0.24930999787425043,0.2477242650294878
1,0,1,1,1,1,1,1,1,0,5,0,0.25188413368071844,0.2477241772883363
0,1,1,1,0,0,1,1,0,0,3,50,0.24132023875787614,0.24772414736011622
1,1,0,0,0,0,1,0,0,1,5,50,0.24701008290301266,0.24772391394556256
1,1,0,0,1,0,1,0,0,0,5,50,0.23876494368791046,0.24772386722256973
0,1,1,0,0,0,1,0,0,1,5,0,0.25100727893661595,0.24772359206239666
1,1,1,1,1,0,0,0,0,0,3,50,0.25018719531207356,0.2477232115845876
1,1,0,0,0,1,0,1,1,1,5,100,0.25575025407803564,0.24772318393579637
1,0,1,0,0,0,0,1,0,0,5,0,0.2661744190741823,0.24772305896617047
1,0,1,0,0,0,0,1,1,0,5,0,0.24884636294166812,0.2477229718156993
1,0,0,1,0,0,1,0,0,0,3,50,0.24181514653716416,0.24772292642960755
0,1,0,1,1,1,1,1,0,1,5,0,0.25778351860077064,0.24772248537883962
0,1,1,1,1,0,1,0,1,1,3,100,0.252210632324881,0.24772181097427026
1,0,1,1,1,1,1,1,1,0,5,50,0.24142537179535867,0.24772110887588542
1,1,1,1,1,0,0,1,1,1,5,0,0.2544410614106219,0.24772107146215377
1,1,1,1,0,0,1,1,1,1,5,50,0.24297760171125682,0.24772086651841865
0,1,1,1,1,0,1,0,0,0,5,100,0.2427892368443044,0.24772078877856654
1,0,0,0,0,1,1,0,1,0,5,100,0.2610805110444956,0.24772075371941088
0,1,1,0,1,0,1,0,1,0,5,100,0.24717949742497528,0.2477205481567452
1,1,0,0,1,1,1,0,0,0,3,0,0.24912269338790996,0.2477203541020388
1,1,1,0,0,0,1,0,0,1,3,100,0.25430578642399904,0.24772029965560988
0,1,1,0,0,1,0,1,1,1,3,50,0.2605122049670682,0.2477202509899054
1,1,1,0,1,0,0,0,1,1,5,0,0.24325620183776284,0.24772019767822978
1,1,0,1,1,1,0,0,0,0,5,50,0.23907546397148957,0.2477200462828873
1,1,1,1,0,1,1,0,0,0,5,100,0.2503974370997384,0.24771986382982703
1,0,1,0,1,1,1,1,1,1,5,100,0.2616478846763623,0.2477195584894316
1,0,0,1,1,1,1,0,1,0,5,100,0.23820004926526575,0.24771899104881565
1,1,0,1,0,1,1,1,1,0,5,0,0.2659660733968534,0.2477185438335932
0,1,1,0,0,1,0,0,1,1,3,50,0.2745652540754034,0.24771839719397182
0,1,1,1,0,1,1,1,0,0,5,0,0.24689391765818458,0.24771829299077863
1,0,1,1,1,0,1,0,0,0,5,0,0.2691080463409121,0.24771813776364016
1,0,1,1,1,0,1,1,1,0,5,50,0.250968878706885,0.2477178483962319
1,0,0,1,0,1,0,0,0,0,5,50,0.24966086758951875,0.24771770428472767
1,1,1,1,0,0,1,1,0,0,3,100,0.24150615499835484,0.24771737090906557
0,1,1,0,0,1,1,0,0,0,3,0,0.2538087821302094,0.24771729212318086
0,1,0,1,0,0,1,1,1,1,5,50,0.2469268796129549,0.2477166139089327
0,1,1,0,0,0,1,0,0,1,5,50,0.25019564096351093,0.24771623282328137
1,1,1,1,0,1,1,0,1,0,5,0,0.23801135634751544,0.24771562699221067
0,1,1,1,0,0,1,1,0,0,5,50,0.24767620594342762,0.2477156098258119
1,0,1,1,1,0,0,1,0,0,3,50,0.24227090268301535,0.24771560793921887
1,1,1,0,0,0,0,1,0,1,3,100,0.24988992710423666,0.24771514165907793
1,1,0,1,1,1,0,1,0,1,3,0,0.26614240181888316,0.24771502171477655
0,1,1,1,0,1,0,1,0,0,3,50,0.24973951053522297,0.24771483195771804
1,1,0,0,0,0,0,1,0,1,3,0,0.2561046623739686,0.24771472376973303
1,0,1,1,0,1,1,1,1,1,3,50,0.2311661343044512,0.2477137643957746
1,1,0,0,0,0,0,0,1,0,5,50,0.2445622076886511,0.24771339688717667
1,1,1,1,0,1,1,0,1,0,3,100,0.23028665526096767,0.24771328608575507
1,1,1,1,0,1,0,0,0,0,5,100,0.2501333199226004,0.24771317656072864
0,1,0,0,0,1,1,1,1,0,3,50,0.24034005824890461,0.2477131494261145
1,1,1,0,0,0,1,0,1,0,3,50,0.2496821093857055,0.24771299474987768
1,0,0,1,0,1,0,1,0,1,3,100,0.26035487100604615,0.24771282571238692
0,1,1,0,0,0,0,0,0,0,3,50,0.2321772266132266,0.24771271273494805
1,1,0,0,0,0,0,0,0,0,3,0,0.254190109982212,0.24771263348864975
0,1,1,0,1,1,0,1,0,0,3,100,0.26068011974615674,0.24771254854327088
0,1,0,1,0,0,1,0,0,1,3,50,0.2513184299598561,0.2477122008088024
1,1,1,1,0,0,1,0,0,1,5,100,0.23603374651373202,0.24771197901684325
1,1,0,1,0,0,0,0,0,0,3,50,0.24411895302998493,0.2477116099666598
0,1,0,1,1,0,0,1,1,0,3,100,0.2549603898677661,0.24771126866109827
1,1,1,1,0,0,1,0,1,1,5,50,0.23576513778461272,0.24771075724844122
1,0,0,0,1,1,0,1,1,0,5,50,0.24866039708780796,0.24771029466256894
0,1,0,1,0,1,1,1,1,1,3,100,0.2496495193210569,0.24770971826964788
1,0,1,1,0,1,0,0,0,1,5,50,0.26853327006564387,0.24770838443369464
1,1,0,1,0,0,0,1,0,1,5,0,0.24273835675809222,0.247707866680615
1,1,0,1,0,1,1,0,0,0,5,100,0.25628627915712376,0.24770757151858933
1,0,1,1,0,0,1,1,1,1,5,50,0.23657710532387116,0.24770755676319758
1,0,1,1,0,0,1,1,0,1,5,50,0.2577076234358727,0.24770743401330253
1,1,1,0,0,0,1,1,0,0,3,100,0.23302972339566427,0.24770699608171207
1,1,0,1,0,0,0,0,1,0,5,100,0.24289850424832155,0.24770665478320603
1,1,1,1,0,1,1,1,0,1,5,50,0.24654499168302305,0.24770665415499016
0,1,1,0,1,1,1,0,1,0,5,100,0.24841461307459003,0.24770665401939174
1,1,0,1,0,1,0,0,0,0,5,50,0.255055263337769,0.24770659149620006
1,0,0,1,1,0,1,0,1,1,3,0,0.2689222768403674,0.24770618854444976
1,0,1,0,0,1,1,0,1,0,5,50,0.24191519202937176,0.24770553760919087
1,0,1,1,0,0,0,1,1,1,3,100,0.2658282043324772,0.2477054659083649
1,1,1,1,0,1,0,1,1,1,3,100,0.24628505014435875,0.24770533981342618
1,0,1,0,1,1,0,1,0,0,3,100,0.24332479817869693,0.24770532181739005
1,0,1,1,0,0,1,1,1,1,5,0,0.24475002876130114,0.24770496500519923
1,0,1,1,0,0,0,1,0,1,3,100,0.2667701225952153,0.24770491110934217
1,1,1,0,1,1,0,0,0,0,5,50,0.23998638241091788,0.24770449855023152
1,0,1,0,1,0,0,0,0,0,3,100,0.26022867565800206,0.24770420709677549
1,1,1,0,0,0,0,1,0,1,5,100,0.2585834866674388,0.2477036574681521
1,0,1,0,0,1,0,0,1,1,3,50,0.2452961823799798,0.24770359236871461
0,1,1,1,1,0,1,1,0,0,5,0,0.24118586322855337,0.24770353681730017
0,1,0,0,1,1,1,0,1,0,3,50,0.24659527992263872,0.2477034446398525
1,1,0,0,1,1,0,1,1,1,3,50,0.254784689302903,0.24770262275589397
1,1,0,1,0,0,1,1,1,1,5,50,0.2455281519468998,0.24770251683790218
1,0,0,1,0,1,0,1,1,1,3,100,0.24048898669714389,0.24770229761969348
0,1,0,0,1,0,1,0,1,1,3,50,0.25262316624593256,0.2477021641769972
1,0,1,1,1,1,1,1,0,0,5,50,0.24965225203139232,0.24770182789190884
1,0,1,1,0,1,0,1,1,1,5,100,0.24915030260355658,0.2477016568455407
1,1,0,0,1,1,1,1,0,0,3,0,0.2566935865376324,0.24770145852521114
1,1,1,0,0,0,0,1,0,0,3,100,0.24287053869370023,0.24770139979091085
0,1,0,0,0,1,0,1,1,1,5,100,0.23595439736855753,0.2477012222107707
1,1,0,0,0,0,0,0,0,0,5,50,0.24917529635895216,0.24770112352099813
0,1,1,0,0,1,1,0,1,1,5,0,0.2443076153326075,0.2477010433195638
0,1,1,1,0,0,0,0,1,1,3,100,0.23422247191718884,0.24770065673167813
1,0,0,1,0,0,0,0,1,0,3,0,0.24176772733684487,0.24770053083544843
1,1,0,1,0,1,1,0,0,0,5,50,0.25383540702269597,0.24770026144070148
1,0,1,0,0,0,0,1,0,1,5,50,0.25249524507571275,0.24769963526296523
0,1,0,1,0,0,0,0,0,1,5,50,0.250494362816388,0.24769950418077197
1,0,1,0,0,0,0,1,1,1,5,50,0.24134363287279295,0.24769942423130709
1,1,0,0,1,1,1,0,0,1,5,50,0.24911425637785334,0.24769941529182912
0,1,0,1,1,1,0,1,1,1,5,100,0.23352335906004892,0.24769897662728688
1,0,1,0,0,0,1,1,0,1,5,100,0.25157842189498586,0.24769869285256085
0,1,1,1,0,1,0,1,1,0,5,0,0.25505994354050476,0.24769857403951495
1,0,1,0,0,0,1,1,1,1,5,100,0.2554780214520183,0.24769848182060566
0,1,0,0,1,1,0,0,1,1,5,50,0.2568715229985387,0.2476981330155165
1,0,1,0,1,1,0,1,1,0,3,0,0.2563641266922831,0.2476980577682745
1,0,1,1,1,0,1,1,0,0,5,0,0.25738612561597257,0.24769740730869322
1,1,1,0,0,0,0,1,0,1,3,50,0.2468958849618502,0.2476971237131056
0,1,0,1,1,1,1,0,1,1,5,50,0.2674197180050162,0.24769706098348884
1,1,0,0,0,0,1,1,1,1,3,0,0.24888721270760078,0.2476969639459074
0,1,1,1,0,1,0,0,1,0,5,0,0.2518565315961836,0.24769642440635078
1,1,1,0,1,0,1,1,1,0,3,0,0.24407435807816527,0.24769607501087193
1,1,0,1,1,0,1,1,1,1,5,0,0.2498900943701006,0.24769595218678903
1,1,0,1,0,1,0,1,1,0,3,50,0.2551972684862598,0.2476959373689503
0,1,0,1,1,1,0,0,1,1,5,100,0.26000049264390684,0.24769580280280748
1,0,0,1,1,0,0,1,1,0,5,50,0.2572733078295409,0.247695792463943
0,1,1,1,1,0,1,0,0,1,3,0,0.24103071665135717,0.24769573674849568
1,1,1,0,0,0,1,0,0,1,5,100,0.2533451813222539,0.247695014884686
1,1,0,0,1,1,1,1,0,1,5,0,0.24646755513382765,0.24769489647358994
1,1,1,1,0,0,1,1,1,0,5,100,0.232683051009888,0.24769423591900486
1,1,1,0,1,0,1,0,0,0,3,0,0.2598439490794729,0.24769414841543838
1,1,0,1,0,1,1,0,1,0,3,50,0.2536695514571129,0.2476939803215346
1,0,1,1,1,0,0,0,0,0,3,100,0.2569067808438248,0.2476938495039264
1,1,1,0,1,1,1,1,1,1,3,0,0.25271371869079673,0.247693604158499
1,1,0,0,0,0,0,1,1,0,3,100,0.25081908323687485,0.2476934951487491
0,1,0,0,1,0,0,1,1,1,3,100,0.2542903877123043,0.24769297866456236
1,0,1,1,0,0,0,1,0,0,5,0,0.2525449944375727,0.24769260416956204
1,1,1,1,1,0,1,0,1,1,3,0,0.2620682693579123,0.24769233963689116
1,0,1,0,0,1,0,1,0,1,3,0,0.256712372862528,0.24769231320553659
0,1,1,1,1,0,0,1,1,1,3,100,0.23723722688501972,0.24769186311995423
0,1,1,0,0,1,0,1,1,1,5,0,0.25908210847079954,0.2476918482908652
1,0,0,0,1,1,1,1,1,0,5,50,0.23480410848176805,0.2476915625193945
1,1,1,1,1,0,1,0,1,0,5,0,0.25241204071781737,0.2476910471618062
0,1,1,0,0,0,0,1,0,1,5,50,0.23854109991035347,0.24769097874451357
1,1,1,0,0,0,0,0,1,1,3,100,0.2380521019319497,0.24769080126056947
1,1,1,0,0,0,0,1,0,0,5,100,0.25090244844112797,0.24768998984100019
1,1,0,0,1,1,0,0,1,0,3,100,0.24595270551979528,0.24768980048764141
1,0,1,0,0,1,1,0,0,1,5,50,0.254309396910363,0.24768968870205615
1,0,1,1,0,0,1,1,0,1,3,50,0.26102660299394875,0.24768961997998584
1,1,1,1,1,0,1,1,0,1,3,0,0.2620356442900523,0.24768950034933565
1,1,1,1,0,0,1,1,0,1,3,100,0.25162013210673345,0.24768945618580823
1,0,1,0,0,0,0,1,0,1,5,0,0.26709818837169297,0.24768927847827862
1,0,1,0,0,0,0,1,1,1,5,0,0.25253445229766985,0.24768906746617553
1,0,0,0,0,0,1,1,1,0,3,0,0.20241008182511927,0.24768843068406782
0,1,0,0,0,1,1,0,1,1,3,50,0.26257113431378093,0.24768776617857355
0,1,0,0,0,1,0,1,1,0,5,50,0.24964861298796603,0.24768759379907532
0,1,1,1,1,1,1,0,0,1,3,50,0.24308672483089933,0.2476862397339064
1,1,1,0,0,1,1,0,0,0,5,100,0.25282539477067906,0.2476857473724697
1,0,0,0,1,1,1,0,1,0,5,100,0.22505737211852564,0.24768559302059928
1,1,0,1,1,1,1,1,1,1,3,50,0.2602208531244674,0.24768535651976925
0,1,1,0,1,1,0,0,1,0,3,100,0.24275300018662413,0.2476851272937343
1,1,1,0,0,0,0,0,1,0,5,50,0.2426258631648525,0.2476848995791971
0,1,0,0,1,0,1,0,0,1,5,0,0.25455618179833855,0.2476848782183667
1,0,0,1,1,1,0,0,1,0,5,50,0.2523882943556569,0.24768454540905557
1,1,1,1,0,0,1,1,1,0,3,50,0.2429442412709681,0.2476845218596349
0,1,0,0,1,1,1,1,1,0,5,50,0.24796494056613186,0.2476841692098076
0,1,1,0,1,0,1,1,1,0,3,50,0.23870346137744589,0.2476834294597361
1,0,0,0,0,0,1,0,0,1,5,50,0.2420942707630003,0.24768315450346737
1,0,0,0,0,0,1,0,1,1,5,50,0.2507962282696322,0.2476830229660681
1,1,1,1,1,1,0,0,0,1,5,50,0.24564077303890566,0.24768289509200542
1,1,0,1,1,0,0,0,1,0,5,0,0.22969941912674036,0.24768265801435527
0,1,0,1,0,0,0,0,0,1,3,50,0.24314098459334027,0.2476826202096412
1,1,1,0,0,1,1,0,1,0,5,0,0.24755721831396935,0.24768238298344714
1,1,1,1,0,0,1,1,0,0,5,100,0.2481948364263167,0.2476822616004286
1,1,0,0,0,1,0,0,1,0,5,100,0.24681391157202942,0.24768190133342544
1,0,1,0,0,1,1,0,1,0,3,100,0.22107775875625268,0.24768178996393134
1,1,1,1,0,0,1,1,0,1,3,50,0.24816696020798693,0.24768171898425306
1,1,1,1,0,1,1,0,1,1,5,50,0.24735352846943628,0.24768160371443382
1,1,1,1,1,0,1,1,0,1,5,0,0.2530017975672534,0.24768114203126243
0,1,1,1,1,0,1,1,1,0,3,100,0.24148001135765007,0.24768107374979395
1,1,1,1,1,0,1,1,1,0,5,0,0.24497003653442934,0.24767941925834092
0,1,0,1,1,0,1,1,0,1,5,100,0.22858234602282188,0.2476790190136799
1,1,0,0,1,0,1,1,1,1,5,0,0.24416955845353547,0.24767853201316342
1,1,0,0,1,1,1,1,0,0,5,0,0.2515864523314045,0.24767771019384544
1,0,1,0,1,0,1,0,1,1,5,0,0.24439432079849455,0.24767712792751184
1,1,0,1,1,0,1,1,0,0,5,0,0.24746087579212514,0.24767703283412038
0,1,1,0,1,1,1,0,1,0,3,100,0.24649209218319537,0.2476764338127372
1,0,1,0,0,1,0,0,1,1,5,0,0.26225068441190547,0.24767622158757213
1,0,0,0,1,0,1,1,0,1,3,50,0.23960481906967385,0.2476761583394583
1,0,1,0,0,1,1,0,0,0,3,0,0.2702593788553809,0.24767508896158225
1,1,1,0,1,0,0,0,1,0,5,50,0.2430882188674073,0.24767444435943547
1,1,1,1,0,1,1,0,0,1,5,100,0.24541301167190052,0.24767443161417346
1,0,0,1,0,0,1,0,1,1,3,50,0.255573181688133,0.24767419716275332
1,0,1,0,1,1,0,1,0,0,5,0,0.25985263676958525,0.24767385307642606
1,1,0,0,1,1,1,1,1,1,3,0,0.24538737656869192,0.2476736273542091
1,1,0,0,0,1,0,0,0,1,3,100,0.2466469343097409,0.24767301905270206
1,1,1,1,1,0,0,0,1,0,5,0,0.24488074976995475,0.2476727354089284
1,0,1,1,1,0,0,0,0,0,3,50,0.24470899793008663,0.2476726002001198
1,1,0,0,1,1,0,0,1,0,3,0,0.23644043791636624,0.24767237068096062
1,1,1,0,0,0,1,1,0,0,5,100,0.24301926395632614,0.24767190875922732
1,1,1,0,0,0,0,0,0,0,5,50,0.24696973447631348,0.24767164855540497
1,0,0,0,1,1,1,1,0,0,5,50,0.2501257712899734,0.24767145677602934
1,1,1,1,0,0,0,0,1,1,3,50,0.2245862444445877,0.24767100607182263
0,1,0,1,0,0,1,0,0,1,3,0,0.2609295516033504,0.24767095642841658
1,1,1,0,1,0,0,0,0,0,3,50,0.24939311596483274,0.24767036301864936
1,1,0,0,0,0,1,0,1,1,5,0,0.2437523735333862,0.2476702978697498
1,0,0,1,1,1,1,0,1,0,5,0,0.2566284257753148,0.24766983769162926
0,1,1,0,1,1,0,0,0,1,5,100,0.256392096321413,0.24766948313378384
1,1,1,0,1,1,0,1,1,1,5,100,0.2515756247535148,0.24766933681104822
1,1,0,0,0,1,1,1,1,1,3,100,0.2517865139336711,0.24766926439674086
0,1,1,1,1,1,0,0,0,1,3,50,0.24439561333552623,0.24766910598289088
1,1,0,0,0,0,1,0,1,1,3,50,0.2598918879171034,0.24766881956166048
1,0,0,0,0,1,0,1,1,1,3,100,0.2308149491923589,0.2476685186594016
1,0,0,1,1,1,0,1,0,0,5,50,0.25035891072974736,0.2476679795743269
1,0,1,1,0,0,0,1,0,1,5,50,0.25808135573271435,0.24766748045221304
1,0,0,1,1,0,1,1,0,1,5,50,0.2742951148821527,0.24766727997213867
1,0,1,1,0,0,0,1,1,1,5,50,0.24700980927440058,0.24766726942055492
1,0,1,1,1,1,1,0,1,0,5,0,0.25383873674697427,0.24766700920696416
1,0,0,1,1,1,1,0,1,0,3,0,0.24651969194773135,0.24766681133398957
1,1,1,1,0,1,1,0,1,0,5,50,0.24342857471738713,0.24766659533458357
0,1,1,0,1,1,1,0,1,1,3,0,0.255239124333311,0.2476662533283464
1,1,0,1,1,0,1,1,0,1,5,0,0.2598385919945872,0.24766617552406492
1,1,1,0,1,1,0,1,0,1,5,50,0.22838836032674423,0.2476659630267494
0,1,1,0,1,0,1,0,0,1,3,0,0.254686314289418,0.24766576346235483
1,1,1,1,0,0,0,1,1,1,3,50,0.2357027666586459,0.2476654369353953
1,0,1,0,0,1,1,1,1,0,3,50,0.2306751256400823,0.2476653704642909
1,0,0,1,1,0,0,0,0,0,5,50,0.2638157574268487,0.24766463912895192
1,1,0,0,0,1,0,0,1,0,5,50,0.24344712670915628,0.24766439406631896
1,1,1,1,1,0,1,1,0,0,3,0,0.25110765524595696,0.247664076217964
1,1,0,1,0,1,1,1,0,1,3,0,0.27068398792489473,0.24766406153767825
0,1,0,0,1,1,0,0,1,1,5,0,0.24138339949103302,0.24766397396961565
0,1,1,1,1,1,1,1,1,1,5,100,0.2570343022546049,0.24766340431649417
1,1,1,0,1,0,0,0,1,0,5,0,0.23176846019609681,0.24766328691262746
0,1,1,0,0,1,0,0,0,1,3,100,0.23306463457346058,0.2476630758978852
1,1,0,1,0,0,0,1,1,0,3,50,0.24412070210810674,0.2476628866263682
0,1,1,0,0,0,1,1,1,0,5,100,0.25692965805650325,0.2476627858527669
1,1,1,1,0,1,1,1,0,0,5,100,0.2586713779759127,0.24766216447719264
0,1,0,0,0,1,0,1,0,0,3,100,0.2600465250907955,0.24766201068601562
1,1,1,0,0,0,0,0,0,1,3,50,0.24247267702290745,0.24766193818853877
1,1,0,0,1,1,1,0,0,1,5,100,0.24857565038692161,0.24766127710469749
1,1,0,1,0,0,0,1,0,0,3,50,0.24964720768839518,0.2476604650159191
1,1,1,0,0,1,1,1,1,0,5,100,0.24032080806042408,0.24766041974651493
1,1,0,1,0,0,1,0,0,0,3,50,0.24472917260400878,0.24766032745072847
1,0,0,1,0,0,0,1,1,0,5,100,0.23736151649942758,0.24765988568222203
0,1,0,0,0,1,0,1,0,1,3,50,0.24923818308173826,0.24765983221175847
0,1,0,1,0,1,0,1,0,1,3,50,0.2505547900605185,0.24765983221175847
1,1,1,1,0,0,1,0,0,0,3,50,0.2439462254330115,0.24765971478989565
0,1,1,1,0,1,0,0,0,1,3,100,0.25166683468304785,0.2476596652893118
1,0,1,1,0,1,0,1,0,0,5,100,0.23784209845616142,0.24765882668849945
0,1,0,0,1,0,1,0,1,1,5,50,0.25062815881010175,0.24765879798652302
0,1,1,1,0,1,0,1,1,0,3,50,0.26260624689946904,0.24765859537626742
1,0,1,1,1,0,0,0,1,1,5,0,0.2831182070298393,0.24765853424672465
1,1,1,0,0,1,1,0,0,1,5,100,0.24648121556196528,0.2476585092145621
1,1,1,1,0,1,1,1,0,0,5,50,0.2504492563684692,0.24765842498895368
1,1,1,1,0,0,0,0,1,0,5,50,0.24143121975879375,0.24765812069870502
1,1,0,0,0,0,0,0,0,0,3,100,0.25750547016831893,0.24765803298291914
0,1,1,0,0,0,0,1,1,0,5,50,0.2575968180403887,0.2476578729421513
1,1,1,0,1,1,0,0,0,1,3,100,0.24319968034731582,0.24765767908799274
1,1,0,0,1,1,1,0,0,1,3,0,0.25662500537307315,0.24765753975018634
0,1,1,0,1,1,1,1,1,1,5,0,0.25747167295533446,0.2476574413146575
1,0,1,1,0,0,0,1,0,1,5,0,0.26069535314512615,0.2476571236675264
1,0,1,1,0,0,0,1,1,1,5,0,0.250666447368665,0.2476569126554234
1,0,1,0,1,1,1,1,1,1,3,0,0.25279219293611244,0.24765667489039167
1,0,0,0,0,0,0,1,0,1,5,50,0.2571420966804485,0.2476564734627087
1,0,0,1,1,1,1,1,1,1,5,50,0.2413113924770032,0.24765640287151108
1,0,1,0,1,1,0,1,1,1,3,50,0.23855546737157585,0.24765636616707484
1,0,1,0,1,1,0,1,1,1,3,0,0.25368226721023335,0.24765636616707484
0,1,0,1,1,1,1,0,0,1,3,0,0.24908913661816193,0.24765579729734025
0,1,1,0,1,1,0,1,0,1,5,50,0.22777241627225217,0.2476557293642936
1,1,1,1,1,0,1,1,0,0,5,0,0.24653917777268475,0.24765571796264663
1,0,0,0,0,0,0,1,1,1,5,50,0.25205354528532553,0.24765568487977757
1,1,1,1,1,1,1,0,0,0,5,100,0.23067817085041678,0.24765479308129384
1,0,0,0,1,0,1,1,0,0,3,0,0.21717853505846554,0.2476544511809738
1,1,1,1,0,0,1,1,0,1,5,100,0.2516665448949432,0.24765439819672888
1,0,0,0,1,1,1,0,1,0,3,0,0.2386396150562477,0.24765434416473275
0,1,1,0,1,0,1,0,1,0,3,0,0.25158996385360083,0.24765420724657988
1,1,0,0,0,0,1,1,1,0,3,100,0.24707333203897228,0.24765390606103693
1,0,1,1,1,1,1,1,1,1,5,0,0.2473648643380566,0.2476530194377699
1,0,1,0,1,1,0,0,0,1,3,50,0.2503326459992709,0.24765277501886737
1,0,1,1,0,1,0,0,1,1,3,100,0.26024300001036677,0.24765234003243353
1,1,0,1,1,0,0,0,1,0,5,50,0.2443825459598553,0.24765192218325843
1,0,1,0,0,0,1,1,0,1,3,100,0.26451184689536106,0.2476516582535233
0,1,1,1,1,0,0,1,1,1,5,100,0.2415545416564783,0.24765158911689786
1,0,1,0,1,1,0,1,1,1,3,100,0.24519807813558842,0.24765123576593773
1,1,1,0,0,1,1,0,1,0,5,100,0.22389277238455269,0.2476511335702257
1,0,0,0,0,0,0,1,0,0,5,50,0.23269690703021814,0.24765078341392915
1,1,1,0,0,0,0,1,0,0,3,50,0.24274097607981407,0.2476506795291765
1,1,1,1,0,0,0,0,1,1,3,100,0.22613763370420611,0.24765052640558274
1,0,0,1,0,0,0,0,1,0,3,100,0.2454381279685422,0.2476495049419337
1,1,0,0,0,1,0,0,1,0,3,50,0.24893021964330037,0.24764930158984716
1,1,1,0,1,1,0,0,0,0,5,0,0.2331686749581422,0.24764917277939524
1,0,1,0,1,1,1,1,1,1,3,50,0.23157570885982642,0.24764890319959817
1,0,0,1,1,0,1,0,0,1,3,0,0.23795948906518094,0.24764876574775507
1,0,0,0,0,0,1,1,0,1,5,100,0.2628962895396201,0.24764873270280016
1,1,1,0,1,0,1,0,1,1,3,100,0.24626599389780846,0.24764854973751138
1,1,1,0,1,0,0,1,1,0,5,0,0.2521620976683373,0.24764854563166816
1,0,0,0,0,0,1,1,1,1,5,100,0.2794829209792277,0.24764852167079923
1,1,1,1,1,0,0,0,1,0,5,50,0.24622465251082337,0.24764835200220242
1,0,0,1,0,1,0,0,1,0,5,100,0.21782801241756478,0.24764829104169556
1,1,0,1,1,1,1,0,0,1,5,100,0.2463612012809585,0.24764727382730228
1,0,1,0,0,0,1,1,1,1,3,100,0.264958249897067,0.24764684372279003
1,1,1,1,0,0,1,1,0,1,5,50,0.25032872767876024,0.24764667629950182
1,1,0,1,0,1,1,0,0,1,5,50,0.23982488646194375,0.24764619309867303
0,1,0,0,0,1,1,1,1,1,5,100,0.24422938448900014,0.2476461173448546
1,0,0,0,0,1,0,1,0,0,5,50,0.24310455987869184,0.24764609474219382
1,1,1,0,1,0,1,1,1,0,5,0,0.24405735463525496,0.24764591925286122
1,1,1,1,0,0,0,0,0,0,5,50,0.24307885994161552,0.2476455561985178
1,0,1,1,1,1,1,1,1,1,5,50,0.23555434644074144,0.24764525443063673
1,0,1,1,0,0,1,1,0,1,5,0,0.2718929008863061,0.24764502920490145
1,1,1,1,1,1,0,1,0,1,3,100,0.25078071873340846,0.24764446215019786
1,0,1,0,0,1,0,0,1,1,5,100,0.2356628522293568,0.24764445090642612
