buy_brown,buy_light_blue,buy_pink,buy_orange,buy_red,buy_yellow,buy_green,buy_indigo,buy_stations,buy_utilities,max_development_level,unspendable_cash,predicted_win_prob,owned_sets,rank,points
1,0,0,0,1,0,0,0,1,1,4,50.0,0.10398276954171988,"brown, red, stations, utilities",479,479
0,0,0,1,1,1,1,1,1,0,4,50.0,0.10397072998710988,"orange, red, yellow, green, indigo, stations",480,480
1,0,0,1,0,1,0,0,1,0,4,50.0,0.10395463503031359,"brown, orange, yellow, stations",481,481
1,1,1,0,0,1,1,1,0,0,4,50.0,0.10393070255132733,"brown, light_blue, pink, yellow, green, indigo",482,482
0,0,0,0,1,1,1,0,0,1,4,50.0,0.10392848203015377,"red, yellow, green, utilities",483,483
0,1,0,1,0,1,1,0,0,0,4,50.0,0.10392591276335594,"light_blue, orange, yellow, green",484,484
0,0,0,0,1,0,0,0,0,0,4,50.0,0.1039163970087138,red,485,485
1,1,0,0,0,0,0,0,1,1,4,50.0,0.10389912709639051,"brown, light_blue, stations, utilities",486,486
0,1,0,1,1,1,0,0,1,0,4,50.0,0.10388358737478301,"light_blue, orange, red, yellow, stations",487,487
0,0,0,1,0,0,1,0,0,0,4,50.0,0.10385355919552257,"orange, green",488,488
0,0,0,1,1,0,0,0,0,0,4,50.0,0.10383035413235878,"orange, red",489,489
0,0,1,1,0,0,0,0,0,0,4,50.0,0.10381264276904509,"pink, orange",490,490
0,1,0,1,1,1,0,0,0,1,4,50.0,0.10381023397241748,"light_blue, orange, red, yellow, utilities",491,491
0,0,1,1,1,1,1,1,1,1,4,50.0,0.10380702301777153,"pink, orange, red, yellow, green, indigo, stations, utilities",492,492
1,0,0,0,0,0,1,0,0,0,4,50.0,0.10376974620777887,"brown, green",493,493
1,1,0,0,1,0,0,0,0,1,4,50.0,0.10375803152236449,"brown, light_blue, red, utilities",494,494
0,1,0,1,0,0,1,0,0,1,4,50.0,0.10375221998533483,"light_blue, orange, green, utilities",495,495
0,1,0,0,1,1,0,0,0,1,4,50.0,0.10374479191227937,"light_blue, red, yellow, utilities",496,496
0,1,0,1,1,1,1,0,0,1,4,50.0,0.10373772215492143,"light_blue, orange, red, yellow, green, utilities",497,497
0,1,0,0,1,1,0,0,0,0,4,50.0,0.10372473998731213,"light_blue, red, yellow",498,498
0,0,0,1,1,1,0,1,0,0,4,50.0,0.10372067829098522,"orange, red, yellow, indigo",499,499
1,1,1,0,0,0,1,0,0,1,4,50.0,0.10371681074177083,"brown, light_blue, pink, green, utilities",500,500
0,1,0,1,0,1,1,0,1,0,4,50.0,0.10371575023214981,"light_blue, orange, yellow, green, stations",501,501
1,1,1,0,1,0,0,1,0,0,4,50.0,0.10371568299238934,"brown, light_blue, pink, red, indigo",502,502
1,0,0,0,0,0,1,0,0,1,4,50.0,0.1036986554615481,"brown, green, utilities",503,503
0,0,0,1,1,1,0,1,1,1,4,50.0,0.10368976956778875,"orange, red, yellow, indigo, stations, utilities",504,504
1,1,1,0,0,1,1,0,1,0,4,50.0,0.1036870846277745,"brown, light_blue, pink, yellow, green, stations",505,505
1,0,0,1,0,1,1,0,1,0,4,50.0,0.10367663167046234,"brown, orange, yellow, green, stations",506,506
0,1,0,1,0,1,1,1,0,1,4,50.0,0.10367643181570363,"light_blue, orange, yellow, green, indigo, utilities",507,507
0,1,0,1,1,0,1,1,0,1,4,50.0,0.1036450354442208,"light_blue, orange, red, green, indigo, utilities",508,508
0,0,1,0,1,0,0,0,0,0,4,50.0,0.10364129891731333,"pink, red",509,509
0,1,0,1,1,1,1,0,0,0,4,50.0,0.10363926380516801,"light_blue, orange, red, yellow, green",510,510
1,1,1,0,0,0,0,1,1,0,4,50.0,0.10362795796578683,"brown, light_blue, pink, indigo, stations",511,511
0,0,1,0,1,1,1,1,0,1,4,50.0,0.10360336251288985,"pink, red, yellow, green, indigo, utilities",512,512
1,0,0,1,0,1,1,0,1,1,4,50.0,0.10357353040140156,"brown, orange, yellow, green, stations, utilities",513,513
0,0,0,1,1,0,1,0,0,0,4,50.0,0.10357135817660093,"orange, red, green",514,514
0,0,1,0,1,1,1,1,1,0,4,50.0,0.10355622697678953,"pink, red, yellow, green, indigo, stations",515,515
0,0,0,0,1,0,0,0,1,0,4,50.0,0.10355086142949377,"red, stations",516,516
1,1,1,0,0,0,1,1,0,1,4,50.0,0.10354895804570427,"brown, light_blue, pink, green, indigo, utilities",517,517
0,0,1,0,0,0,1,0,0,0,4,50.0,0.10352005645770139,"pink, green",518,518
1,1,1,0,0,0,0,0,1,1,4,50.0,0.10350464080485877,"brown, light_blue, pink, stations, utilities",519,519
0,0,0,0,1,0,0,0,0,1,4,50.0,0.10350060363854804,"red, utilities",520,520
0,1,0,1,0,1,1,1,1,1,4,50.0,0.10348765697635642,"light_blue, orange, yellow, green, indigo, stations, utilities",521,521
0,0,0,1,0,0,1,0,1,0,4,50.0,0.10348025659894629,"orange, green, stations",522,522
1,0,0,1,0,0,0,0,1,1,4,50.0,0.10347566332385354,"brown, orange, stations, utilities",523,523
0,0,0,1,0,1,0,0,0,0,4,50.0,0.10347083216152335,"orange, yellow",524,524
0,1,0,1,0,1,0,0,1,0,4,50.0,0.10345344495435276,"light_blue, orange, yellow, stations",525,525
0,0,1,0,0,1,1,0,0,0,4,50.0,0.10345225944082947,"pink, yellow, green",526,526
1,1,1,0,0,1,1,0,0,0,4,50.0,0.10344826491745573,"brown, light_blue, pink, yellow, green",527,527
0,1,0,0,1,0,0,0,1,0,4,50.0,0.10344702585826464,"light_blue, red, stations",528,528
1,0,1,0,1,1,0,1,1,1,4,50.0,0.10341892031849435,"brown, pink, red, yellow, indigo, stations, utilities",529,529
0,0,0,1,1,1,0,0,0,1,4,50.0,0.10341665848009092,"orange, red, yellow, utilities",530,530
1,1,1,0,0,0,0,1,0,1,4,50.0,0.10339794927192487,"brown, light_blue, pink, indigo, utilities",531,531
0,0,1,0,0,0,1,0,0,1,4,50.0,0.1033867651656661,"pink, green, utilities",532,532
0,0,1,0,0,0,0,0,1,1,4,50.0,0.1033785372881535,"pink, stations, utilities",533,533
0,0,1,1,0,0,1,0,0,0,4,50.0,0.1033653789869496,"pink, orange, green",534,534
0,0,0,1,1,1,0,1,0,1,4,50.0,0.10336050709227458,"orange, red, yellow, indigo, utilities",535,535
0,0,0,1,0,0,0,0,0,1,4,50.0,0.10333388669997276,"orange, utilities",536,536
1,1,1,0,0,1,0,1,0,0,4,50.0,0.10331813462751287,"brown, light_blue, pink, yellow, indigo",537,537
1,1,1,0,1,0,1,0,1,0,4,50.0,0.10329730326855784,"brown, light_blue, pink, red, green, stations",538,538
0,0,1,1,0,0,0,0,0,1,4,50.0,0.10328480330341797,"pink, orange, utilities",539,539
0,1,0,1,0,0,0,0,1,0,4,50.0,0.10326109301535066,"light_blue, orange, stations",540,540
1,1,1,0,1,0,1,1,1,0,4,50.0,0.10326037449261265,"brown, light_blue, pink, red, green, indigo, stations",541,541
0,1,0,1,0,0,1,1,0,0,4,50.0,0.10325156832316448,"light_blue, orange, green, indigo",542,542
0,0,0,0,0,0,1,0,0,1,4,50.0,0.10325126597782583,"green, utilities",543,543
0,0,1,0,0,0,1,0,1,0,4,50.0,0.1032357789626515,"pink, green, stations",544,544
0,0,0,0,0,1,1,0,0,0,4,50.0,0.1032312141735076,"yellow, green",545,545
0,0,1,0,1,1,1,1,0,0,4,50.0,0.1032280372979237,"pink, red, yellow, green, indigo",546,546
1,1,1,0,0,1,1,1,1,0,4,50.0,0.10321855774836922,"brown, light_blue, pink, yellow, green, indigo, stations",547,547
0,0,1,0,0,1,0,0,1,0,4,50.0,0.10318398357438555,"pink, yellow, stations",548,548
0,0,0,0,1,0,1,0,1,0,4,50.0,0.10314127248826888,"red, green, stations",549,549
1,0,0,0,0,0,1,0,1,1,4,50.0,0.10312726085233007,"brown, green, stations, utilities",550,550
0,1,1,1,0,1,0,1,0,1,4,50.0,0.10311317129193971,"light_blue, pink, orange, yellow, indigo, utilities",551,551
0,1,0,1,1,0,1,0,1,0,4,50.0,0.10309434371097859,"light_blue, orange, red, green, stations",552,552
1,1,1,0,0,0,1,0,1,0,4,50.0,0.10309368256839083,"brown, light_blue, pink, green, stations",553,553
0,0,0,0,0,1,0,0,0,1,4,50.0,0.10302242243597566,"yellow, utilities",554,554
0,1,0,1,0,1,0,0,0,0,4,50.0,0.10298748453582249,"light_blue, orange, yellow",555,555
0,0,0,0,0,0,1,0,0,0,4,50.0,0.10297391632133401,green,556,556
0,0,0,1,1,0,0,0,1,0,4,50.0,0.10296631511722673,"orange, red, stations",557,557
0,0,1,0,1,1,0,0,1,0,4,50.0,0.10296397351440253,"pink, red, yellow, stations",558,558
0,1,0,1,0,0,1,0,0,0,4,50.0,0.10291246311563304,"light_blue, orange, green",559,559
0,1,0,1,1,1,0,0,1,1,4,50.0,0.10289058037678633,"light_blue, orange, red, yellow, stations, utilities",560,560
0,0,1,1,0,0,0,0,1,0,4,50.0,0.10288187282053644,"pink, orange, stations",561,561
0,0,0,0,1,0,1,0,0,0,4,50.0,0.10288135977222843,"red, green",562,562
0,0,1,0,1,1,0,0,0,0,4,50.0,0.10287948124911557,"pink, red, yellow",563,563
0,0,0,0,0,0,0,0,1,1,4,50.0,0.10285874589656259,"stations, utilities",564,564
0,0,0,0,0,1,1,0,1,0,4,50.0,0.10285067697625197,"yellow, green, stations",565,565
0,0,0,0,1,1,0,0,0,1,4,50.0,0.10284694333203918,"red, yellow, utilities",566,566
0,0,0,0,1,1,0,1,1,1,4,50.0,0.10280295856832704,"red, yellow, indigo, stations, utilities",567,567
0,1,1,0,0,1,1,0,0,0,4,50.0,0.1027881212774459,"light_blue, pink, yellow, green",568,568
1,1,1,0,0,1,0,1,0,1,4,50.0,0.1027679398376293,"brown, light_blue, pink, yellow, indigo, utilities",569,569
0,0,1,0,1,0,1,0,0,0,4,50.0,0.10274801998548481,"pink, red, green",570,570
0,0,1,0,1,0,0,0,1,0,4,50.0,0.10274430661061762,"pink, red, stations",571,571
0,0,0,0,1,1,1,0,0,0,4,50.0,0.10272386602860677,"red, yellow, green",572,572
0,1,0,1,0,0,1,0,1,0,4,50.0,0.10270737220549982,"light_blue, orange, green, stations",573,573
1,1,0,0,0,0,1,0,1,0,4,50.0,0.1026880246663284,"brown, light_blue, green, stations",574,574
0,0,0,1,1,1,1,0,1,0,4,50.0,0.1026754313249207,"orange, red, yellow, green, stations",575,575
0,0,1,0,0,1,0,0,0,0,4,50.0,0.10266233202591579,"pink, yellow",576,576
0,0,0,0,1,1,1,0,1,0,4,50.0,0.1026214028159836,"red, yellow, green, stations",577,577
0,0,0,1,1,1,1,0,0,0,4,50.0,0.10260508644109592,"orange, red, yellow, green",578,578
0,0,1,0,0,1,0,0,0,1,4,50.0,0.10259181189416584,"pink, yellow, utilities",579,579
0,0,0,0,1,0,0,0,1,1,4,50.0,0.1025558173712919,"red, stations, utilities",580,580
0,0,0,1,1,0,1,0,1,0,4,50.0,0.10254308123955794,"orange, red, green, stations",581,581
0,0,0,1,0,1,1,0,0,0,4,50.0,0.10249333493837753,"orange, yellow, green",582,582
0,0,1,0,1,1,1,0,1,0,4,50.0,0.10245126617510565,"pink, red, yellow, green, stations",583,583
0,0,1,0,1,0,0,0,0,1,4,50.0,0.1024495952911036,"pink, red, utilities",584,584
0,0,0,1,0,0,0,0,1,1,4,50.0,0.10243557209423981,"orange, stations, utilities",585,585
0,0,0,1,1,1,0,0,1,0,4,50.0,0.1024166763605336,"orange, red, yellow, stations",586,586
0,1,1,1,1,1,1,1,0,1,4,50.0,0.10235675005491796,"light_blue, pink, orange, red, yellow, green, indigo, utilities",587,587
0,0,0,1,0,0,1,0,0,1,4,50.0,0.10235287937331691,"orange, green, utilities",588,588
0,1,0,1,1,1,1,1,1,0,4,50.0,0.10234623147300737,"light_blue, orange, red, yellow, green, indigo, stations",589,589
0,0,0,0,1,0,1,0,0,1,4,50.0,0.10232221116465938,"red, green, utilities",590,590
0,0,0,0,0,1,0,0,1,1,4,50.0,0.10229456993259478,"yellow, stations, utilities",591,591
0,0,0,1,0,1,1,0,1,0,4,50.0,0.10227058023633054,"orange, yellow, green, stations",592,592
0,0,1,0,1,1,0,1,1,0,4,50.0,0.10219631949228705,"pink, red, yellow, indigo, stations",593,593
0,0,0,1,1,1,0,0,0,0,4,50.0,0.10216522011504256,"orange, red, yellow",594,594
0,0,0,1,1,1,1,1,0,1,4,50.0,0.10211233641010856,"orange, red, yellow, green, indigo, utilities",595,595
0,0,1,0,1,1,1,0,0,0,4,50.0,0.10209756577475515,"pink, red, yellow, green",596,596
0,0,1,0,1,1,0,1,1,1,4,50.0,0.10202865476264551,"pink, red, yellow, indigo, stations, utilities",597,597
0,0,1,0,1,1,0,1,0,1,4,50.0,0.10202598355881212,"pink, red, yellow, indigo, utilities",598,598
0,0,1,0,1,0,0,0,1,1,4,50.0,0.10198656009690088,"pink, red, stations, utilities",599,599
0,1,0,1,0,1,0,1,1,1,4,50.0,0.10193031415384587,"light_blue, orange, yellow, indigo, stations, utilities",600,600
0,1,0,1,1,1,0,1,1,1,4,50.0,0.1018831717198001,"light_blue, orange, red, yellow, indigo, stations, utilities",601,601
0,0,1,0,0,1,1,0,0,1,4,50.0,0.10187560771570292,"pink, yellow, green, utilities",602,602
0,0,1,0,1,1,0,0,1,1,4,50.0,0.10186511934806608,"pink, red, yellow, stations, utilities",603,603
0,0,0,0,0,1,1,0,1,1,4,50.0,0.10181558273736209,"yellow, green, stations, utilities",604,604
0,0,1,0,1,1,0,0,0,1,4,50.0,0.1018043428363592,"pink, red, yellow, utilities",605,605
0,1,1,1,1,1,1,1,1,1,4,50.0,0.10178855118394084,"light_blue, pink, orange, red, yellow, green, indigo, stations, utilities",606,606
0,0,0,1,1,1,1,1,1,1,4,50.0,0.10170092848467811,"orange, red, yellow, green, indigo, stations, utilities",607,607
0,0,1,0,0,1,1,0,1,0,4,50.0,0.10165457309562605,"pink, yellow, green, stations",608,608
0,0,0,1,1,1,1,0,0,1,4,50.0,0.10163559741756863,"orange, red, yellow, green, utilities",609,609
0,0,0,0,1,1,0,0,1,1,4,50.0,0.1016293538987592,"red, yellow, stations, utilities",610,610
0,0,0,1,1,0,0,0,0,1,4,50.0,0.10157879592716515,"orange, red, utilities",611,611
0,0,1,0,1,1,1,0,0,1,4,50.0,0.10157559636789153,"pink, red, yellow, green, utilities",612,612
0,0,1,0,0,1,0,0,1,1,4,50.0,0.10154110455610917,"pink, yellow, stations, utilities",613,613
0,0,0,1,1,0,1,0,0,1,4,50.0,0.10152350847782535,"orange, red, green, utilities",614,614
0,0,0,1,0,1,0,0,1,0,4,50.0,0.10149872345382796,"orange, yellow, stations",615,615
0,0,0,0,1,1,1,0,1,1,4,50.0,0.10144117533791626,"red, yellow, green, stations, utilities",616,616
0,0,0,1,1,1,0,0,1,1,4,50.0,0.10142066185348866,"orange, red, yellow, stations, utilities",617,617
0,0,1,0,1,0,1,0,1,0,4,50.0,0.10141620202065951,"pink, red, green, stations",618,618
0,0,1,1,0,0,0,0,1,1,4,50.0,0.10136049533902843,"pink, orange, stations, utilities",619,619
0,0,1,0,0,0,0,1,0,0,4,50.0,0.10123955208064664,"pink, indigo",620,620
0,0,0,0,1,0,1,0,1,1,4,50.0,0.10117627626680384,"red, green, stations, utilities",621,621
0,0,0,1,0,1,0,0,0,1,4,50.0,0.10113573335345574,"orange, yellow, utilities",622,622
0,0,0,1,0,1,0,0,1,1,4,50.0,0.10113047684348404,"orange, yellow, stations, utilities",623,623
0,0,1,0,0,0,1,0,1,1,4,50.0,0.10112651373724298,"pink, green, stations, utilities",624,624
0,0,0,0,0,0,0,1,0,1,4,50.0,0.10112288905768427,"indigo, utilities",625,625
0,0,1,0,1,1,0,1,0,0,4,50.0,0.10106666633896619,"pink, red, yellow, indigo",626,626
0,0,0,1,0,0,1,0,1,1,4,50.0,0.10105829206754349,"orange, green, stations, utilities",627,627
0,0,1,0,1,0,1,0,0,1,4,50.0,0.1009456888256085,"pink, red, green, utilities",628,628
0,0,1,0,0,0,0,1,1,0,4,50.0,0.10091920188098677,"pink, indigo, stations",629,629
0,0,0,0,0,1,1,0,0,1,4,50.0,0.10085057866649956,"yellow, green, utilities",630,630
0,0,0,0,0,0,0,1,0,0,4,50.0,0.10084159203136323,indigo,631,631
0,0,0,0,0,0,0,1,1,1,4,50.0,0.1008064816978372,"indigo, stations, utilities",632,632
0,0,0,1,1,0,0,0,1,1,4,50.0,0.1007670813848776,"orange, red, stations, utilities",633,633
0,1,1,1,1,0,0,0,1,1,4,50.0,0.100745499658255,"light_blue, pink, orange, red, stations, utilities",634,634
0,0,0,0,0,0,1,1,0,0,4,50.0,0.10071371550830592,"green, indigo",635,635
0,0,0,1,0,0,0,1,0,0,4,50.0,0.10062643263897693,"orange, indigo",636,636
0,0,0,0,0,1,0,1,0,0,4,50.0,0.10061385227713326,"yellow, indigo",637,637
0,0,0,1,0,1,1,0,0,1,4,50.0,0.10058569918670508,"orange, yellow, green, utilities",638,638
0,1,1,1,1,0,0,1,0,1,4,50.0,0.1005714248401705,"light_blue, pink, orange, red, indigo, utilities",639,639
0,0,0,1,0,1,1,0,1,1,4,50.0,0.1004767910377132,"orange, yellow, green, stations, utilities",640,640
1,0,1,0,1,1,1,1,1,1,4,50.0,0.10046316115763039,"brown, pink, red, yellow, green, indigo, stations, utilities",641,641
0,0,0,0,0,0,0,1,1,0,4,50.0,0.10037082219866315,"indigo, stations",642,642
0,0,0,0,1,0,0,1,0,0,4,50.0,0.10023891128558585,"red, indigo",643,643
0,0,0,0,1,0,1,1,0,0,4,50.0,0.10021738548785901,"red, green, indigo",644,644
0,0,1,1,0,0,0,1,0,0,4,50.0,0.100200471319535,"pink, orange, indigo",645,645
0,0,1,0,0,0,1,1,0,0,4,50.0,0.10018311275980532,"pink, green, indigo",646,646
0,0,1,0,0,0,0,1,0,1,4,50.0,0.10017720199742071,"pink, indigo, utilities",647,647
0,0,0,1,1,0,1,0,1,1,4,50.0,0.10016176412643758,"orange, red, green, stations, utilities",648,648
0,0,0,0,0,1,0,1,0,1,4,50.0,0.10010265029050251,"yellow, indigo, utilities",649,649
0,0,0,0,0,0,1,1,0,1,4,50.0,0.10010068270072547,"green, indigo, utilities",650,650
0,0,1,0,1,0,0,1,0,0,4,50.0,0.09996953870164604,"pink, red, indigo",651,651
0,1,1,1,1,0,1,1,0,1,4,50.0,0.09995921100342707,"light_blue, pink, orange, red, green, indigo, utilities",652,652
0,0,1,1,0,1,0,0,0,0,4,50.0,0.09991032436822687,"pink, orange, yellow",653,653
0,0,1,0,0,1,1,0,1,1,4,50.0,0.09988628217751148,"pink, yellow, green, stations, utilities",654,654
0,0,1,0,0,1,0,1,0,0,4,50.0,0.09979856466302803,"pink, yellow, indigo",655,655
0,0,0,1,0,1,0,1,1,0,4,50.0,0.09978691295404771,"orange, yellow, indigo, stations",656,656
0,1,1,1,0,0,1,0,0,0,4,50.0,0.09976122097259225,"light_blue, pink, orange, green",657,657
0,0,0,0,0,1,1,1,0,0,4,50.0,0.09973206194114709,"yellow, green, indigo",658,658
0,0,0,0,1,0,1,1,0,1,4,50.0,0.09972519856083473,"red, green, indigo, utilities",659,659
0,0,0,1,0,0,1,1,0,0,4,50.0,0.09965680349597197,"orange, green, indigo",660,660
0,0,0,0,0,0,1,1,1,0,4,50.0,0.09963099039178525,"green, indigo, stations",661,661
0,0,1,0,1,0,1,0,1,1,4,50.0,0.0996046674596074,"pink, red, green, stations, utilities",662,662
0,0,0,1,1,0,1,1,1,0,4,50.0,0.09960414396304296,"orange, red, green, indigo, stations",663,663
0,0,0,1,0,0,0,1,0,1,4,50.0,0.09956934660034271,"orange, indigo, utilities",664,664
0,1,1,0,1,1,0,1,1,1,4,50.0,0.09956753215150564,"light_blue, pink, red, yellow, indigo, stations, utilities",665,665
0,0,0,1,0,0,0,1,1,0,4,50.0,0.09949647262557715,"orange, indigo, stations",666,666
0,0,1,0,0,0,0,1,1,1,4,50.0,0.09948980988904725,"pink, indigo, stations, utilities",667,667
0,1,1,0,0,1,0,1,1,1,4,50.0,0.09943026671201083,"light_blue, pink, yellow, indigo, stations, utilities",668,668
0,1,1,0,0,1,1,1,0,0,4,50.0,0.09938367966868498,"light_blue, pink, yellow, green, indigo",669,669
0,0,0,0,1,0,0,1,0,1,4,50.0,0.09937042579912045,"red, indigo, utilities",670,670
0,0,0,1,1,0,0,1,0,0,4,50.0,0.09935966850436316,"orange, red, indigo",671,671
0,0,0,1,1,1,1,0,1,1,4,50.0,0.09935360353439573,"orange, red, yellow, green, stations, utilities",672,672
0,1,1,0,1,1,1,1,1,0,4,50.0,0.09933616882479517,"light_blue, pink, red, yellow, green, indigo, stations",673,673
0,1,1,0,1,1,1,1,1,1,4,50.0,0.09928947627776559,"light_blue, pink, red, yellow, green, indigo, stations, utilities",674,674
1,0,1,1,0,1,1,1,1,1,4,50.0,0.0992699027216141,"brown, pink, orange, yellow, green, indigo, stations, utilities",675,675
0,0,1,0,1,1,1,0,1,1,4,50.0,0.0992443252854305,"pink, red, yellow, green, stations, utilities",676,676
0,1,1,1,0,0,1,1,1,0,4,50.0,0.09923070630956272,"light_blue, pink, orange, green, indigo, stations",677,677
0,0,1,0,1,1,1,1,1,1,4,50.0,0.09918613163271178,"pink, red, yellow, green, indigo, stations, utilities",678,678
0,0,0,0,0,1,0,1,1,0,4,50.0,0.09917631835624605,"yellow, indigo, stations",679,679
0,0,0,0,1,0,0,1,1,0,4,50.0,0.09912833896446901,"red, indigo, stations",680,680
0,0,0,1,1,0,0,1,1,0,4,50.0,0.0990937410968279,"orange, red, indigo, stations",681,681
0,1,1,0,1,0,1,1,0,1,4,50.0,0.09906097922879092,"light_blue, pink, red, green, indigo, utilities",682,682
0,0,1,0,0,1,0,1,1,0,4,50.0,0.09897910315125232,"pink, yellow, indigo, stations",683,683
0,0,1,0,1,0,0,1,1,0,4,50.0,0.09892333700158384,"pink, red, indigo, stations",684,684
0,0,0,0,0,1,1,1,0,1,4,50.0,0.09889008839587557,"yellow, green, indigo, utilities",685,685
0,1,1,0,1,1,1,1,0,1,4,50.0,0.09886383899647534,"light_blue, pink, red, yellow, green, indigo, utilities",686,686
0,0,1,0,0,0,1,1,0,1,4,50.0,0.09885121853311549,"pink, green, indigo, utilities",687,687
0,0,0,0,0,0,1,1,1,1,4,50.0,0.09885084022777206,"green, indigo, stations, utilities",688,688
0,0,1,1,1,1,1,0,1,1,4,50.0,0.0987681293305844,"pink, orange, red, yellow, green, stations, utilities",689,689
0,0,1,1,0,0,0,1,0,1,4,50.0,0.09874023801532718,"pink, orange, indigo, utilities",690,690
0,1,1,0,0,1,1,1,1,1,4,50.0,0.09873255669858932,"light_blue, pink, yellow, green, indigo, stations, utilities",691,691
0,0,0,1,0,1,1,1,0,0,4,50.0,0.09868544115548265,"orange, yellow, green, indigo",692,692
0,1,1,1,1,1,0,1,1,0,4,50.0,0.09868163406555365,"light_blue, pink, orange, red, yellow, indigo, stations",693,693
0,0,0,1,0,0,0,1,1,1,4,50.0,0.09867197612484657,"orange, indigo, stations, utilities",694,694
0,1,1,1,1,0,1,0,1,1,4,50.0,0.09865832766278075,"light_blue, pink, orange, red, green, stations, utilities",695,695
0,0,0,0,1,0,1,1,1,1,4,50.0,0.0986180465210343,"red, green, indigo, stations, utilities",696,696
0,0,0,0,1,1,1,1,1,1,4,50.0,0.09861598241504735,"red, yellow, green, indigo, stations, utilities",697,697
0,1,1,1,0,1,1,1,1,1,4,50.0,0.09861572338458154,"light_blue, pink, orange, yellow, green, indigo, stations, utilities",698,698
0,0,0,1,0,1,0,1,0,0,4,50.0,0.09860654122898213,"orange, yellow, indigo",699,699
1,0,0,1,1,1,1,1,0,1,4,50.0,0.09858946674175809,"brown, orange, red, yellow, green, indigo, utilities",700,700
0,0,1,0,0,1,1,1,0,1,4,50.0,0.09858352503962246,"pink, yellow, green, indigo, utilities",701,701
0,0,1,0,0,1,1,1,0,0,4,50.0,0.09856277574009417,"pink, yellow, green, indigo",702,702
0,0,1,1,0,0,0,1,1,0,4,50.0,0.09854396677061308,"pink, orange, indigo, stations",703,703
0,0,1,1,0,0,0,1,1,1,4,50.0,0.09853099166041257,"pink, orange, indigo, stations, utilities",704,704
0,0,0,0,1,0,1,1,1,0,4,50.0,0.09852182218046343,"red, green, indigo, stations",705,705
0,0,0,1,0,0,1,1,0,1,4,50.0,0.09852043506495997,"orange, green, indigo, utilities",706,706
0,0,1,0,0,0,1,1,1,0,4,50.0,0.09851879170707209,"pink, green, indigo, stations",707,707
0,0,0,0,0,1,1,1,1,0,4,50.0,0.09841876015107494,"yellow, green, indigo, stations",708,708
1,0,1,1,0,1,0,1,1,1,4,50.0,0.09837101467174023,"brown, pink, orange, yellow, indigo, stations, utilities",709,709
0,0,1,0,1,0,0,1,0,1,4,50.0,0.09832691695216181,"pink, red, indigo, utilities",710,710
0,0,1,0,0,1,0,1,0,1,4,50.0,0.0983163545643717,"pink, yellow, indigo, utilities",711,711
0,1,1,0,1,1,0,1,0,1,4,50.0,0.09828923340992293,"light_blue, pink, red, yellow, indigo, utilities",712,712
0,1,1,0,1,1,1,0,1,1,4,50.0,0.09824834000427915,"light_blue, pink, red, yellow, green, stations, utilities",713,713
0,0,0,1,1,0,1,1,0,0,4,50.0,0.09819775700998153,"orange, red, green, indigo",714,714
0,0,0,1,1,0,0,1,0,1,4,50.0,0.09812240307617934,"orange, red, indigo, utilities",715,715
0,0,1,0,0,0,1,1,1,1,4,50.0,0.09812056047934653,"pink, green, indigo, stations, utilities",716,716
0,0,0,0,1,0,0,1,1,1,4,50.0,0.09811187616440883,"red, indigo, stations, utilities",717,717
0,0,1,0,1,0,1,1,0,1,4,50.0,0.09804005135998603,"pink, red, green, indigo, utilities",718,718
0,0,1,0,1,0,1,1,0,0,4,50.0,0.09800140837862037,"pink, red, green, indigo",719,719
0,0,0,1,0,0,1,1,1,0,4,50.0,0.09799268096099187,"orange, green, indigo, stations",720,720
0,1,1,1,0,1,0,1,1,1,4,50.0,0.0979821880943997,"light_blue, pink, orange, yellow, indigo, stations, utilities",721,721
0,1,1,0,1,0,1,1,1,1,4,50.0,0.09790373372898373,"light_blue, pink, red, green, indigo, stations, utilities",722,722
0,0,0,1,1,0,1,1,0,1,4,50.0,0.09788153934067427,"orange, red, green, indigo, utilities",723,723
0,0,0,0,0,0,1,0,1,1,4,50.0,0.09786316870784298,"green, stations, utilities",724,724
1,0,1,1,0,0,1,1,1,1,4,50.0,0.09776111802848679,"brown, pink, orange, green, indigo, stations, utilities",725,725
1,0,0,1,1,1,0,1,1,1,4,50.0,0.09771836839666444,"brown, orange, red, yellow, indigo, stations, utilities",726,726
0,0,0,0,0,1,0,1,1,1,4,50.0,0.09765911214384744,"yellow, indigo, stations, utilities",727,727
0,0,1,0,0,1,1,1,1,0,4,50.0,0.09759294149138124,"pink, yellow, green, indigo, stations",728,728
0,1,1,0,1,0,1,1,1,0,4,50.0,0.09757641053282821,"light_blue, pink, red, green, indigo, stations",729,729
0,0,1,0,0,1,1,1,1,1,4,50.0,0.09750054484568052,"pink, yellow, green, indigo, stations, utilities",730,730
0,0,1,0,0,1,0,1,1,1,4,50.0,0.0974423991845895,"pink, yellow, indigo, stations, utilities",731,731
0,1,1,1,1,0,1,1,1,1,4,50.0,0.09743714963497425,"light_blue, pink, orange, red, green, indigo, stations, utilities",732,732
0,0,0,0,0,1,1,1,1,1,4,50.0,0.097350482517642,"yellow, green, indigo, stations, utilities",733,733
0,1,1,0,0,1,1,0,1,0,4,50.0,0.09733154551936304,"light_blue, pink, yellow, green, stations",734,734
0,0,1,0,1,0,1,1,1,0,4,50.0,0.09732919569727032,"pink, red, green, indigo, stations",735,735
